"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00425252","1989","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","        19","0","         9","0","         0","0","        0","","         0","0","","","","","","","","","","","","","         4"," ","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  18.8"," ,0,0104, ","","","","","","","","","","","","","","","","","","","","","","","    100.7"," ,0","        0"," ,0","","","","","",""
"USC00425252","1990","37.143","-114.0213","849.5","LYTLE RANCH, UT US","   1020.1","","    1020.1","0","        34","0","        22","0","         2","0","        0","","         1","0","         0","0","        69","0","         3","0","       237","0","       101","0","","","","","  -15.6","0,1223, ","     0"," ,0,1231,+","    64"," ,0,1220, ","  27.9"," ,0,0424, ","   42.8","0,0629, ","0.0","0,1022","-2.2","0,1106","-4.4","0,1128","-7.8","0,1215","-10.6","0,1221","-3.3","0,0314","-3.3","0,0314","-9.4","0,0216","-9.4","0,0216","-9.4","0,0216","    261.1"," ,0","       64"," ,0","     16.30","0","     25.25","0","      7.34","0"
"USC00425252","1991","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","        29","0","        23","0","         0","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.6"," ,0,0708, ","","","","","","","","","","","","","","","","","","","","","","","    206.5"," ,0","        0"," ,0","","","","","",""
"USC00425252","1992","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00425252","1995","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","        39","0","        33","0","         4","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.1"," ,0,0214, ","","","","","","","","","","","","","","","","","","","","","","","    409.2"," ,0","        0"," ,0","","","","","",""
"USC00425252","1997","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","        26","0","        20","0","         3","0","        0","","         1","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","   102"," ,0,0113, ","  50.0"," ,0,0804, ","","","","","","","","","","","","","","","","","","","","","","","    264.1"," ,0","      102"," ,0","","","","","",""
"USC00425252","1998","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","        52","0","        44","0","         0","0","","","         0","0","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  21.8"," ,0,0224, ","","","","","","","","","","","","","","","","","","","","","","","    374.0"," ,0","        0"," ,0","","","","","",""
"USC00425252","1999","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","        21","0","        19","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.4"," ,0,0708, ","","","","","","","","","","","","","","","","","","","","","","","    190.6"," ,0","        0"," ,0","","","","","",""
"USC00425252","2000","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","        31","0","        25","0","         2","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.7"," ,0,0212, ","","","","","","","","","","","","","","","","","","","","","","","    239.6"," ,0","        0"," ,0","","","","","",""
"USC00425252","2001","37.143","-114.0213","849.5","LYTLE RANCH, UT US","","","","","        27","0","        22","0","         2","0","","","","","","","","","","","","","","","","","","","","","","","","","  43.2"," ,0,0226, ","","","","","","","","","","","","","","","","","","","","","","","    254.5"," ,0","","","","","","","",""
