"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00427747","1987","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","","","","","","","","","","","","","         7"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00427747","1988","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","        38","0","        25","0","         1","0","        13","0","        24","0","       164","0","         1"," ","  -32.8","0,0119, ","   356"," ,0,0119, ","  37.3"," ,0,0802, ","-1.1","0,0814","-2.2","0,0918","-6.7","0,1025","-6.7","0,1025","-10.0","0,1112","0.0","0,0613","-3.9","0,0506","-5.0","0,0409","-6.7","0,0408","-10.0","0,0402","    219.0"," ,0","     1307"," ,0","      0.78","0"
"USC00427747","1989","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","        20","0","        12","0","         0","0","         1","0","","","","","","","","","   102"," ,0,0203, ","  16.5"," ,0,1025, ","","","","","","","","","","","","","","","","","","","","","    113.1"," ,0","      115"," ,0","",""
"USC00427747","1990","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","","","","","","","         9","0","","","","","","","","","   152"," ,0,1127,+","","","","","","","","","","","","","","","","","","","","","","","    207.3"," ,0","      685"," ,0","",""
"USC00427747","1991","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","","","","","","","         3","0","","","","","","","","","   102"," ,0,0104, ","","","","","","","","","","","","","","","","","","","","","","","    190.0"," ,0","      267"," ,0","",""
"USC00427747","1992","38.73333","-113.21667","1378.9","SEVIER DRY LAKE, UT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    156.2"," ,0","","","",""
