"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA002403160","1992","75.3833","-96.9167","61.0","POLARIS MINE LITTLE CORNWALLIS, NU CA","       201","C","       351","C","  -42.5","C,0118,+","-2.0","C,0801","-3.5","C,0821","-4.5","C,0830","-7.0","C,0907","-12.0","C,0925","-1.0","C,0731","-2.5","C,0628","-5.0","C,0620","-8.0","C,0617","-9.0","C,0615","    -19.87","C"
"CA002403160","1993","75.3833","-96.9167","61.0","POLARIS MINE LITTLE CORNWALLIS, NU CA","       188"," ","       314","C","  -43.0","C,0122, ","0.0","C,0802","-3.0","C,0809","-5.0","C,0906","-8.0","C,0907","-10.0","C,0924","0.0","C,0728","-4.0","C,0610","-4.5","C,0609","-8.0","C,0607","-11.0","C,0525","    -18.86","C"
