"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MUM00041252","2010","23.233","56.433","327.0","IBRI, MU","","","","","","","","","         0","S","       353","S","       243","S","","","   49.2","S,0701, ","","","     36.82","S","",""
"MUM00041252","2019","23.233","56.433","327.0","IBRI, MU","   3915.9","","    3915.9","S","         0","S","         0","S","         0","S","       357","S","       224","S","    9.0","S,0122, ","   48.6","S,0706,+","     29.58","S","     36.06","S","     23.10","S"
