"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA002403948","1961","68.6167","-73.2","155.0","WEST BAFFIN ISLAND, NU CA","        40","C","        18","C","         1","C","        10","C","       179","C","       299","C","  -46.7","C,0308,+","    51"," ,C,0822, ","  56.4"," ,C,0822, ","0.0","C,0807","-2.2","C,0902","-4.4","C,0917","-6.7","C,0918","-8.9","C,0921","-2.2","C,0629","-2.2","C,0629","-4.4","C,0608","-6.7","C,0606","-10.0","C,0531","","","","","    188.6"," ,C","      399"," ,C","    -17.18","C"
"CA002403948","1962","68.6167","-73.2","155.0","WEST BAFFIN ISLAND, NU CA","        51","C","        29","C","         1","C","        14","C","       164","C","       299","C","  -46.7","C,0222,+","    86"," ,C,0513, ","  25.9"," ,C,0705, ","-0.6","C,0821","-2.2","C,0912","-7.8","C,0918","-7.8","C,0918","-8.9","C,0925","-1.1","C,0628","-3.3","C,0626","-6.7","C,0612","-6.7","C,0612","-10.0","C,0601","","","","","    224.5"," ,C","      775"," ,C","    -14.76","C"
"CA002403948","1963","68.6167","-73.2","155.0","WEST BAFFIN ISLAND, NU CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   10505.6","6","   10505.6","C","","","","","",""
