"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000HMOL","2003","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2129.9","","    2129.9","U","         0","U","         0","U","         0","U","       362","U","         2","U","   12.8","U,0207, ","   32.2","U,1026,+","       0.0","0","       0.0","U","     24.15","U","     27.56","U","     20.74","U"
"USR0000HMOL","2004","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2101.5","","    2101.5","U","         0","U","         0","U","         0","U","       365","U","         0","U","   15.6","U,1213,+","   31.1","U,1013,+","       0.0","0","       0.0","U","     24.09","U","     27.33","U","     20.86","U"
"USR0000HMOL","2005","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","","","","","","","","","","","","","","","","","","","       0.3","3","       0.3","U","","","","","",""
"USR0000HMOL","2007","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","","","","","         0","U","         0","U","","","","","","","   12.2","U,0215,+","","","","","","","","","","","     20.14","U"
"USR0000HMOL","2008","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","","","","","         0","U","         0","U","","","","","","","   12.8","U,0226, ","","","","","","","","","","","     19.89","U"
"USR0000HMOL","2011","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","","","","","         0","U","         0","U","","","","","","","   12.8","U,0111,+","","","","","","","","","","","     20.32","U"
"USR0000HMOL","2016","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2190.2","","    2190.2","U","         0","U","         0","U","         0","U","       364","U","         0","U","   13.9","U,0208, ","   31.7","U,1110, ","","","","","     24.34","U","     27.56","U","     21.11","U"
"USR0000HMOL","2018","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2049.9","","    2049.9","U","         0","U","         0","U","         0","U","       365","U","         0","U","   13.9","U,0429, ","   31.1","U,0911,+","","","","","     23.94","U","     26.70","U","     21.18","U"
"USR0000HMOL","2019","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2210.0","","    2210.0","U","         0","U","         0","U","         0","U","       363","U","         0","U","   13.9","U,0210, ","   31.7","U,1102,+","       2.2","2","       2.2","U","     24.36","U","     27.41","U","     21.32","U"
"USR0000HMOL","2020","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2218.0","","    2218.0","U","         0","U","         0","U","         0","U","       366","U","         0","U","   16.1","U,0311,+","   31.7","U,1001,+","       0.0","0","       0.0","U","     24.39","U","     27.38","U","     21.40","U"
"USR0000HMOL","2021","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2065.4","","    2065.4","U","         0","U","         0","U","         0","U","       363","U","         0","U","   15.0","U,1205,+","   31.7","U,0831, ","       0.0","0","       0.0","U","     24.00","U","     27.10","U","     20.90","U"
"USR0000HMOL","2022","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2228.9","","    2228.9","U","         0","U","         0","U","         0","U","       365","U","         2","U","   16.7","U,1219,+","   32.2","U,1010,+","       0.0","0","       0.0","U","     24.43","U","     27.80","U","     21.06","U"
"USR0000HMOL","2023","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2119.5","","    2119.5","U","         0","U","         0","U","         0","U","       364","U","         2","U","   13.9","U,0311, ","   32.2","U,1004,+","       0.0","0","       0.0","U","     24.15","U","     27.20","U","     21.09","U"
"USR0000HMOL","2024","22.1833","-159.3375","85.3","MOLOAA DAIRY HAWAII, HI US","   2160.0","","    2160.0","U","         0","U","         0","U","         0","U","       366","U","         0","U","   13.9","U,0114, ","   31.1","U,1008,+","       0.0","0","       0.0","U","     24.25","U","     27.32","U","     21.18","U"
