"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00337800","1899","39.83333","-82.01667","329.2","SOMERSET, OH US","","","","","       118","6","        79","6","         4","6","","","","","","","","","","","","","","","  52.6"," ,6,0621, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    903.7"," ,6","","","","","",""
"USC00337800","1903","39.83333","-82.01667","329.2","SOMERSET, OH US","    524.9","","     524.9","6","","","","","","","         6","6","       111","6","        29","6","       164","6","        30","6","","","  -22.2","6,0219, ","","","   35.6","6,0825,+","-3.3","6,1018","-3.3","6,1018","-4.4","6,1024","-8.9","6,1118","-8.9","6,1118","0.0","6,0502","-6.1","6,0405","-6.1","6,0405","-6.7","6,0302","-9.4","6,0225","","","","","","","     11.53","6","     17.78","6","      5.28","6"
"USC00337800","1904","39.83333","-82.01667","329.2","SOMERSET, OH US","","","","","","","","","","","         6","6","       130","6","        37","6","       154","6","        14","6","","","  -21.7","6,0104, ","","","   37.2","6,0718, ","0.0","6,1007","-2.2","6,1106","-6.1","6,1112","-6.7","6,1127","-12.8","6,1211","-0.6","6,0422","-4.4","6,0421","-4.4","6,0421","-7.2","6,0316","-8.9","6,0304","","","","","","","     10.29","6","     16.26","6","      4.32","6"
"USC00337800","1905","39.83333","-82.01667","329.2","SOMERSET, OH US","    497.8","","     497.8","6","","","","","","","        10","6","       119","6","        31","6","       170","6","        17","6","","","  -23.3","6,0214, ","","","   36.1","6,0718, ","-0.6","6,1013","-5.6","6,1102","-5.6","6,1102","-7.2","6,1114","-9.4","6,1201","-1.1","6,0419","-2.2","6,0417","-5.6","6,0315","-8.9","6,0302","-8.9","6,0302","    3153.4","4","    3153.4","6","","","     10.90","6","     16.55","6","      5.25","6"
"USC00337800","1906","39.83333","-82.01667","329.2","SOMERSET, OH US","    584.1","","     584.1","6","","","","","","","         1","6","       115","6","        26","6","       171","6","        27","6","","","  -20.6","6,0206, ","","","   35.6","6,0629, ","-0.6","6,1010","-2.8","6,1011","-4.4","6,1101","-8.9","6,1204","-8.9","6,1204","-1.7","6,0510","-4.4","6,0401","-4.4","6,0401","-8.3","6,0324","-12.2","6,0323","    3007.6","6","    3007.6","6","","","     11.75","6","     17.51","6","      5.98","6"
"USC00337800","1907","39.83333","-82.01667","329.2","SOMERSET, OH US","    425.2","","     425.2","6","","","","","","","         4","6","       126","6","        25","6","       145","6","        14","6","","","  -18.9","6,0128,+","","","   33.9","6,0813,+","0.0","6,1012","-3.3","6,1029","-4.4","6,1112","-7.8","6,1202","-11.1","6,1205","0.0","6,0528","-3.9","6,0415","-4.4","6,0414","-7.8","6,0402","-14.4","6,0223","    2955.2","2","    2955.2","6","","","     10.79","6","     16.44","6","      5.15","6"
"USC00337800","1908","39.83333","-82.01667","329.2","SOMERSET, OH US","    615.0","","     615.0","6","","","","","","","         0","6","       121","6","        15","6","       165","6","        37","6","         1"," ","  -16.7","6,0202, ","","","   36.7","6,0804,+","0.0","6,1002","-4.4","6,1031","-4.4","6,1031","-8.3","6,1105","-8.9","6,1115","0.0","6,0501","-4.4","6,0404","-4.4","6,0404","-10.0","6,0228","-10.0","6,0228","    3032.3","3","    3032.3","6","","","     11.89","6","     17.97","6","      5.81","6"
"USC00337800","1909","39.83333","-82.01667","329.2","SOMERSET, OH US","    457.8","","     457.8","6","","","","","","","         3","6","       122","6","        30","6","       159","6","        13","6","","","  -21.7","6,1230,+","","","   33.9","6,0702,+","-2.2","6,1013","-2.2","6,1013","-6.1","6,1123","-12.2","6,1208","-12.2","6,1208","-0.6","6,0424","-4.4","6,0411","-4.4","6,0411","-7.2","6,0410","-16.1","6,0202","    2854.0","0","    2854.0","6","","","     10.85","6","     16.72","6","      4.97","6"
"USC00337800","1911","39.83333","-82.01667","329.2","SOMERSET, OH US","","","","","","","","","","","","","","","        18","6","       159","6","        47","6","","","","","","","   39.4","6,0704, ","","","","","","","","","","","","","","","","","","","","","    3137.2","2","    3137.2","6","","","","","     17.99","6","",""
"USC00337800","1912","39.83333","-82.01667","329.2","SOMERSET, OH US","    505.1","","     505.1","6","","","","","","","        12","6","       118","6","        37","6","       158","6","        17","6","","","  -23.3","6,0113, ","","","   35.0","6,0903, ","-0.6","6,1025","-3.9","6,1102","-5.0","6,1103","-7.8","6,1128","-11.7","6,1209","0.0","6,0411","-2.8","6,0408","-7.8","6,0325","-7.8","6,0325","-11.1","6,0305","","","","","","","     10.71","6","     16.43","6","      4.99","6"
"USC00337800","1913","39.83333","-82.01667","329.2","SOMERSET, OH US","    611.1","","     611.1","6","","","","","","","         1","6","       101","6","        21","6","       157","6","        44","6","","","  -18.3","6,0206, ","","","   37.8","6,0628, ","-1.1","6,1021","-4.4","6,1022","-4.4","6,1022","-11.1","6,1109","-11.1","6,1109","-2.8","6,0421","-2.8","6,0421","-6.1","6,0328","-7.8","6,0317","-15.6","6,0307","    2815.3","3","    2815.3","6","","","     12.17","6","     18.14","6","      6.19","6"
"USC00337800","1914","39.83333","-82.01667","329.2","SOMERSET, OH US","","","","","","","","","","","         7","6","       119","6","","","","","","","","","  -20.6","6,1215, ","","","","","-4.4","6,1027","-4.4","6,1027","-4.4","6,1027","-8.9","6,1118","-8.9","6,1118","-3.3","6,0413","-3.3","6,0413","-4.4","6,0410","-9.4","6,0321","-9.4","6,0321","","","","","","","","","","","      5.39","6"
"USC00337800","1915","39.83333","-82.01667","329.2","SOMERSET, OH US","    400.8","","     400.8","6","","","","","","","         2","6","       135","6","        20","6","       150","6","        16","6","","","  -18.3","6,0129, ","","","   34.4","6,0801, ","0.0","6,1008","-2.2","6,1115","-6.7","6,1116","-6.7","6,1116","-10.6","6,1204","-1.1","6,0415","-5.6","6,0405","-5.6","6,0405","-10.0","6,0331","-10.0","6,0331","    3098.5","5","    3098.5","6","","","     11.00","6","     16.69","6","      5.31","6"
"USC00337800","1916","39.83333","-82.01667","329.2","SOMERSET, OH US","    553.7","","     553.7","6","","","","","","","         4","6","       113","6","        33","6","       158","6","        39","6","","","  -21.7","6,0117, ","","","   37.8","6,0822, ","0.0","6,1018","-4.4","6,1114","-4.4","6,1114","-9.4","6,1115","-9.4","6,1115","-3.9","6,0410","-3.9","6,0410","-7.8","6,0320","-7.8","6,0320","-12.8","6,0318","    3041.3","3","    3041.3","6","","","     11.10","6","     17.41","6","      4.79","6"
"USC00337800","1917","39.83333","-82.01667","329.2","SOMERSET, OH US","","","","","","","","","","","        16","6","       146","6","","","","","","","","","  -25.6","6,1211, ","","","","","-0.6","6,1007","-2.2","6,1022","-5.0","6,1030","-8.9","6,1124","-8.9","6,1124","-1.7","6,0416","-3.3","6,0415","-6.7","6,0414","-6.7","6,0414","-11.7","6,0319","    3301.2","2","    3301.2","6","","","","","","","      2.81","6"
