"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00473651","2011","43.64667","-90.3525","301.8","HILLSBORO 1 SW, WI US","    316.6","","     316.6","7","       121","7","        67","7","         7","7","        15","7","        18","7","       166","7","        71","7","       116","7","        10","7","         1"," ","         1"," ","  -31.7","7,0121, ","   152"," ,7,0222, ","  52.6"," ,7,0619, ","   34.4","7,0702,+","0.0","7,0915","-3.3","7,1021","-4.4","7,1028","-6.7","7,1104","-10.0","7,1130","-0.6","K,0527","-3.9","K,0504","-4.4","7,0421","-7.2","7,0331","-11.1","7,0328","    841.3"," ,7","     1259"," ,7","      7.09","7","     12.69","7","      1.49","7"
"USC00473651","2012","43.64667","-90.3525","301.8","HILLSBORO 1 SW, WI US","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
