"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"FMC00914665","1957","6.93333","158.31667","24.1","OA, FM FM","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"FMC00914665","1959","6.93333","158.31667","24.1","OA, FM FM","        0","","         0","0","         1"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","   3762.8"," ,0","        0"," ,0"
"FMC00914665","1961","6.93333","158.31667","24.1","OA, FM FM","        0","","         0","0","         5"," ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
"FMC00914665","1963","6.93333","158.31667","24.1","OA, FM FM","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","        0"," ,0"
