"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00027281","1960","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1895.5","","    1895.5","0","        41","0","        28","0","         2","0","        0","","         0","0","         0","0","        13","0","         0","0","       246","0","       148","0","","","","","   -3.3","0,0119,+","     0","T,0,0102, ","     0","T,0,0102, ","  48.8"," ,0,0722, ","   45.0","0,0618, ","","","-1.1","0,1207","","","","","","","0.0","0,0225","-3.3","0,0119","","","","","    1175.1","1","    1175.1","0","","","","","    269.0"," ,0","        0","T,0","     20.35","0","     27.10","0","     13.60","0","",""
"USC00027281","1961","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1753.9","","    1753.9","0","        45","0","        24","0","         1","0","        0","","         0","0","         0","0","         0","0","         0","0","       252","0","       149","0","","","","","    1.1","0,1213,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  28.7"," ,0,0908, ","   43.3","0,0720,+","","","","","","","","","","","","","","","","","","","     961.3","3","     961.3","0","","","","","    211.4"," ,0","        0"," ,0","     20.49","0","     27.47","0","     13.51","0","",""
"USC00027281","1962","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1793.5","","    1793.5","0","        48","0","        32","0","         1","0","        0","","         0","0","         0","0","         6","0","         0","0","       252","0","       139","0","","","","","   -6.1","0,0111, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.3"," ,0,0122, ","   43.3","0,0815,+","","","","","","","","","","","-0.6","0,0117","-3.9","0,0113","-6.1","0,0111","","","    1077.5","5","    1077.5","0","","","","","    306.9"," ,0","        0"," ,0","     20.57","0","     27.50","0","     13.65","0","     33101","0"
"USC00027281","1963","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1726.1","","    1726.1","0","        41","0","        30","0","         2","0","        0","","         0","0","         0","0","        10","0","         0","0","       261","0","       152","0","","","","","   -7.2","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  56.6"," ,0,0831, ","   43.3","0,0725, ","    2436.9","0","0.0","0,1215","","","","","","","0.0","0,0122","-2.2","0,0120","-6.1","0,0114","-7.2","0,0113","     939.1","1","     939.1","0","","","","","    389.0"," ,0","        0"," ,0","     20.18","0","     27.28","0","     13.07","0","     27265","0"
"USC00027281","1964","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1634.1","","    1634.1","0","        42","0","        25","0","         1","0","        0","","         0","0","         0","0","        36","0","         0","0","       226","0","       139","0","","","","","   -3.3","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.8"," ,0,0915, ","   45.0","0,0811,+","    2537.1","0","-1.1","0,1214","","","","","","","0.0","0,0309","-2.2","0,0215","","","","","    1283.9","9","    1283.9","0","","","","","    250.2"," ,0","        0"," ,0","     19.10","0","     26.50","0","     11.69","0","     38612","0"
"USC00027281","1965","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1599.0","","    1599.0","0","        59","0","        41","0","         8","0","","","","","         0","0","         5","0","         0","0","       242","0","       134","0","","","","","   -1.7","0,0213, ","","","","","  66.0"," ,0,1210, ","   43.3","0,0705, ","","","","","","","","","","","0.0","0,0305","","","","","","","    1219.9","9","    1219.9","0","","","","","    609.5"," ,0","","","     19.63","0","     26.60","0","     12.66","0","     31650","0"
"USC00027281","1966","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1809.8","","    1809.8","0","        50","0","        21","0","         1","0","        0","","         0","0","         0","0","        11","0","         0","0","       257","0","       141","0","","","","","   -1.1","0,1230,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.4"," ,0,0913, ","   44.4","0,0708, ","    2525.1","0","-0.6","0,1228","","","","","","","0.0","0,0305","","","","","","","    1070.3","3","    1070.3","0","","","","","    258.4"," ,0","        0"," ,0","     20.34","0","     26.96","0","     13.71","0","     31499","0"
"USC00027281","1967","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1621.1","","    1621.1","0","        45","0","        27","0","         5","0","        0","","         0","0","         0","0","        16","0","         0","0","       269","0","       134","0","","","","","   -2.8","0,1223,+","     0"," ,0,1231,+","     0","T,0,1218, ","  53.3"," ,0,0717, ","   43.3","0,0703,+","","","-0.6","0,1214","-2.8","0,1215","","","","","-0.6","0,0110","","","","","","","     969.6","6","     969.6","0","","","","","    445.3"," ,0","        0","T,0","     19.93","0","     27.13","0","     12.73","0","     39930","0"
"USC00027281","1968","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1524.7","","    1524.7","0","        49","0","        25","0","         4","0","        0","","         0","0","         0","0","         8","0","         1","0","       246","0","       120","0","","","","","   -3.9","0,1222, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.2"," ,0,0810, ","   45.0","0,0620, ","    2388.1","0","0.0","0,1219","-3.9","0,1222","","","","","0.0","0,0109","","","","","","","    1029.6","6","    1029.6","0","","","","","    407.5"," ,0","        0"," ,0","     19.54","0","     26.17","0","     12.91","0","     32352","0"
"USC00027281","1969","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1751.3","","    1751.3","0","        59","0","        32","0","         2","0","        0","","         0","0","         0","0","         3","0","         0","0","       230","0","       139","0","","","","","   -1.1","0,1205, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.2"," ,0,0311, ","   44.4","0,0701, ","    2404.3","0","-1.1","0,1205","","","","","","","0.0","0,0131","","","","","","","    1137.1","1","    1137.1","0","","","","","    354.9"," ,0","        0"," ,0","     20.15","0","     26.66","0","     13.65","0","     34837","0"
"USC00027281","1970","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1598.4","","    1598.4","0","        40","0","        23","0","         2","0","        0","","         0","0","         0","0","        10","0","         0","0","       240","0","       123","0","","","","","   -1.7","0,0107,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.0"," ,0,0906, ","   45.0","0,0626, ","    2485.7","0","-0.6","0,1222","","","","","","","0.0","0,0131","","","","","","","    1126.7","7","    1126.7","0","","","","","    281.1"," ,0","        0"," ,0","     19.56","0","     26.46","0","     12.66","0","     33068","0"
"USC00027281","1971","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1611.6","","    1611.6","0","        41","0","        26","0","         3","0","        0","","         0","0","         0","0","        18","0","         0","0","       250","0","       119","0","","","","","   -6.1","0,0108,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.3"," ,0,0930, ","   44.4","0,0712, ","","","0.0","0,1209","","","","","","","-2.2","0,0302","-2.2","0,0302","-5.6","0,0109","","","    1104.5","5","    1104.5","0","","","","","    305.1"," ,0","        0"," ,0","     19.33","0","     26.21","0","     12.45","0","     37464","0"
"USC00027281","1972","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1080.6","6","    1080.6","0","","","","","","","","","","","","","","","",""
"USC00027281","1974","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1520.0","","    1520.0","0","        40","0","        26","0","         2","0","        0","","         0","0","         0","0","        23","0","         0","0","       231","0","       127","0","","","","","   -6.1","0,0210,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  49.3"," ,0,1029, ","   45.6","0,0628, ","","","-0.6","0,1211","-3.9","0,1224","","","","","0.0","0,0224","-6.1","0,0210","-6.1","0,0210","","","    1113.0","0","    1113.0","0","","","","","    303.8"," ,0","        0"," ,0","     19.28","0","     27.12","0","     11.45","0","",""
"USC00027281","1975","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1416.5","5","    1416.5","0","","","","","","","","","","","","","","","",""
"USC00027281","1976","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1341.1","","    1341.1","0","        45","0","        29","0","         1","0","        0","","         0","0","         0","0","        46","0","         0","0","       239","0","       129","0","","","","","   -4.4","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  26.9"," ,0,0210, ","   43.3","0,0706,+","    2212.7","0","-1.1","0,1101","-3.9","0,1128","-4.4","0,1130","","","0.0","0,0313","-2.2","0,0111","-4.4","0,0105","","","","","","","","","","","    279.4"," ,0","        0"," ,0","     18.47","0","     27.04","0","      9.91","0","",""
"USC00027281","1977","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        44","0","        27","0","         2","0","        0","","         0","0","","","","","         0","0","       251","0","       134","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.3"," ,0,0928, ","   46.1","0,0702, ","","","","","","","","","","","","","","","","","","","    1374.6","6","    1374.6","0","","","","","    273.9"," ,0","        0"," ,0","","","     27.88","0","","","",""
"USC00027281","1978","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1644.2","","    1644.2","0","        79","0","        54","0","        11","0","        0","","         0","0","         0","0","         7","0","         0","0","       241","0","       146","0","","","         3"," ","   -4.4","0,1208,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 105.2"," ,0,0302, ","   43.9","0,0719, ","","","-4.4","0,1207","-4.4","0,1207","-4.4","0,1207","","","0.0","0,0126","","","","","","","","","","","","","","","    920.9"," ,0","        0"," ,0","     19.78","0","     26.84","0","     12.72","0","",""
"USC00027281","1979","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1613.3","","    1613.3","0","        60","0","        36","0","         4","0","        0","","         0","0","         0","0","         9","0","         0","0","       228","0","       127","0","","","","","   -4.4","0,0131,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  35.6"," ,0,0329, ","   43.9","0,0711,+","","","","","","","","","","","-1.1","0,0207","-2.8","0,0201","-4.4","0,0131","","","    1320.6","6","    1320.6","0","","","","","    393.7"," ,0","        0"," ,0","     19.20","0","     26.28","0","     12.12","0","     15875","0"
"USC00027281","1980","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        58","0","        37","0","         5","0","        0","","         0","0","         0","0","         0","0","","","","","","","","","","","    1.7","0,0211,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.1"," ,0,0130, ","","","","","","","","","","","","","","","","","","","","","    1107.6","6","    1107.6","0","","","","","    504.3"," ,0","        0"," ,0","","","","","     13.26","0","     24910","0"
"USC00027281","1981","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1764.7","","    1764.7","0","        51","0","        39","0","         2","0","        0","","         0","0","         0","0","         0","0","         0","0","       264","0","       136","0","","","","","    1.1","0,1225, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  27.9"," ,0,0303, ","   43.3","0,0704, ","    2595.8","0","","","","","","","","","","","","","","","","","","","","","     13.40","0","     25.69","0","    340.1"," ,0","        0"," ,0","     20.84","0","     27.71","0","     13.96","0","     35281","0"
"USC00027281","1982","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1571.0","","    1571.0","0","        75","0","        48","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       235","0","       121","0","","","","","    0.6","0,0124,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  40.1"," ,0,0928, ","   42.2","0,0903, ","","","","","","","","","","","","","","","","","","","     998.5","5","     998.5","0","     12.81","0","     25.01","0","    583.5"," ,0","        0"," ,0","     19.55","0","     25.92","0","     13.18","0","     34963","0"
"USC00027281","1983","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1665.3","","    1665.3","0","        63","0","        45","0","         4","0","        0","","         0","0","         0","0","         0","0","         0","0","       227","0","       124","0","","","","","    1.1","0,0123,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.1"," ,0,1002, ","   43.3","0,0706, ","","","","","","","","","","","","","","","","","","","    1161.7","7","    1161.7","0","","","","","    572.5"," ,0","        0"," ,0","     19.70","0","     26.00","0","     13.41","0","     34598","0"
"USC00027281","1984","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1682.0","","    1682.0","0","        64","0","        35","0","         6","0","        0","","         0","0","         0","0","         0","0","         0","0","       244","0","       138","0","","","","","    1.1","0,1225,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.0"," ,0,0720, ","   42.8","0,0706, ","","","","","","","","","","","","","","","","","","","    1009.8","8","    1009.8","0","","","","","    481.2"," ,0","        0"," ,0","     19.97","0","     26.70","0","     13.24","0","     37781","0"
"USC00027281","1985","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1706.7","","    1706.7","0","        66","0","        37","0","         2","0","","","         1","0","         0","0","         7","0","         0","0","       239","0","       123","0","","","","","   -2.2","0,0201, ","","","    71"," ,0,0203, ","  55.4"," ,0,1126, ","   43.3","0,0708,+","","","0.0","0,1212","","","","","","","-0.6","0,0207","-2.2","0,0201","","","","","    1093.5","5","    1093.5","0","     12.73","0","     25.15","0","    448.7"," ,0","       71"," ,0","     19.86","0","     26.15","0","     13.57","0","",""
"USC00027281","1986","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        54","0","        34","0","         1","0","","","         0","0","","","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","  38.4"," ,0,0216, ","","","","","","","","","","","","","","","","","","","","","","","","","     13.04","0","     26.09","0","    402.8"," ,0","        0"," ,0","","","","","","","",""
"USC00027281","1987","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1700.5","","    1700.5","0","        59","0","        26","0","         5","0","        0","","         0","0","         0","0","        11","0","         0","0","       250","0","       144","0","","","","","   -3.3","0,0119, ","     0"," ,0,1231,+","     0","T,0,0118, ","  40.1"," ,0,0225, ","   41.7","0,0714,+","","","-2.2","0,1227","-2.2","0,1227","","","","","0.0","0,0225","-3.3","0,0119","","","","","","","","","     12.20","0","     25.35","0","    388.1"," ,0","        0","T,0","     19.99","0","     26.86","0","     13.12","0","",""
"USC00027281","1988","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1770.0","","    1770.0","0","        56","0","        27","0","         2","0","","","         0","0","         0","0","         8","0","         0","0","       257","0","       149","0","","","","","   -1.7","0,1230, ","","","     0"," ,0,1231,+","  31.0"," ,0,0119, ","   44.4","0,0623, ","    2482.3","0","-0.6","0,1227","","","","","","","-0.6","0,0122","","","","","","","     984.9","9","     984.9","0","     12.63","0","     26.35","0","    288.2"," ,0","        0"," ,0","     20.52","0","     27.51","0","     13.53","0","     27687","0"
"USC00027281","1989","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1813.0","","    1813.0","0","        36","0","        26","0","         2","0","","","         0","0","         0","0","         8","0","         0","0","       271","0","       165","0","","","","","   -1.7","0,0207, ","","","     0"," ,0,1231,+","  33.0"," ,0,0818, ","   44.4","0,0705, ","","","0.0","0,1213","","","","","","","-0.6","0,0208","","","","","","","     886.2","2","     886.2","0","     12.51","0","     27.13","0","    266.6"," ,0","        0"," ,0","     21.14","0","     28.43","0","     13.85","0","",""
"USC00027281","1990","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1714.7","","    1714.7","0","        71","0","        44","0","         1","0","        0","","         0","0","         0","0","        12","0","         0","0","       252","0","       132","0","","","","","   -4.4","0,1224, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.5"," ,0,0424, ","   47.2","0,0626, ","","","-1.7","0,1222","-3.3","0,1223","-4.4","0,1224","","","-0.6","0,0218","-2.8","0,0217","","","","","    1000.0","0","    1000.0","0","","","     25.52","0","    438.8"," ,0","        0"," ,0","     20.13","0","     27.16","0","     13.09","0","     22487","0"
"USC00027281","1991","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1660.5","","    1660.5","0","        62","0","        38","0","         4","0","        0","","         0","0","         0","0","         5","0","         0","0","       244","0","       147","0","","","","","   -2.2","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.1"," ,0,0302, ","   42.8","0,0702, ","    2444.3","0","0.0","0,1202","","","","","","","-1.7","0,0131","-2.2","0,0130","","","","","    1027.5","5","    1027.5","0","     11.68","0","     26.10","0","    507.4"," ,0","        0"," ,0","     19.97","0","     26.70","0","     13.23","0","     23192","0"
"USC00027281","1992","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        73","0","        54","0","         7","0","        0","","         0","0","","","","","         0","0","       232","0","       137","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.2"," ,0,0823, ","   42.8","0,0706, ","","","","","","","","","","","","","","","","","","","     988.3","3","     988.3","0","     12.67","0","     26.83","0","    675.3"," ,0","        0"," ,0","","","     26.83","0","","","",""
"USC00027281","1993","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    735.7"," ,0","        0"," ,0","","","","","","","",""
"USC00027281","1994","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1668.6","","    1668.6","0","        44","0","        32","0","         5","0","        0","","         0","0","         0","0","         8","0","         0","0","       244","0","       144","0","","","","","   -0.6","0,1121,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  43.2"," ,0,0208, ","   46.1","0,0629,+","    2381.4","0","0.0","0,1119","","","","","","","0.0","0,0204","","","","","","","","","","","     12.64","0","     26.92","0","    487.7"," ,0","        0"," ,0","     20.14","0","     27.99","0","     12.29","0","     16223","0"
"USC00027281","1996","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2363.7","0","","","","","","","","","","","","","","","","","","","","","","","     27.13","0","","","","","","","","","","","",""
"USC00027281","1997","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1837.7","","    1837.7","0","","","","","","","        0","","         0","0","         0","0","         9","0","         0","0","       259","0","       157","0","","","","","   -1.1","0,1227, ","     0"," ,0,1231,+","     0"," ,0,1231,+","","","   45.0","0,0715, ","","","0.0","0,1215","","","","","","","0.0","0,0111","","","","","","","     902.5","5","     902.5","0","     12.08","0","     25.49","0","","","        0"," ,0","     20.61","0","     28.35","0","     12.88","0","     19735","0"
"USC00027281","1998","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        61","0","        41","0","         5","0","","","         0","0","         0","0","         2","0","         0","0","       238","0","       131","0","","","","","    0.0","0,1224,+","","","     0"," ,0,1231,+","  34.5"," ,0,0906, ","   45.6","0,0715, ","    2247.2","0","0.0","0,1207","","","","","","","","","","","","","","","","","","","     12.02","0","     24.70","0","    520.8"," ,0","        0"," ,0","     19.78","0","     26.86","0","     12.70","0","     19263","0"
"USC00027281","1999","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1629.0","","    1629.0","0","        38","0","        22","0","         3","0","        0","","         0","0","         0","0","         4","0","         0","0","       271","0","       148","0","","","","","   -1.1","0,1215, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  41.7"," ,0,0402, ","   42.2","0,0701, ","    2545.5","0","-1.1","0,1215","","","","","","","0.0","0,0402","","","","","","","     944.3","3","     944.3","0","","","","","    316.3"," ,0","        0"," ,0","     20.18","0","     28.04","0","     12.32","0","     19783","0"
"USC00027281","2000","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1981.1","","    1981.1","0","        43","0","        29","0","         3","0","        0","","         0","0","         0","0","         9","0","         0","0","       246","0","       162","0","","","","","   -1.1","0,0110,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  33.5"," ,0,0306, ","   45.0","0,0719, ","","","0.0","0,1219","","","","","","","0.0","0,0111","","","","","","","     845.0","0","     845.0","0","     12.77","0","     26.70","0","    336.2"," ,0","        0"," ,0","     21.00","0","     28.44","0","     13.55","0","     14427","0"
"USC00027281","2001","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        51","0","        31","0","         2","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  67.3"," ,0,0730, ","","","","","","","","","","","","","","","","","","","","","    1130.4","4","    1130.4","0","","","","","    385.8"," ,0","        0"," ,0","","","","","","","",""
"USC00027281","2002","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1965.0","","    1965.0","0","        32","0","        11","0","         0","0","        0","","         0","0","         0","0","        14","0","         0","0","       268","0","       159","0","","","","","   -2.2","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  17.0"," ,0,0911, ","   44.4","0,0713, ","    2778.3","0","0.0","0,1220","","","","","","","0.0","0,0304","-2.2","0,0201","","","","","","","","","     12.27","0","     26.57","0","    107.0"," ,0","        0"," ,0","     21.08","0","     28.84","0","     13.32","0","     13226","0"
"USC00027281","2003","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1987.7","","    1987.7","0","        47","0","        35","0","         2","0","        0","","         0","0","         0","0","         6","0","         0","0","       257","0","       160","0","         1"," ","","","   -2.2","0,1229, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.8"," ,0,0226, ","   46.1","0,0810, ","    2539.1","0","-0.6","0,1124","-2.2","0,1229","","","","","","","","","","","","","     883.7","7","     883.7","0","     12.90","0","     27.16","0","    369.1"," ,0","        0"," ,0","     21.27","0","     28.68","0","     13.86","0","      9527","0"
"USC00027281","2004","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1869.7","","    1869.7","0","        51","0","        30","0","         2","0","        0","","         0","0","         0","0","        10","0","         0","0","       245","0","       150","0","","","","","   -1.1","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.2"," ,0,0305, ","   44.4","0,0604, ","    2531.1","0","-0.6","0,1130","","","","","","","-0.6","0,0106","","","","","","","     960.5","5","     960.5","0","     12.36","0","     26.24","0","    349.7"," ,0","        0"," ,0","     20.66","0","     27.88","0","     13.43","0","     12834","0"
"USC00027281","2005","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1887.7","","    1887.7","0","        41","0","        30","0","         7","0","        0","","         0","0","         0","0","         0","0","         0","0","       263","0","       154","0","","","","","    0.6","0,1206, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.5"," ,0,0212, ","   45.0","0,0717,+","    2381.3","0","","","","","","","","","","","","","","","","","     940.7","7","     940.7","0","     12.63","0","     26.35","0","    464.7"," ,0","        0"," ,0","     21.21","0","     28.02","0","     14.40","0","      8107","0"
"USC00027281","2006","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1822.7","","    1822.7","0","        41","0","        21","0","         2","0","        0","","         1","0","         0","0","         6","0","         0","0","       271","0","       145","0","","","","","   -4.4","0,0125, ","     0"," ,0,1231,+","   109"," ,0,0312, ","  73.4"," ,0,0312, ","   46.7","0,0714, ","    2757.4","0","-0.6","0,1130","","","","","","","0.0","0,0313","-4.4","0,0125","-4.4","0,0125","","","     774.4","4","     774.4","0","     12.13","0","     26.08","0","    317.4"," ,0","      109"," ,0","     20.95","0","     28.33","0","     13.56","0","      9895","0"
"USC00027281","2007","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","        36","0","        31","0","         6","0","        0","","         0","0","         0","0","        20","0","","","","","","","","","","","   -3.3","0,0117,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,1201, ","","","","","0.0","0,1215","","","","","","","0.0","0,0123","-3.3","0,0117","","","","","     931.6","6","     931.6"," ","","","     25.95","0","    395.7"," ,0","        0"," ,0","","","","","     13.27","0","      8647","0"
"USC00027281","2008","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1629.3","","    1629.3","0","        39","0","        30","0","         6","0","        0","","         0","0","         0","0","        21","0","         0","0","       264","0","       142","0","","","","","   -2.8","0,1229, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  54.9"," ,0,0128, ","   43.9","0,0801,+","    2332.7","0","-2.8","0,1229","-2.8","0,1229","","","","","0.0","0,0319","","","","","","","","","","","     12.45","0","     25.09","0","    513.9"," ,0","        0"," ,0","     19.89","0","     27.63","0","     12.14","0","      7451","0"
"USC00027281","2009","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1699.2","","    1699.2","0","        35","0","        22","0","         3","0","        0","","         0","0","         0","0","        10","0","         0","0","       265","0","       148","0","","","","","   -2.2","0,1226, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  38.4"," ,0,0920, ","   44.4","0,0727,+","","","-1.7","0,1205","-2.2","0,1226","","","","","-1.7","0,0210","","","","","","","     980.7","7","     980.7","0","     12.24","0","     24.82","0","    274.5"," ,0","        0"," ,0","     20.13","0","     28.24","0","     12.03","0","      6511","0"
"USC00027281","2010","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1776.3","","    1776.3","0","        50","0","        36","0","         6","0","        0","","         0","0","         0","0","         5","0","         0","0","       236","0","       132","0","","","","","    0.0","0,1231,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  79.0"," ,0,0122, ","   43.3","0,0813, ","    2165.6","0","0.0","0,1231","","","","","","","0.0","0,0223","","","","","","","    1135.7","7","    1135.7","0","","","     24.38","0","    572.9"," ,0","        0"," ,0","     20.37","0","     27.33","0","     13.41","0","",""
"USC00027281","2011","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","   1850.5","","    1850.5","7","        30","7","        19","7","         1","7","","","","","         0","7","         7","7","         0","7","       240","7","       139","7","","","","","   -5.0","7,0203, ","","","","","  28.7"," ,7,0220, ","   43.3","7,0825,+","    2568.2","7","","","","","","","","","-2.2","K,0205","-2.2","K,0205","-5.0","K,0203","","","     814.3","3","     814.3","7","","","     23.21","7","    206.8"," ,7","","","     21.03","7","     27.64","7","     14.43","7","",""
"USC00027281","2012","33.649","-111.1088","794.0","ROOSEVELT 1 S, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     882.1","1","     882.1","7","","","","","","","","","","","","","","","",""
