"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00066160","1963","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       153","a","       108","a","        25","a","","","","","","","","","","","",""," 125.7"," ,a,0830, ","","","","","","","   2089.0"," ,a","","","","","",""
"ASN00066160","1965","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       102","a","        60","a","        14","a","","","","","","","","","","","","","  67.3"," ,a,0623, ","","","","","","","    941.1"," ,a","","","","","",""
"ASN00066160","1966","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       126","a","        77","a","        11","a","","","","","","","","","","","",""," 134.6"," ,a,0428, ","","","","","","","   1303.9"," ,a","","","","","",""
"ASN00066160","1967","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       134","a","        93","a","        13","a","","","","","","","","","","","","","  92.2"," ,a,0623, ","","","","","","","   1390.8"," ,a","","","","","",""
"ASN00066160","1968","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        98","a","        53","a","         8","a","","","","","","","","","","","","","  53.8"," ,a,0114, ","","","","","","","    646.7"," ,a","","","","","",""
"ASN00066160","1969","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       123","a","        73","a","        14","a","         0","a","         0","a","         0","a","       194","a","         8","a","    3.3","a,0811,+"," 154.9"," ,a,1114, ","   39.7","a,0108, ","     788.7","7","     788.7","a","   1340.6"," ,a","     17.37","a","     21.94","a","     12.80","a"
"ASN00066160","1971","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       120","a","        73","a","        11","a","","","","","","","","","","","","","  86.6"," ,a,0822, ","","","","","","","   1063.3"," ,a","","","","","",""
"ASN00066160","1972","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       137","a","        88","a","        15","a","","","","","","","","","","","","","  76.2"," ,a,0115, ","","","","","","","   1218.7"," ,a","","","","","",""
"ASN00066160","1973","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       111","a","        78","a","        14","a","","","","","","","","","","","",""," 130.0"," ,a,0108, ","","","","","","","   1443.5"," ,a","","","","","",""
"ASN00066160","1976","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       110","a","        83","a","        17","a","","","","","","","","","","","","","  77.1"," ,a,0121, ","","","","","","","   1643.6"," ,a","","","","","",""
"ASN00066160","1978","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       100","a","        84","a","        17","a","","","","","","","","","","","",""," 106.6"," ,a,0320, ","","","","","","","   1447.4"," ,a","","","","","",""
"ASN00066160","1979","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        82","a","        58","a","         8","a","","","","","","","","","","","","","  80.1"," ,a,0305, ","","","","","","","    813.2"," ,a","","","","","",""
"ASN00066160","1980","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        72","a","        48","a","         5","a","","","","","","","","","","","","","  68.2"," ,a,0202, ","","","","","","","    677.0"," ,a","","","","","",""
"ASN00066160","1983","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        94","a","        82","a","        13","a","","","","","","","","","","","","","  95.4"," ,a,0317, ","","","","","","","   1266.2"," ,a","","","","","",""
"ASN00066160","1984","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       102","a","        84","a","        17","a","","","","","","","","","","","",""," 136.0"," ,a,1109, ","","","","","","","   1599.7"," ,a","","","","","",""
"ASN00066160","1985","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       121","a","        88","a","        14","a","","","","","","","","","","","","","  55.4"," ,a,1014, ","","","","","","","   1297.2"," ,a","","","","","",""
"ASN00066160","1986","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        90","a","        68","a","        11","a","","","","","","","","","","","",""," 236.0"," ,a,0806, ","","","","","","","   1231.5"," ,a","","","","","",""
"ASN00066160","1987","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       110","a","        74","a","        14","a","","","","","","","","","","","","","  81.0"," ,a,1025, ","","","","","","","   1283.0"," ,a","","","","","",""
"ASN00066160","1988","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       110","a","        72","a","        15","a","","","","","","","","","","","",""," 143.2"," ,a,0117, ","","","","","","","   1579.0"," ,a","","","","","",""
"ASN00066160","1989","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1474.6"," ,a","","","","","",""
"ASN00066160","1990","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       106","a","        69","a","        19","a","","","","","","","","","","","",""," 222.4"," ,a,0203, ","","","","","","","   1895.2"," ,a","","","","","",""
"ASN00066160","1991","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        63","a","        49","a","         7","a","","","","","","","","","","","","","  99.6"," ,a,0611, ","","","","","","","   1033.7"," ,a","","","","","",""
"ASN00066160","1992","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        91","a","        65","a","         9","a","","","","","","","","","","","",""," 151.0"," ,a,0209, ","","","","","","","   1223.9"," ,a","","","","","",""
"ASN00066160","1993","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    874.4"," ,a","","","","","",""
"ASN00066160","1994","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        69","a","        47","a","         9","a","","","","","","","","","","","","","  36.3"," ,a,0701, ","","","","","","","    820.6"," ,a","","","","","",""
"ASN00066160","1995","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1203.0"," ,a","","","","","",""
"ASN00066160","1996","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        80","a","        50","a","        13","a","","","","","","","","","","","",""," 101.2"," ,a,0831, ","","","","","","","   1166.5"," ,a","","","","","",""
"ASN00066160","1997","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        95","a","        65","a","        12","a","","","","","","","","","","","","","  83.2"," ,a,0706, ","","","","","","","   1090.1"," ,a","","","","","",""
"ASN00066160","1998","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1630.6"," ,a","","","","","",""
"ASN00066160","2002","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    992.8"," ,a","","","","","",""
"ASN00066160","2005","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    818.4"," ,a","","","","","",""
"ASN00066160","2014","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       111","a","        80","a","         8","a","","","","","","","","","","","","","  60.4"," ,a,1015, ","","","","","","","   1043.5"," ,a","","","","","",""
"ASN00066160","2019","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","        97","a","        59","a","         9","a","","","","","","","","","","","","","  88.0"," ,a,0318, ","","","","","","","    907.7"," ,a","","","","","",""
"ASN00066160","2020","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       141","a","        87","a","        12","a","","","","","","","","","","","",""," 175.0"," ,a,0210, ","","","","","","","   1460.8"," ,a","","","","","",""
"ASN00066160","2021","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       133","a","        92","a","        10","a","","","","","","","","","","","",""," 118.0"," ,a,0321, ","","","","","","","   1310.6"," ,a","","","","","",""
"ASN00066160","2022","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       184","a","       127","a","        28","a","","","","","","","","","","","",""," 163.0"," ,a,0407, ","","","","","","","   2536.6"," ,a","","","","","",""
"ASN00066160","2023","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       113","a","        67","a","         7","a","","","","","","","","","","","","","  59.7"," ,a,0222, ","","","","","","","    901.7"," ,a","","","","","",""
"ASN00066160","2024","-33.8959","151.2341","38.0","CENTENNIAL PARK, AS","       128","a","        75","a","        18","a","","","","","","","","","","","",""," 156.0"," ,a,0406, ","","","","","","","   1569.9"," ,a","","","","","",""
