"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00425810","1956","37.01667","-110.2","1597.2","MONUMENT VALLEY GOUL, UT US","","","","","","","","","","","         3"," ","","","","","","","","","","","",""
"USC00425810","1957","37.01667","-110.2","1597.2","MONUMENT VALLEY GOUL, UT US","        79","0","        38","0","         0","0","","","        11"," ","         2"," ","","","  24.9"," ,0,0717, ","    2636.2","2","    2636.2","0","    293.8"," ,0","",""
"USC00425810","1958","37.01667","-110.2","1597.2","MONUMENT VALLEY GOUL, UT US","        29","0","        20","0","         0","0","         5","0","","","","","    76"," ,0,1112, ","  11.4"," ,0,0724, ","","","","","    109.5"," ,0","      215"," ,0"
"USC00425810","1959","37.01667","-110.2","1597.2","MONUMENT VALLEY GOUL, UT US","","","","","","","","","","","         1"," ","","","","","","","","","","","",""
