"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00110156","1957","60.6781","8.0108","969.0","BAKKO I HOL, NO","      205","","  1210"," ,E,0321, "
"NOE00110156","1958","60.6781","8.0108","969.0","BAKKO I HOL, NO","      187","","   900"," ,E,0307,+"
"NOE00110156","1959","60.6781","8.0108","969.0","BAKKO I HOL, NO","      198","","  1250"," ,E,1221, "
"NOE00110156","1960","60.6781","8.0108","969.0","BAKKO I HOL, NO","      201","","  1530"," ,E,0411, "
"NOE00110156","1961","60.6781","8.0108","969.0","BAKKO I HOL, NO","      201","","  1350"," ,E,0207, "
"NOE00110156","1962","60.6781","8.0108","969.0","BAKKO I HOL, NO","      217","","  1550"," ,E,0310, "
"NOE00110156","1963","60.6781","8.0108","969.0","BAKKO I HOL, NO","      203","","  1000"," ,E,0330,+"
"NOE00110156","1964","60.6781","8.0108","969.0","BAKKO I HOL, NO","      207","","   950"," ,E,0227, "
"NOE00110156","1965","60.6781","8.0108","969.0","BAKKO I HOL, NO","      208","","  1050"," ,E,0122,+"
"NOE00110156","1966","60.6781","8.0108","969.0","BAKKO I HOL, NO","      208","","  1400"," ,E,0227,+"
"NOE00110156","1967","60.6781","8.0108","969.0","BAKKO I HOL, NO","      230","","  1550"," ,E,0227, "
"NOE00110156","1968","60.6781","8.0108","969.0","BAKKO I HOL, NO","      226","","  1350"," ,E,0324, "
"NOE00110156","1969","60.6781","8.0108","969.0","BAKKO I HOL, NO","      210","","   900"," ,E,1223,+"
"NOE00110156","1970","60.6781","8.0108","969.0","BAKKO I HOL, NO","      214","","  1400"," ,E,0223, "
"NOE00110156","1971","60.6781","8.0108","969.0","BAKKO I HOL, NO","      218","","  1250"," ,E,0320, "
"NOE00110156","1972","60.6781","8.0108","969.0","BAKKO I HOL, NO","      195","","  1100"," ,E,0309,+"
"NOE00110156","1973","60.6781","8.0108","969.0","BAKKO I HOL, NO","      202","","   750"," ,E,1225,+"
"NOE00110156","1974","60.6781","8.0108","969.0","BAKKO I HOL, NO","      220","","  1400"," ,E,0321,+"
"NOE00110156","1975","60.6781","8.0108","969.0","BAKKO I HOL, NO","      199","","  1800"," ,E,0201,+"
"NOE00110156","1976","60.6781","8.0108","969.0","BAKKO I HOL, NO","      221","","  1280"," ,E,0224, "
"NOE00110156","1977","60.6781","8.0108","969.0","BAKKO I HOL, NO","      218","","  1550"," ,E,0221, "
"NOE00110156","1978","60.6781","8.0108","969.0","BAKKO I HOL, NO","      205","","  1600"," ,E,0419,+"
"NOE00110156","1979","60.6781","8.0108","969.0","BAKKO I HOL, NO","      217","","  1400"," ,E,0404,+"
"NOE00110156","1980","60.6781","8.0108","969.0","BAKKO I HOL, NO","      210","","  1250"," ,E,0216,+"
"NOE00110156","1981","60.6781","8.0108","969.0","BAKKO I HOL, NO","      216","","  1450"," ,E,0322, "
"NOE00110156","1982","60.6781","8.0108","969.0","BAKKO I HOL, NO","      220","","  1460"," ,E,0322, "
"NOE00110156","1983","60.6781","8.0108","969.0","BAKKO I HOL, NO","      216","","  1860"," ,E,0331, "
"NOE00110156","1984","60.6781","8.0108","969.0","BAKKO I HOL, NO","      203","","  1400"," ,E,0208,+"
"NOE00110156","1985","60.6781","8.0108","969.0","BAKKO I HOL, NO","      196","","  1230"," ,E,0306, "
"NOE00110156","1986","60.6781","8.0108","969.0","BAKKO I HOL, NO","      207","","  1110"," ,E,0130, "
"NOE00110156","1987","60.6781","8.0108","969.0","BAKKO I HOL, NO","      201","","  1570"," ,E,0328, "
"NOE00110156","1988","60.6781","8.0108","969.0","BAKKO I HOL, NO","      173","","  1620"," ,E,0401, "
"NOE00110156","1989","60.6781","8.0108","969.0","BAKKO I HOL, NO","       84","","  1280"," ,E,0322, "
"NOE00110156","1990","60.6781","8.0108","969.0","BAKKO I HOL, NO","       95","","  1750"," ,E,0312, "
"NOE00110156","1991","60.6781","8.0108","969.0","BAKKO I HOL, NO","       75","","  1030"," ,E,0308, "
"NOE00110156","1992","60.6781","8.0108","969.0","BAKKO I HOL, NO","      108","","   990"," ,E,0403, "
"NOE00110156","2020","60.6781","8.0108","969.0","BAKKO I HOL, NO","      215","","  2130"," ,E,0311, "
"NOE00110156","2021","60.6781","8.0108","969.0","BAKKO I HOL, NO","      192","","  1200"," ,E,0220, "
"NOE00110156","2022","60.6781","8.0108","969.0","BAKKO I HOL, NO","      175","","   960"," ,E,0224, "
