"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00046896","1965","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        50","0","        37","0","         3","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  31.5"," ,0,1229, ","","","","","","","","","","","","","    489.4"," ,0","        0"," ,0","","","","","",""
"USC00046896","1966","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        36","0","        21","0","         4","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  92.5"," ,0,1206, ","","","","","","","","","","","","","    343.5"," ,0","        0"," ,0","","","","","",""
"USC00046896","1967","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        60","0","        44","0","         4","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  34.0"," ,0,0125, ","","","","","","","","","","","","","    567.3"," ,0","        0"," ,0","","","","","",""
"USC00046896","1968","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        44","0","        29","0","         3","0","        1","","         1","0","","","","","","","","","","","","","","","","","    25"," ,0,0128, ","    25"," ,0,0128, ","  34.5"," ,0,1215, ","","","","","","","","","","","","","    399.3"," ,0","       25"," ,0","","","","","",""
"USC00046896","1969","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        55","0","        40","0","         8","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  80.3"," ,0,0225, ","","","","","","","","","","","","","    755.6"," ,0","        0"," ,0","","","","","",""
"USC00046896","1970","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        50","0","        32","0","         6","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  55.6"," ,0,0116, ","","","","","","","","","","","","","    493.9"," ,0","        0"," ,0","","","","","",""
"USC00046896","1971","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        42","0","        34","0","         2","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  32.0"," ,0,1226, ","","","","","","","","","","","","","    343.5"," ,0","        0"," ,0","","","","","",""
"USC00046896","1972","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        37","0","        25","0","         1","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  39.4"," ,0,1115, ","","","","","","","","","","","","","    247.1"," ,0","        0"," ,0","","","","","",""
"USC00046896","1973","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        67","0","        39","0","         8","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.1"," ,0,0117, ","","","","","","","","","","","","","    593.3"," ,0","        0"," ,0","","","","","",""
"USC00046896","1974","36.821","-119.3374","187.5","PINE FLAT DAM, CA US","","","","","        57","0","        35","0","         5","0","        0","","         0","0","","","","","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.7"," ,0,0402, ","","","","","","","","","","","","","    499.9"," ,0","        0"," ,0","","","","","",""
