"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00399138","1991","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        42","0","        37","0","         6","0","","","         6","0","","","","","   279"," ,0,0218, ","  58.4"," ,0,0628, ","    513.9"," ,0","      584"," ,0"
"USC00399138","1992","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","","","","","","","","","         9","0","         1"," ","","","   203"," ,0,0108, ","","","","","      691"," ,0"
"USC00399138","1993","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","","","","","","","","","","","         7"," ","","","","","","","","","",""
"USC00399138","1994","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","","","","","","","","","","","         1"," ","","","","","","","","","",""
"USC00399138","2006","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        68","0","        44","0","         2","0","        6","","         7","0","","","   178"," ,0,1231,+","   178"," ,0,0311, ","  34.0"," ,0,0407, ","    411.0"," ,0","      465"," ,0"
"USC00399138","2007","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        75","0","        54","0","         4","0","","","        11","0","","","","","   152"," ,0,1202,+"," 115.3"," ,0,0506, ","    709.1"," ,0","      933"," ,0"
"USC00399138","2008","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        82","0","        50","0","         8","0","","","        16","0","","","","","   254"," ,0,0321, ","  58.7"," ,0,0812, ","    652.3"," ,0","     1167"," ,0"
"USC00399138","2009","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        88","0","        57","0","         8","0","","","        17","0","","","","","   178"," ,0,0311, ","  76.2"," ,0,0816, ","    783.9"," ,0","     1166"," ,0"
"USC00399138","2010","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        88","0","        60","0","         6","0","","","        17","0","","","","","   102"," ,0,1231,+","  49.8"," ,0,0704, ","    629.4"," ,0","     1118"," ,0"
"USC00399138","2012","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        77","7","        47","7","         1","7","       44","","        12","7","","","   203"," ,7,1210,+","   152"," ,7,0229, ","  50.8"," ,7,0725, ","    400.6"," ,7","      632"," ,7"
"USC00399138","2013","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        80","7","        45","7","         5","7","","","        26","7","","","","","   229"," ,7,0211, ","  42.7"," ,7,1015, ","    553.2"," ,7","     1623"," ,7"
"USC00399138","2014","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        80","7","        50","7","         2","7","","","        14","7","","","","","   102"," ,7,1110, ","  55.9"," ,7,0824, ","    454.9"," ,7","      659"," ,7"
"USC00399138","2015","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        81","7","        47","7","         6","7","","","        13","7","","","","","   127"," ,7,1216,+"," 123.2"," ,7,0806, ","    671.6"," ,7","      696"," ,7"
"USC00399138","2016","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        84","7","        51","7","         7","7","       68","","        21","7","","","   254"," ,7,1218,+","   127"," ,7,0214, ","  40.9"," ,7,1026, ","    576.8"," ,7","      840"," ,7"
"USC00399138","2017","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        71","7","        39","7","         2","7","       57","","        18","7","","","   254"," ,7,0313,+","   203"," ,7,0313, ","  27.9"," ,7,0517, ","    367.9"," ,7","      938"," ,7"
"USC00399138","2018","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        78","7","        51","7","         4","7","       63","","        19","7","","","   305"," ,7,1231, ","   165"," ,7,0306, ","  44.5"," ,7,0624, ","    546.2"," ,7","     1597"," ,7"
"USC00399138","2019","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","       116","7","        67","7","         7","7","      138","","        34","7","","","   965"," ,7,0310, ","   305"," ,7,1201, ","  61.5"," ,7,0908, ","    780.3"," ,7","     2730"," ,7"
"USC00399138","2020","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        62","7","        34","7","         3","7","       83","","        12","7","","","   483"," ,7,0122,+","   102"," ,7,1023,+","  61.2"," ,7,0505, ","    382.7"," ,7","      737"," ,7"
"USC00399138","2021","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        72","7","        46","7","         4","7","       33","","        11","7","","","   127"," ,7,1231,+","   102"," ,7,1218, ","  41.7"," ,7,1010, ","    493.6"," ,7","      623"," ,7"
"USC00399138","2022","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","","","","","","","       86","","        17","7","","","   330"," ,7,1227,+","   152"," ,7,1214, ","","","    527.7"," ,7","     1160"," ,7"
"USC00399138","2023","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","        77","7","        49","7","         8","7","      119","","        19","7","","","   711"," ,7,0405, ","   356"," ,7,0405, ","  72.6"," ,7,0507, ","    681.1"," ,7","     1792"," ,7"
"USC00399138","2024","45.67652","-98.53027","420.9","WESTPORT 2 NW, SD US","       101","7","        38","7","         2","7","       51","","         9","7","","","   127"," ,7,0325,+","   114"," ,7,0322, ","  58.4"," ,7,0815, ","    452.9"," ,7","      504"," ,7"
