"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CHUR","1996","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","","","","","         0","U","        29","U","         0","U","       210","U","       113","U","   -4.4","U,0123, ","   44.4","U,0813, ","-1.7","U,1020","-2.2","U,1219","","","","","-1.1","U,0329","-3.3","U,0228","-4.4","U,0123","","","","","    1379.6","6","    1379.6","U","     16.33","U","     24.87","U","      7.80","U"
"USR0000CHUR","1999","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","    686.7","","     686.7","U","         0","U","        91","U","         0","U","       210","U","       107","U","   -6.1","U,0112,+","   41.7","U,0712, ","-1.1","U,1121","-2.8","U,1122","-4.4","U,1204","","","0.0","U,0515","-2.2","U,0410","-4.4","U,0210","","","","","","","","","     15.07","U","     24.55","U","      5.59","U"
"USR0000CHUR","2000","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","    717.9","","     717.9","U","         0","U","        62","U","         0","U","       203","U","       104","U","   -6.1","U,0106,+","   42.8","U,0801, ","-1.7","U,1110","-2.2","U,1111","-5.6","U,1112","","","-0.6","U,0511","-2.2","U,0224","-4.4","U,0110","","","","","    1599.1","1","    1599.1","U","     15.43","U","     24.34","U","      6.52","U"
"USR0000CHUR","2003","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","    855.7","","     855.7","U","         0","U","        63","U","         0","U","       192","U","       114","U","   -6.1","U,1228,+","   41.7","U,0728,+","-1.1","U,1030","-3.3","U,1102","-4.4","U,1121","","","-0.6","U,0406","-2.2","U,0405","","","","","","","    1782.4","4","    1782.4","U","     15.72","U","     24.70","U","      6.75","U"
"USR0000CHUR","2004","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","    711.9","","     711.9","U","         0","U","        62","U","         0","U","       213","U","       108","U","   -6.1","U,1203,+","   41.1","U,0811, ","0.0","U,1105","-2.2","U,1122","-4.4","U,1129","","","0.0","U,0422","-2.8","U,0228","-4.4","U,0123","","","","","    1696.3","3","    1696.3","U","     15.30","U","     24.23","U","      6.38","U"
"USR0000CHUR","2005","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","    673.2","","     673.2","U","         0","U","        35","U","         0","U","       216","U","        90","U","   -6.7","U,1127, ","   42.2","U,0717, ","0.0","U,1004","-5.0","U,1126","-5.0","U,1126","-6.7","U,1127","-0.6","U,0419","-2.8","U,0113","","","","","","","    1883.8","8","    1883.8","U","     15.42","U","     24.07","U","      6.77","U"
"USR0000CHUR","2006","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","    811.5","","     811.5","U","         0","U","        73","U","         0","U","       211","U","       110","U","   -6.1","U,1129,+","   45.0","U,0722, ","-0.6","U,1110","-2.8","U,1126","-6.1","U,1129","","","-0.6","U,0326","-2.2","U,0315","-4.4","U,0221","","","","","    1793.1","1","    1793.1","U","     15.32","U","     24.27","U","      6.38","U"
"USR0000CHUR","2007","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","    721.8","","     721.8","U","         0","U","        85","U","         0","U","       226","U","       110","U","   -8.9","U,0115,+","   43.9","U,0706,+","-0.6","U,1006","-2.2","U,1123","-5.0","U,1130","-6.7","U,1201","0.0","U,0505","-2.8","U,0419","-5.6","U,0123","-6.7","U,0119","-8.9","U,0115","    1809.3","3","    1809.3","U","     15.22","U","     24.62","U","      5.82","U"
"USR0000CHUR","2008","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1913.7","7","    1913.7","U","","","","","",""
"USR0000CHUR","2011","37.0153","-119.5678","366.1","HURLEY CALIFORNIA, CA US","    662.6","","     662.6","U","         0","U","        90","U","         0","U","       198","U","        92","U","   -7.2","U,1225,+","   39.4","U,0622,+","-1.1","U,1104","-2.8","U,1105","-5.6","U,1203","-6.7","U,1222","0.0","U,0414","-2.2","U,0409","-4.4","U,0405","","","","","    2011.9","9","    2011.9","U","     14.38","U","     22.80","U","      5.97","U"
