"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN011340100","1901","24.567","80.833","317.0","SATNA, IN","        83","I","        55","I","        17","I","","","","","","","","","","","","","  70.9"," ,I,0901, ","","","   1085.6"," ,I","","","",""
"IN011340100","1902","24.567","80.833","317.0","SATNA, IN","        77","I","        54","I","        11","I","","","","","","","","","","","","","  67.1"," ,I,0717, ","","","    903.0"," ,I","","","",""
"IN011340100","1903","24.567","80.833","317.0","SATNA, IN","        85","I","        49","I","        15","I","","","","","","","","","","","","","  94.7"," ,I,1008, ","","","    980.7"," ,I","","","",""
"IN011340100","1904","24.567","80.833","317.0","SATNA, IN","        85","I","        63","I","        17","I","","","","","","","","","","","",""," 110.5"," ,I,0823, ","","","   1419.7"," ,I","","","",""
"IN011340100","1905","24.567","80.833","317.0","SATNA, IN","        77","I","        46","I","         7","I","","","","","","","","","","","",""," 130.3"," ,I,0823, ","","","    778.5"," ,I","","","",""
"IN011340100","1906","24.567","80.833","317.0","SATNA, IN","        81","I","        50","I","        16","I","","","","","","","","","","","","","  91.7"," ,I,0626, ","","","   1235.2"," ,I","","","",""
"IN011340100","1907","24.567","80.833","317.0","SATNA, IN","        67","I","        47","I","        11","I","","","","","","","","","","","",""," 111.5"," ,I,0730, ","","","    910.5"," ,I","","","",""
"IN011340100","1908","24.567","80.833","317.0","SATNA, IN","        90","I","        63","I","        13","I","","","","","","","","","","","",""," 133.4"," ,I,0713, ","","","   1236.7"," ,I","","","",""
"IN011340100","1909","24.567","80.833","317.0","SATNA, IN","        92","I","        61","I","        11","I","","","","","","","","","","","","","  44.5"," ,I,0717, ","","","    904.3"," ,I","","","",""
"IN011340100","1910","24.567","80.833","317.0","SATNA, IN","        81","I","        53","I","        11","I","","","","","","","","","","","",""," 124.0"," ,I,0615, ","","","    964.1"," ,I","","","",""
"IN011340100","1911","24.567","80.833","317.0","SATNA, IN","        90","I","        58","I","        10","I","","","","","","","","","","","",""," 191.3"," ,I,0823, ","","","   1123.4"," ,I","","","",""
"IN011340100","1912","24.567","80.833","317.0","SATNA, IN","        73","I","        51","I","        13","I","","","","","","","","","","","","","  90.4"," ,I,0815, ","","","   1043.0"," ,I","","","",""
"IN011340100","1913","24.567","80.833","317.0","SATNA, IN","        90","I","        49","I","         6","I","","","","","","","","","","","","","  94.5"," ,I,0731, ","","","    759.3"," ,I","","","",""
"IN011340100","1914","24.567","80.833","317.0","SATNA, IN","        83","I","        61","I","        16","I","","","","","","","","","","","",""," 157.5"," ,I,0821, ","","","   1397.8"," ,I","","","",""
"IN011340100","1915","24.567","80.833","317.0","SATNA, IN","        88","I","        58","I","        18","I","","","","","","","","","","","","","  93.5"," ,I,0914, ","","","   1229.4"," ,I","","","",""
"IN011340100","1916","24.567","80.833","317.0","SATNA, IN","        88","I","        57","I","        16","I","","","","","","","","","","","",""," 224.5"," ,I,0625, ","","","   1408.1"," ,I","","","",""
"IN011340100","1917","24.567","80.833","317.0","SATNA, IN","       110","I","        76","I","        15","I","","","","","","","","","","","",""," 142.7"," ,I,0621, ","","","   1430.9"," ,I","","","",""
