"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN005100100","1901","20.9","70.367","8.0","VERAVAL, IN","","","","","        38","I","         9","I","         0","I","","","","","","","","","","","","","   7.6"," ,I,0707, ","","","","","","","     69.4"," ,I","","","","","",""
"IN005100100","1902","20.9","70.367","8.0","VERAVAL, IN","","","","","        42","I","        26","I","         5","I","","","","","","","","","","","","","  80.0"," ,I,0709, ","","","","","","","    444.7"," ,I","","","","","",""
"IN005100100","1903","20.9","70.367","8.0","VERAVAL, IN","","","","","        60","I","        34","I","         7","I","","","","","","","","","","","","","  93.0"," ,I,0721, ","","","","","","","    626.5"," ,I","","","","","",""
"IN005100100","1904","20.9","70.367","8.0","VERAVAL, IN","","","","","        37","I","        11","I","         2","I","","","","","","","","","","","","","  85.1"," ,I,0705, ","","","","","","","    176.3"," ,I","","","","","",""
"IN005100100","1905","20.9","70.367","8.0","VERAVAL, IN","","","","","        20","I","         9","I","         1","I","","","","","","","","","","","","","  77.5"," ,I,0702, ","","","","","","","    171.7"," ,I","","","","","",""
"IN005100100","1906","20.9","70.367","8.0","VERAVAL, IN","","","","","        43","I","        24","I","         6","I","","","","","","","","","","","",""," 109.2"," ,I,0705, ","","","","","","","    563.1"," ,I","","","","","",""
"IN005100100","1907","20.9","70.367","8.0","VERAVAL, IN","","","","","        39","I","        24","I","         3","I","","","","","","","","","","","","","  90.2"," ,I,0729, ","","","","","","","    419.5"," ,I","","","","","",""
"IN005100100","1908","20.9","70.367","8.0","VERAVAL, IN","","","","","        55","I","        33","I","         6","I","","","","","","","","","","","",""," 100.3"," ,I,0805, ","","","","","","","    566.1"," ,I","","","","","",""
"IN005100100","1909","20.9","70.367","8.0","VERAVAL, IN","","","","","        55","I","        25","I","         9","I","","","","","","","","","","","","","  89.9"," ,I,0907, ","","","","","","","    560.2"," ,I","","","","","",""
"IN005100100","1910","20.9","70.367","8.0","VERAVAL, IN","","","","","        54","I","        26","I","         5","I","","","","","","","","","","","","","  57.7"," ,I,0627, ","","","","","","","    439.6"," ,I","","","","","",""
