"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CFAN","1992","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1027.2","2","    1027.2"," ","","","","","",""
"USR0000CFAN","1994","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1478.1","","    1478.1","U","         0","U","         1","U","         0","U","       229","U","       133","U","   -1.1","U,0129, ","   44.4","U,0708,+","","","","","","","-1.1","U,0129","","","","","","","","","     19.01","U","     26.05","U","     11.96","U"
"USR0000CFAN","1995","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1380.3","","    1380.3","U","         0","U","         0","U","         0","U","       249","U","       120","U","    2.2","U,0117, ","   43.9","U,0625, ","","","","","","","","","","","","","    1227.7","7","    1227.7","U","     19.70","U","     26.61","U","     12.78","U"
"USR0000CFAN","1996","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     756.1","1","     756.1","U","","","","","",""
"USR0000CFAN","1998","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1343.9","","    1343.9","U","         0","U","         5","U","         1","U","       230","U","       113","U","   -4.4","U,1223,+","   46.1","U,0806,+","-3.3","U,1220","-3.3","U,1220","-4.4","U,1222","","","","","","","","","","","     18.72","U","     25.97","U","     11.48","U"
"USR0000CFAN","1999","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1537.6","","    1537.6","U","         0","U","        10","U","         0","U","       251","U","       153","U","   -4.4","U,0110, ","   45.0","U,0713, ","0.0","U,1210","","","","","-0.6","U,0210","-4.4","U,0110","-4.4","U,0110","    1218.1","1","    1218.1","U","     19.64","U","     27.68","U","     11.60","U"
"USR0000CFAN","2001","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1604.4","","    1604.4","U","         0","U","         0","U","         0","U","       236","U","       148","U","    1.1","U,1215,+","   45.0","U,0703, ","","","","","","","","","","","","","","","","","     19.57","U","     26.53","U","     12.60","U"
"USR0000CFAN","2002","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1390.7","","    1390.7","U","         0","U","         7","U","         0","U","       237","U","       130","U","   -1.7","U,0123, ","   43.9","U,0709, ","0.0","U,1222","","","","","0.0","U,0308","","","","","    1123.1","1","    1123.1","U","     19.17","U","     26.24","U","     12.10","U"
"USR0000CFAN","2003","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1533.4","","    1533.4","U","         0","U","         1","U","         0","U","       221","U","       134","U","    0.0","U,1122, ","   43.9","U,0717, ","0.0","U,1122","","","","","","","","","","","    1048.9","9","    1048.9","U","     19.45","U","     26.32","U","     12.58","U"
"USR0000CFAN","2004","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1426.8","","    1426.8","U","         0","U","         5","U","         0","U","       227","U","       131","U","   -1.7","U,1224, ","   42.8","U,0811, ","0.0","U,1218","","","","","0.0","U,0103","","","","","    1044.5","5","    1044.5","U","     18.98","U","     25.84","U","     12.13","U"
"USR0000CFAN","2005","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1256.8","","    1256.8","U","         0","U","         2","U","         0","U","       239","U","       106","U","    0.0","U,1217,+","   44.4","U,0717, ","0.0","U,1217","","","","","0.0","U,0112","","","","","    1259.1","1","    1259.1","U","     18.88","U","     25.59","U","     12.17","U"
"USR0000CFAN","2006","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1120.6","6","    1120.6","U","","","","","",""
"USR0000CFAN","2007","36.8839","-119.4658","280.4","FANCHER CREEK CALIFORNIA, CA US","   1378.3","","    1378.3","U","         0","U","         9","U","         0","U","       244","U","       119","U","   -2.8","U,0115, ","   45.0","U,0705, ","0.0","U,1227","","","","","0.0","U,0117","-2.8","U,0115","","","","","","","     19.09","U","     25.74","U","     12.45","U"
