"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TSE00147776","1903","33.92","8.1","87.0","TOZEUR, TS","        21","E","        12","E","         0","E","","","","","","","","","","","","","  14.0"," ,E,0425, ","","","","","","","","","","","     99.4"," ,E","","","","","",""
"TSE00147776","1904","33.92","8.1","87.0","TOZEUR, TS","        22","E","         6","E","         0","E","","","","","","","","","","","","","  16.2"," ,E,0327, ","","","","","","","","","","","     75.2"," ,E","","","","","",""
"TSE00147776","1905","33.92","8.1","87.0","TOZEUR, TS","        14","E","         9","E","         0","E","","","","","","","","","","","","","  24.0"," ,E,1211, ","","","","","","","","","","","     80.0"," ,E","","","","","",""
"TSE00147776","1932","33.92","8.1","87.0","TOZEUR, TS","        18","E","        15","E","         1","E","         0","E","         0","E","","","","","","","    1.0","E,1213,+","  33.0"," ,E,0318, ","","","","","","","","","","","    146.7"," ,E","","","","","     14.47","E"
"TSE00147776","1933","33.92","8.1","87.0","TOZEUR, TS","","","","","","","         0","E","         1","E","","","","","","","    0.0","E,1121, ","","","","","0.0","E,1121","","","","","","","","","","","","","     15.35","E"
"TSE00147776","1934","33.92","8.1","87.0","TOZEUR, TS","        19","E","        12","E","         0","E","","","","","         0","E","       239","E","       126","E","","","  25.2"," ,E,0519, ","   52.0","E,0825, ","","","","","","","","","    125.7"," ,E","","","     27.98","E","",""
"TSE00147776","1935","33.92","8.1","87.0","TOZEUR, TS","        10","E","         6","E","         1","E","         0","E","         6","E","         0","E","       253","E","       128","E","    0.0","E,0131,+","  30.0"," ,E,0102, ","   46.0","E,0813,+","","","0.0","E,0131","","","","","     72.0"," ,E","     21.28","E","     28.03","E","     14.53","E"
"TSE00147776","1936","33.92","8.1","87.0","TOZEUR, TS","","","","","","","","","","","","","","","","","","","","","","","","","","","     566.1","1","     566.1","E","","","","","","","",""
"TSE00147776","1938","33.92","8.1","87.0","TOZEUR, TS","        22","E","        14","E","         1","E","","","","","","","","","","","","","  30.0"," ,E,0418, ","","","","","","","","","","","    127.5"," ,E","","","","","",""
