"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"USW00093908","1945","35.23333","-97.41667","359.1","NORMAN NAS, OK US","        76"," ","        54"," "
"USW00093908","1946","35.23333","-97.41667","359.1","NORMAN NAS, OK US","        13"," ","         1"," "
