"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA002100460","1971","62.2","-134.3833","609.0","DRURY CREEK, YT CA","        96","C","        34","C","         0","C","        15","C","        96","C","       251","C","       135","C","        44","C","         0","C","  -50.0","C,1212,+","   122"," ,C,1217, ","  20.1"," ,C,0820, ","   30.0","C,0801, ","0.0","C,0804","-2.2","C,0908","-4.4","C,0910","-6.7","C,0919","-16.7","C,1015","0.0","C,0614","-2.8","C,0530","-4.4","C,0518","-7.2","C,0505","-12.8","C,0421","    285.5"," ,C","     1133"," ,C","     -3.71","C","      2.52","C","     -9.93","C"
"CA002100460","1972","62.2","-134.3833","609.0","DRURY CREEK, YT CA","       109","C","        53","C","         2","C","        22","C","       105","C","       243","C","","","","","","","  -54.4","C,0119, ","   254"," ,C,0114, ","  30.7"," ,C,0914, ","","","-0.6","C,0825","-2.8","C,0919","-10.6","C,0923","-10.6","C,0923","-10.6","C,0923","0.0","C,0610","-2.2","C,0605","-4.4","C,0513","-8.3","C,0502","-9.4","C,0426","    403.1"," ,C","     1729"," ,C","","","","","    -11.49","C"
"CA002100460","1973","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","        21","C","","","","","","","","","","","","","   107"," ,C,1207,+","","","","","","","","","","","","","","","","","","","","","","","","","    300.8"," ,C","     1541"," ,C","","","","","",""
"CA002100460","1974","62.2","-134.3833","609.0","DRURY CREEK, YT CA","       106","C","        47","C","         0","C","        21","C","","","","","","","","","","","","","   201"," ,C,0209, ","  22.6"," ,C,0804, ","","","","","","","","","","","","","","","","","","","","","","","    377.7"," ,C","     1348"," ,C","","","","","",""
"CA002100460","1975","62.2","-134.3833","609.0","DRURY CREEK, YT CA","       115","C","        47","C","         0","C","        25","C","       108","C","       241","C","       141","C","        31","C","         0","C","  -53.3","C,0109, ","   127"," ,C,0119, ","  21.1"," ,C,0712, ","   30.6","C,0710,+","0.0","C,0802","-2.2","C,0829","-11.1","C,1010","-11.1","C,1010","-11.1","C,1010","-0.6","C,0730","-2.8","C,0609","-5.6","C,0520","-6.7","C,0507","-13.9","C,0423","    349.5"," ,C","     1404"," ,C","     -4.09","C","      2.16","C","    -10.35","C"
"CA002100460","1982","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    371.3"," ,C","     1175"," ,C","","","","","",""
"CA002100460","1983","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    337.7"," ,C","     1130"," ,C","","","","","",""
"CA002100460","1984","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    407.1"," ,C","     2375"," ,C","","","","","",""
"CA002100460","1985","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    544.4"," ,C","     3040"," ,C","","","","","",""
"CA002100460","1986","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    499.1"," ,C","     2085"," ,C","","","","","",""
"CA002100460","1987","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    335.9"," ,C","     1075"," ,C","","","","","",""
"CA002100460","1989","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    370.0"," ,C","     1565"," ,C","","","","","",""
"CA002100460","1991","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    536.9"," ,C","     2265"," ,C","","","","","",""
"CA002100460","1994","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    323.6"," ,C","      695"," ,C","","","","","",""
"CA002100460","1996","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","        14","C","","","","","","","","","","","","","   140"," ,C,1202, ","","","","","","","","","","","","","","","","","","","","","","","","","    325.7"," ,C","     1230"," ,C","","","","","",""
"CA002100460","1997","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","        13","C","","","","","","","","","","","","","   220"," ,C,1222, ","","","","","","","","","","","","","","","","","","","","","","","","","    307.9"," ,C","     1170"," ,C","","","","","",""
"CA002100460","1999","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","        19","C","","","","","","","","","","","","","    70"," ,C,0325,+","","","","","","","","","","","","","","","","","","","","","","","","","","","     1225"," ,C","","","","","",""
"CA002100460","2000","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","        16","C","","","","","","","","","","","","","   130"," ,C,1201, ","","","","","","","","","","","","","","","","","","","","","","","","","    543.5"," ,C","     1188"," ,C","","","","","",""
"CA002100460","2001","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","        16","C","","","","","","","","","","","","","   180"," ,C,1017, ","","","","","","","","","","","","","","","","","","","","","","","","","    331.6"," ,C","     1205"," ,C","","","","","",""
"CA002100460","2003","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","        20","C","","","","","","","","","","","","","   100"," ,C,1225, ","","","","","","","","","","","","","","","","","","","","","","","","","","","     1273"," ,C","","","","","",""
"CA002100460","2005","62.2","-134.3833","609.0","DRURY CREEK, YT CA","","","","","","","        16","C","","","","","","","","","","","","","    60"," ,C,1108,+","","","","","","","","","","","","","","","","","","","","","","","","","","","      958"," ,C","","","","","",""
