"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"KSW00043263","1954","33.2","126.266667","27.1","CHEJU DO K 39, KS","         4"," ","         1"," "
"KSW00043263","1955","33.2","126.266667","27.1","CHEJU DO K 39, KS","        20"," ","         1"," "
