"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000FSAN","2004","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1414.7","","    1414.7","U","         0","U","        30","U","         0","U","       288","U","       104","U","   -5.6","U,0129, ","   37.2","U,0803, ","-0.6","U,1126","-2.8","U,1214","-4.4","U,1215","","","-0.6","U,0323","-2.2","U,0219","-5.6","U,0129","","","","","     913.7","7","     913.7","U","     19.65","U","     26.72","U","     12.58","U"
"USR0000FSAN","2005","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1428.0","","    1428.0","U","         0","U","        26","U","         0","U","       290","U","       114","U","   -7.2","U,0124, ","   37.2","U,0921,+","-0.6","U,1026","-4.4","U,1222","-4.4","U,1222","","","-2.8","U,0302","-2.8","U,0302","-7.2","U,0124","-7.2","U,0124","","","     831.3","3","     831.3","U","     19.84","U","     26.98","U","     12.71","U"
"USR0000FSAN","2006","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1395.7","","    1395.7","U","         0","U","        27","U","         0","U","       307","U","       122","U","   -6.7","U,1209, ","   37.8","U,0812, ","-0.6","U,1120","-2.2","U,1204","-5.0","U,1205","-6.7","U,1209","-2.8","U,0327","-2.8","U,0327","-5.6","U,0214","","","","","     828.6","6","     828.6","U","     20.04","U","     27.68","U","     12.40","U"
"USR0000FSAN","2007","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1496.6","","    1496.6","U","         0","U","        27","U","         0","U","       303","U","       125","U","   -8.3","U,0217, ","   38.9","U,0822, ","-0.6","U,1107","-2.2","U,1108","","","","","-0.6","U,0318","-2.2","U,0306","-6.1","U,0219","-8.3","U,0217","","","     818.5","5","     818.5","U","     20.25","U","     27.89","U","     12.62","U"
"USR0000FSAN","2008","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1331.3","","    1331.3","U","         0","U","        46","U","         0","U","       300","U","        99","U","   -7.2","U,0103,+","   37.2","U,0807,+","0.0","U,1028","-2.2","U,1029","-4.4","U,1119","","","0.0","U,0326","-3.3","U,0325","-5.6","U,0214","-7.2","U,0103","","","     804.5","5","     804.5","U","     19.46","U","     26.98","U","     11.95","U"
"USR0000FSAN","2009","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1455.9","","    1455.9","U","         0","U","        35","U","         0","U","       289","U","       115","U","   -9.4","U,0205, ","   39.4","U,0622, ","0.0","U,1127","-3.3","U,1229","","","","","-0.6","U,0408","-2.2","U,0304","-4.4","U,0303","-6.7","U,0206","-9.4","U,0205","     917.3","3","     917.3","U","     19.81","U","     26.81","U","     12.80","U"
"USR0000FSAN","2010","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1529.2","","    1529.2","U","         0","U","        62","U","         0","U","       269","U","       122","U","   -9.4","U,0111, ","   39.4","U,0731, ","-1.1","U,1107","-2.8","U,1202","-5.6","U,1207","-6.7","U,1215","0.0","U,0322","-2.2","U,0307","-4.4","U,0226","-9.4","U,0111","-9.4","U,0111","    1097.6","6","    1097.6","U","     19.11","U","     26.56","U","     11.67","U"
"USR0000FSAN","2012","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1508.9","","    1508.9","U","         0","U","        23","U","         0","U","       314","U","       107","U","   -7.8","U,0104, ","   38.3","U,0525, ","-0.6","U,1109","-3.3","U,1125","-5.0","U,1222","","","-2.2","U,0214","-2.2","U,0214","-6.1","U,0213","-7.8","U,0104","","","","","","","     20.69","U","     27.94","U","     13.44","U"
"USR0000FSAN","2013","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1394.9","","    1394.9","U","         0","U","        32","U","         0","U","       300","U","        94","U","   -6.1","U,0217, ","   37.2","U,0612, ","-1.1","U,1113","-3.3","U,1128","","","","","-1.1","U,0328","-2.2","U,0327","-6.1","U,0217","","","","","     801.0","0","     801.0","U","     20.07","U","     26.93","U","     13.20","U"
"USR0000FSAN","2014","30.23","-84.68","22.6","SANBORN FLORIDA, FL US","   1387.8","","    1387.8","U","         0","U","        38","U","         0","U","       283","U","       121","U","   -6.7","U,1119,+","   39.4","U,0823, ","-1.7","U,1102","-2.2","U,1115","-6.7","U,1119","-6.7","U,1119","-1.1","U,0326","-3.3","U,0228","-4.4","U,0118","-6.7","U,0108","","","     845.6","6","     845.6","U","     19.53","U","     26.87","U","     12.19","U"
