"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1COEP0362","2017","38.9087753295898","-104.869873046875","2021.4","COLORADO SPRINGS 5.8 NNW, CO US","    533.1"," ,N"
"US1COEP0362","2022","38.9087753295898","-104.869873046875","2021.4","COLORADO SPRINGS 5.8 NNW, CO US","    297.1"," ,N"
