"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00368662","1895","40.856667","-76.7675","141.7","SUNBURY, PA US","","","","","","","","","         2"," ","","","","","","","",""
"USC00368662","1896","40.856667","-76.7675","141.7","SUNBURY, PA US","","","","","","","","","         1"," ","","","","","","","",""
"USC00368662","1897","40.856667","-76.7675","141.7","SUNBURY, PA US","        66","6","        66","6","         2","6","","","        12"," ","","","  27.9"," ,6,1215,+","    685.1"," ,6","",""
"USC00368662","1898","40.856667","-76.7675","141.7","SUNBURY, PA US","","","","","","","","","        13"," ","","","","","","","",""
"USC00368662","1899","40.856667","-76.7675","141.7","SUNBURY, PA US","        74","6","        70","6","         5","6","","","        29"," ","","","  30.5"," ,6,0909,+","    721.0"," ,6","",""
"USC00368662","1900","40.856667","-76.7675","141.7","SUNBURY, PA US","","","","","","","","","         2"," ","","","","","","","",""
"USC00368662","1903","40.856667","-76.7675","141.7","SUNBURY, PA US","","","","","","","","","         4"," ","","","","","","","",""
"USC00368662","1914","40.856667","-76.7675","141.7","SUNBURY, PA US","       115","6","        81","6","         7","6","","","","","","","  61.0"," ,6,0214, ","    946.9"," ,6","",""
"USC00368662","1915","40.856667","-76.7675","141.7","SUNBURY, PA US","       125","6","        81","6","        12","6","","","","","","","  66.8"," ,6,0112, ","   1085.4"," ,6","",""
"USC00368662","1916","40.856667","-76.7675","141.7","SUNBURY, PA US","       114","6","        75","6","        11","6","","","         2"," ","","","  54.6"," ,6,0923, ","    990.2"," ,6","",""
"USC00368662","1919","40.856667","-76.7675","141.7","SUNBURY, PA US","       122","6","        82","6","         6","6","","","","","","","  33.3"," ,6,0521, ","    926.2"," ,6","",""
"USC00368662","1920","40.856667","-76.7675","141.7","SUNBURY, PA US","       113","6","        88","6","        12","6","","","","","","","  59.4"," ,6,0930, ","   1133.3"," ,6","",""
"USC00368662","1921","40.856667","-76.7675","141.7","SUNBURY, PA US","        97","6","        80","6","         6","6","","","","","","","  40.6"," ,6,0719, ","    977.7"," ,6","",""
"USC00368662","1922","40.856667","-76.7675","141.7","SUNBURY, PA US","       106","6","        79","6","         9","6","","","","","","","  55.4"," ,6,0111, ","   1017.4"," ,6","",""
"USC00368662","1923","40.856667","-76.7675","141.7","SUNBURY, PA US","       123","6","        76","6","        11","6","","","","","",""," 105.4"," ,6,0728, ","   1068.2"," ,6","",""
"USC00368662","1924","40.856667","-76.7675","141.7","SUNBURY, PA US","       105","6","        72","6","        12","6","","","","","","","  66.0"," ,6,0812, ","    994.5"," ,6","",""
"USC00368662","1925","40.856667","-76.7675","141.7","SUNBURY, PA US","       100","6","        79","6","         9","6","         9","6","","","   267"," ,6,0102, ","  53.3"," ,6,0511, ","    968.9"," ,6","     1068"," ,6"
