"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"GME00111464","1988","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       22","","   190"," ,E,0303, "
"GME00111464","1989","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        5","","   100"," ,E,1124,+"
"GME00111464","1990","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       14","","    90"," ,E,0216, "
"GME00111464","1991","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       16","","   160"," ,E,0217, "
"GME00111464","1992","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        3","","    60"," ,E,0219, "
"GME00111464","1993","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       38","","   260"," ,E,0226, "
"GME00111464","1994","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        3","","    30"," ,E,0225,+"
"GME00111464","1995","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       20","","    70"," ,E,0105,+"
"GME00111464","1996","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       30","","    70"," ,E,1231,+"
"GME00111464","1997","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       32","","    80"," ,E,0120, "
"GME00111464","1998","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       34","","   170"," ,E,1209,+"
"GME00111464","1999","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       29","","   190"," ,E,0218, "
"GME00111464","2000","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       10","","    70"," ,E,0125, "
"GME00111464","2001","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       32","","   150"," ,E,0204, "
"GME00111464","2002","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       22","","   150"," ,E,0101, "
"GME00111464","2003","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       35","","   140"," ,E,0101, "
"GME00111464","2004","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       29","","   230"," ,E,0131, "
"GME00111464","2005","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       48","","   210"," ,E,0228, "
"GME00111464","2006","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       69","","   220"," ,E,0313, "
"GME00111464","2007","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        4","","   170"," ,E,0127, "
"GME00111464","2008","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        8","","   130"," ,E,1125, "
"GME00111464","2009","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       38","","   210"," ,E,0106, "
"GME00111464","2010","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       88","","   400"," ,E,1228, "
"GME00111464","2011","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       15","","   320"," ,E,0101, "
"GME00111464","2012","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       29","","   260"," ,E,1212, "
"GME00111464","2013","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       51","","   270"," ,E,0224, "
"GME00111464","2014","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       14","","   130"," ,E,1231, "
"GME00111464","2015","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        1","","    50"," ,E,0101, "
"GME00111464","2016","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       12","","    90"," ,E,0122,+"
"GME00111464","2017","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       41","","   200"," ,E,0117, "
"GME00111464","2018","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        5","","    50"," ,E,0318,+"
"GME00111464","2019","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       10","","   240"," ,E,0204, "
"GME00111464","2020","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        0","","    10"," ,E,1201,+"
"GME00111464","2021","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       36","","   230"," ,E,0209,+"
"GME00111464","2024","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        7","","    70"," ,E,0121,+"
