"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"GME00111464","1930","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        0","","     0"," ,E,1231,+"
"GME00111464","1932","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        0","","     0"," ,E,1231,+"
"GME00111464","1934","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        2","","   200"," ,E,0221, "
"GME00111464","1935","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       19","","   110"," ,E,0309, "
"GME00111464","1936","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       10","","   100"," ,E,0210, "
"GME00111464","1937","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       28","","   100"," ,E,0120, "
"GME00111464","1938","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       28","","   270"," ,E,0107, "
"GME00111464","1939","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       52","","   280"," ,E,1208, "
"GME00111464","1940","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       79","","   330"," ,E,0220, "
"GME00111464","1941","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       46","","   350"," ,E,0110, "
"GME00111464","1942","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       50","","   350"," ,E,0217, "
"GME00111464","1943","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       21","","   270"," ,E,0111,+"
"GME00111464","1944","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       48","","   230"," ,E,0220, "
"GME00111464","1961","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       26","","   100"," ,E,0115, "
"GME00111464","1962","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       34","","   130"," ,E,1231, "
"GME00111464","1963","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       83","","   400"," ,E,0203, "
"GME00111464","1964","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       28","","   100"," ,E,1206, "
"GME00111464","1965","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       53","","   600"," ,E,0304, "
"GME00111464","1966","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       43","","   200"," ,E,0115, "
"GME00111464","1967","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       24","","   180"," ,E,1209,+"
"GME00111464","1968","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       34","","   220"," ,E,0114,+"
"GME00111464","1969","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       60","","   360"," ,E,0217, "
"GME00111464","1970","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       87","","   500"," ,E,0306, "
"GME00111464","1971","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       46","","   240"," ,E,0101, "
"GME00111464","1972","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       29","","   150"," ,E,0201, "
"GME00111464","1973","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       30","","   170"," ,E,0413,+"
"GME00111464","1974","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        6","","    60"," ,E,1215,+"
"GME00111464","1975","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        3","","    80"," ,E,0326, "
"GME00111464","1976","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       34","","   250"," ,E,1215, "
"GME00111464","1977","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       33","","    70"," ,E,1129,+"
"GME00111464","1978","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       22","","   210"," ,E,1231, "
"GME00111464","1979","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       66","","   350"," ,E,0122,+"
"GME00111464","1980","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       48","","   250"," ,E,1209,+"
"GME00111464","1981","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       70","","   220"," ,E,0121, "
"GME00111464","1982","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","        5","","    30"," ,E,0111,+"
"GME00111464","1983","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       30","","   210"," ,E,0213, "
"GME00111464","1984","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       11","","   100"," ,E,0124, "
"GME00111464","1985","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       63","","   260"," ,E,0319, "
"GME00111464","1986","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       58","","   300"," ,E,1226,+"
"GME00111464","1987","51.1292","13.7558","227.0","DRESDEN KLOTZSCHE, GM","       68","","   330"," ,E,0130, "
