"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00053005","1979","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    250.1","","     250.1","0","        95","0","        52","0","         6","0","","","        27","0","        18","0","       166","0","        35","0","       147","0","        21","0","","","","","  -26.1","0,0101, ","","","   536"," ,0,1120, ","  50.5"," ,0,0502, ","   35.6","0,0806,+","-0.6","0,1010","-2.8","0,1022","-10.6","0,1101","-10.6","0,1101","-10.6","0,1101","-1.7","0,0511","-2.8","0,0510","-4.4","0,0404","-6.7","0,0402","-9.4","0,0310","    3824.0","0","    3824.0","0","    560.8"," ,0","     2687"," ,0","      8.80","0","     16.37","0","      1.23","0","","","","","",""
"USC00053005","1980","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    328.8","","     328.8","0","        78","0","        35","0","         1","0","","","        25","0","         8","0","       165","0","        24","0","       153","0","        32","0","","","","","  -25.6","0,0130, ","","","   193"," ,0,0207, ","  29.2"," ,0,0430, ","   36.1","0,0729,+","0.0","0,1016","-2.8","0,1017","-6.7","0,1024","-6.7","0,1024","-10.6","0,1117","-1.7","0,0418","-2.8","0,0417","-5.0","0,0412","-10.0","0,0403","-10.0","0,0403","    3723.5","5","    3723.5","0","    368.2"," ,0","     1703"," ,0","      9.56","0","     17.30","0","      1.82","0","","","","","",""
"USC00053005","1981","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    297.3","","     297.3","0","        81","0","        40","0","         1","0","       33","","        13","0","         3","0","       150","0","        11","0","       159","0","        20","0","","","","","  -25.6","0,0211, ","   254"," ,0,0116, ","   259"," ,0,0116, ","  33.5"," ,0,0517, ","   35.6","0,0721,+","0.0","0,1017","-2.2","0,1019","-5.6","0,1025","-8.3","0,1120","-8.9","0,1127","0.0","0,0510","-2.2","0,0406","-5.0","0,0405","-6.7","0,0308","-10.0","0,0212","    3051.6","6","    3051.6","0","    358.0"," ,0","     1118"," ,0","     10.70","0","     18.31","0","      3.09","0","","","","","",""
"USC00053005","1982","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    247.6","","     247.6","0","","","","","","","","","","","         8","0","       165","0","        21","0","       139","0","        13","0","","","","","  -27.2","0,0205, ","","","","","","","   36.7","0,0723, ","-1.1","0,1007","-6.7","0,1011","-6.7","0,1011","-6.7","0,1011","-9.4","0,1103","-2.2","0,0506","-2.2","0,0506","-4.4","0,0422","-7.2","0,0421","-9.4","0,0306","    3340.3","3","    3340.3","0","","","","","      9.01","0","     16.68","0","      1.35","0","","","","","",""
"USC00053005","1983","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    326.5","","     326.5","0","","","","","","","","","","","        11","0","       170","0","        32","0","       135","0","        22","0","","","","","  -26.7","0,1221, ","","","","","","","   35.0","0,0618, ","-2.2","0,0920","-2.2","0,0920","-9.4","0,1109","-9.4","0,1109","-9.4","0,1109","-0.6","0,0521","-2.8","0,0418","-6.1","0,0415","-8.3","0,0414","-13.3","0,0407","    3626.7","7","    3626.7","0","","","","","      9.03","0","     16.34","0","      1.71","0","","","","","",""
"USC00053005","1984","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    291.7","","     291.7","0","        99","0","        39","0","         1","0","       48","","        16","0","         7","0","       175","0","        13","0","       138","0","        15","0","","","","","  -33.3","0,0118, ","   229"," ,0,0420,+","   234"," ,0,0114, ","  51.6"," ,0,0420, ","   34.4","0,0719, ","-0.6","0,0925","-2.2","0,0928","-5.0","0,1017","-7.2","0,1116","-8.9","0,1118","-1.7","0,0430","-4.4","0,0428","-4.4","0,0428","-8.3","0,0404","-8.9","0,0308","    3749.4","4","    3749.4","0","    416.6"," ,0","     1633"," ,0","      9.19","0","     16.51","0","      1.86","0","","","","","",""
"USC00053005","1985","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    262.0","","     262.0","0","        93","0","        41","0","         3","0","       99","","        25","0","        19","0","       167","0","        37","0","       152","0","        24","0","","","","","  -26.1","0,0201,+","   406"," ,0,1211,+","   356"," ,0,1209, ","  37.1"," ,0,0603, ","   37.2","0,0706, ","0.0","0,0924","-4.4","0,0928","-4.4","0,0928","-7.8","0,0930","-11.1","0,1110","-0.6","0,0514","-3.3","0,0408","-4.4","0,0401","-13.3","0,0330","-13.3","0,0330","    3494.4","4","    3494.4","0","    416.3"," ,0","     2117"," ,0","      8.67","0","     16.35","0","      0.99","0","","","","","",""
"USC00053005","1986","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    247.4","","     247.4","0","        88","0","        30","0","         0","0","       44","","        14","0","         3","0","       141","0","         8","0","       147","0","        14","0","","","","","  -21.1","0,1210, ","   152"," ,0,0403, ","   203"," ,0,0403, ","  23.9"," ,0,0516, ","   36.7","0,0818, ","0.0","0,1004","-2.2","0,1011","-4.4","0,1012","-7.2","0,1108","-14.4","0,1110","-1.7","0,0419","-3.3","0,0415","-5.0","0,0414","-6.7","0,0228","-10.6","0,0214","    3401.9","9","    3401.9","0","    315.6"," ,0","     1193"," ,0","     10.33","0","     17.77","0","      2.89","0","","","","","",""
"USC00053005","1987","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    255.5","","     255.5","0","        98","0","        39","0","         2","0","       49","","        13","0","         6","0","       159","0","        20","0","       152","0","        21","0","","","","","  -22.2","0,1225, ","   203"," ,0,1227,+","   203"," ,0,0316, ","  32.8"," ,0,0609, ","   34.4","0,0723, ","-2.2","0,1010","-2.2","0,1010","-5.0","0,1011","-8.3","0,1116","-8.9","0,1117","-0.6","0,0422","-5.0","0,0414","-5.0","0,0414","-6.7","0,0403","-11.7","0,0330","    3339.4","4","    3339.4","0","    377.1"," ,0","     1826"," ,0","      9.85","0","     17.40","0","      2.30","0","","","","","",""
"USC00053005","1988","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    331.8","","     331.8","0","        76","0","        30","0","         3","0","       72","","        16","0","        11","0","       160","0","        30","0","       163","0","        26","0","","","","","  -22.2","0,0107, ","   279"," ,0,0331, ","   424"," ,0,0331, ","  41.1"," ,0,0804, ","   36.7","0,0624, ","-1.7","0,1023","-5.0","0,1028","-5.0","0,1028","-7.8","0,1117","-11.1","0,1119","0.0","0,0504","-2.8","0,0423","-7.2","0,0410","-7.2","0,0410","-9.4","0,0401","    3519.3","3","    3519.3","0","    391.5"," ,0","     2084"," ,0","      9.81","0","     17.69","0","      1.92","0","","","","","",""
"USC00053005","1989","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    259.6","","     259.6","0","        76","0","        31","0","         2","0","       60","","        16","0","        14","0","       150","0","        27","0","       156","0","        14","0","","","","","  -30.0","0,1222, ","   254"," ,0,0205, ","   213"," ,0,0128, ","  28.4"," ,0,0908, ","   36.7","0,0707,+","-1.1","0,1016","-6.1","0,1019","-6.1","0,1019","-7.8","0,1030","-8.9","0,1102","-1.7","0,0501","-2.8","0,0413","-11.7","0,0410","-11.7","0,0410","-11.7","0,0410","    3436.7","7","    3436.7","0","    326.8"," ,0","     1488"," ,0","      9.41","0","     17.04","0","      1.78","0","","","","","",""
"USC00053005","1990","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    281.7","","     281.7","0","        95","0","        42","0","         2","0","       53","","        23","0","        11","0","       163","0","        19","0","       152","0","        20","0","","","","","  -31.1","0,1222, ","   330"," ,0,0307, ","   315"," ,0,0306, ","  88.4"," ,0,0306, ","   37.8","0,0627, ","-0.6","0,1007","-3.9","0,1009","-5.0","0,1021","-7.8","0,1104","-8.9","0,1107","-0.6","0,0510","-2.8","0,0406","-8.3","0,0325","-8.3","0,0325","-11.7","0,0324","    3380.3","3","    3380.3","0","    439.6"," ,0","     2032"," ,0","      9.77","0","     17.35","0","      2.18","0","","","","","",""
"USC00053005","1991","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    244.8","","     244.8","0","        86","0","        40","0","         0","0","       33","","        11","0","         3","0","       155","0","        15","0","       151","0","        13","0","","","","","  -18.9","0,0130,+","   127"," ,0,1030, ","   203"," ,0,1030, ","  24.1"," ,0,0602, ","   35.0","0,0705, ","-0.6","0,1005","-6.1","0,1028","-6.1","0,1028","-12.2","0,1029","-12.2","0,1029","-1.1","0,0503","-3.9","0,0413","-6.1","0,0330","-7.2","0,0317","-9.4","0,0309","    3339.8","8","    3339.8","0","    359.8"," ,0","      937"," ,0","      9.85","0","     17.40","0","      2.29","0","","","","","",""
"USC00053005","1992","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    150.5","","     150.5","0","        86","0","        38","0","         4","0","       68","","        13","0","         2","0","       147","0","        18","0","       156","0","         7","0","","","","","  -18.9","0,0115, ","   254"," ,0,1123, ","   323"," ,0,0309, ","  63.2"," ,0,0624, ","   34.4","0,0809, ","-5.0","0,1008","-5.0","0,1008","-5.0","0,1008","-7.2","0,1105","-12.8","0,1122","-1.7","0,0425","-7.2","0,0401","-7.2","0,0401","-7.2","0,0401","-12.2","0,0310","    3130.7","7","    3130.7","0","    526.1"," ,0","     1612"," ,0","      9.88","0","     17.28","0","      2.47","0","","","","","",""
"USC00053005","1993","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    175.7","","     175.7","0","       100","0","        41","0","         1","0","       60","","        19","0","         8","0","       158","0","        27","0","       135","0","         9","0","","","","","  -21.7","0,1125, ","   178"," ,0,0109, ","   196"," ,0,1114, ","  26.2"," ,0,0913, ","   35.6","0,0731, ","-1.7","0,0914","-3.9","0,1009","-5.6","0,1027","-8.9","0,1029","-8.9","0,1029","-1.1","0,0502","-2.2","0,0420","-4.4","0,0322","-12.2","0,0313","-12.2","0,0313","    3647.8","8","    3647.8","0","    440.8"," ,0","     1588"," ,0","      8.74","0","     15.85","0","      1.63","0","","","","","",""
"USC00053005","1994","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    307.4","","     307.4","0","        86","0","        36","0","         2","0","       27","","        13","0","         2","0","       159","0","         9","0","       164","0","        23","0","","","         1"," ","  -21.1","0,0209, ","   152"," ,0,1231, ","   119"," ,0,1231, ","  46.0"," ,0,0724, ","   36.1","0,0626, ","-2.2","0,0922","-2.2","0,0922","-6.1","0,1031","-9.4","0,1115","-9.4","0,1115","-1.7","0,0430","-2.8","0,0428","-5.0","0,0427","-8.3","0,0330","-9.4","0,0328","    3370.6","6","    3370.6","0","    342.0"," ,0","     1089"," ,0","     10.43","0","     18.17","0","      2.69","0","","","","","",""
"USC00053005","1995","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    290.7","","     290.7","0","       114","0","        52","0","         1","0","       32","","        18","0","         3","0","       150","0","        16","0","       124","0","        28","0","","","","","  -23.3","0,0101, ","   178"," ,0,0213, ","   142"," ,0,0921, ","  38.6"," ,0,0517, ","   37.2","0,0808, ","-0.6","0,0921","-4.4","0,0922","-4.4","0,0922","-7.8","0,1101","-12.2","0,1102","-2.8","0,0427","-2.8","0,0427","-4.4","0,0412","-10.6","0,0330","-10.6","0,0330","    3395.7","7","    3395.7","0","    512.8"," ,0","     1257"," ,0","      9.82","0","     17.21","0","      2.43","0","","","","","",""
"USC00053005","1996","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    257.6","","     257.6","0","        93","0","        37","0","         3","0","       32","","        12","0","         8","0","       154","0","        24","0","       153","0","        14","0","","","","","  -27.8","0,0203, ","   152"," ,0,0201,+","   122"," ,0,0314, ","  34.3"," ,0,0523, ","   36.1","0,0703, ","-2.8","0,0927","-2.8","0,0927","-4.4","0,1018","-11.1","0,1116","-11.1","0,1116","-3.9","0,0429","-3.9","0,0429","-4.4","0,0327","-13.9","0,0326","-13.9","0,0326","    3331.2","2","    3331.2","0","    374.1"," ,0","     1104"," ,0","      9.79","0","     17.41","0","      2.17","0","","","","","",""
"USC00053005","1997","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    270.4","","     270.4","0","       107","0","        45","0","         5","0","       52","","        22","0","         5","0","       160","0","        22","0","       153","0","        17","0","","","","","  -23.3","0,0113, ","   356"," ,0,1025, ","   307"," ,0,1025, "," 117.6"," ,0,0729, ","   35.0","0,0715, ","0.0","0,1009","-2.8","0,1013","-4.4","0,1024","-14.4","0,1026","-14.4","0,1026","-0.6","0,0503","-3.3","0,0414","-10.0","0,0413","-10.0","0,0413","-10.0","0,0413","    3400.0","0","    3400.0","0","    642.6"," ,0","     1925"," ,0","      9.66","0","     16.79","0","      2.53","0","","","","","",""
"USC00053005","1998","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    345.6","","     345.6","0","        90","0","        39","0","         3","0","       36","","        13","0","         6","0","       149","0","        15","0","       147","0","        27","0","","","","","  -25.0","0,1222, ","   229"," ,0,0318, ","   224"," ,0,0318, ","  46.5"," ,0,0318, ","   38.3","0,0720, ","-1.1","0,1006","-2.8","0,1021","-5.6","0,1110","-8.3","0,1111","-11.1","0,1208","0.0","0,0429","-2.8","0,0417","-8.3","0,0331","-8.3","0,0331","-8.9","0,0319","    3276.6","6","    3276.6","0","    419.9"," ,0","     1195"," ,0","     10.45","0","     17.60","0","      3.29","0","","","","","",""
"USC00053005","1999","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    279.4","","     279.4","0","        85","0","        36","0","         4","0","       16","","        11","0","         0","0","       155","0","         6","0","       150","0","        15","0","","","","","  -15.0","0,1124, ","   178"," ,0,1122, ","   203"," ,0,1122, ","  61.2"," ,0,0430, ","   36.1","0,0704, ","0.0","0,0928","-2.2","0,0929","-8.3","0,1017","-8.3","0,1017","-12.8","0,1123","-0.6","0,0512","-6.7","0,0417","-6.7","0,0417","-6.7","0,0417","-9.4","0,0313","    3101.7","7","    3101.7","0","    526.2"," ,0","      889"," ,0","     10.78","0","     18.32","0","      3.24","0","","","","","",""
"USC00053005","2000","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    423.2","","     423.2","0","        76","0","        30","0","         0","0","       21","","        13","0","         1","0","       157","0","        10","0","       158","0","        39","0","","","         6"," ","  -17.8","0,1211, ","   229"," ,0,0315, ","   229"," ,0,0315, ","  20.8"," ,0,0517, ","   36.1","0,0706,+","0.0","0,0922","-3.3","0,0925","-5.6","0,1104","-6.7","0,1110","-10.0","0,1111","-1.1","0,0513","-2.8","0,0416","-4.4","0,0319","-7.8","0,0220","-9.4","0,0219","    2890.1","1","    2890.1","0","    287.0"," ,0","     1139"," ,0","     10.72","0","     18.44","0","      3.00","0","","","","","",""
"USC00053005","2001","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    389.8","","     389.8","0","        80","0","        37","0","         2","0","       29","","        17","0","         1","0","       148","0","        12","0","       161","0","        41","0","","","","","  -19.4","0,0209, ","   127"," ,0,0116, ","   127"," ,0,0116, ","  26.7"," ,0,0422, ","   36.7","0,0729, ","-2.2","0,1006","-2.2","0,1006","-6.7","0,1109","-6.7","0,1109","-11.1","0,1127","0.0","0,0503","-2.8","0,0423","-6.7","0,0319","-6.7","0,0319","-9.4","0,0228","    3457.4","4","    3457.4","0","    312.7"," ,0","     1132"," ,0","     10.61","0","     18.29","0","      2.94","0","","","","","",""
"USC00053005","2002","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    439.3","","     439.3","0","        62","0","        30","0","         1","0","       41","","        16","0","         4","0","       169","0","        16","0","       151","0","        44","0","","","","","  -21.1","0,0302, ","   178"," ,0,0301, ","   206"," ,0,0301, ","  31.5"," ,0,0524, ","   38.3","0,0701, ","-2.8","0,1013","-2.8","0,1013","-4.4","0,1024","-9.4","0,1030","-9.4","0,1030","0.0","0,0524","-2.8","0,0421","-5.6","0,0404","-7.2","0,0326","-11.7","0,0321","    3219.0","0","    3219.0","0","    234.9"," ,0","     1363"," ,0","     10.25","0","     18.25","0","      2.26","0","","","","","",""
"USC00053005","2003","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    387.7","","     387.7","0","        85","0","        32","0","         5","0","       40","","        16","0","         4","0","       151","0","         7","0","       162","0","        37","0","","","","","  -19.4","0,0224, ","   584"," ,0,0319, ","   457"," ,0,0318, ","  83.8"," ,0,0318, ","   37.8","0,0724,+","0.0","0,1012","-2.2","0,1014","-4.4","0,1030","-10.6","0,1122","-10.6","0,1122","-0.6","0,0511","-2.8","0,0409","-7.8","0,0329","-7.8","0,0329","-12.2","0,0305","    3224.4","4","    3224.4","0","    463.6"," ,0","     1732"," ,0","     10.79","0","     18.49","0","      3.10","0","","","","","",""
"USC00053005","2004","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    218.5","","     218.5","0","        98","0","        41","0","         1","0","       40","","         9","0","         6","0","       136","0","        13","0","       162","0","        18","0","","","","","  -22.2","0,0106, ","   229"," ,0,1128, ","   218"," ,0,1128, ","  26.9"," ,0,0818, ","   36.7","0,0713,+","-0.6","0,1023","-2.2","0,1030","-9.4","0,1102","-9.4","0,1102","-9.4","0,1102","-2.8","0,0501","-2.8","0,0501","-5.0","0,0412","-10.6","0,0214","-10.6","0,0214","    3064.6","6","    3064.6","0","    462.2"," ,0","      828"," ,0","     10.40","0","     17.93","0","      2.88","0","","","","","",""
"USC00053005","2005","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    378.5","","     378.5","0","        78","0","        38","0","         3","0","       28","","        12","0","         3","0","       140","0","        12","0","       152","0","        36","0","","","","","  -23.3","0,1208, ","   178"," ,0,0429, ","   191"," ,0,0313, ","  38.1"," ,0,0530, ","   39.4","0,0721, ","-1.7","0,1007","-2.2","0,1024","-6.1","0,1115","-8.9","0,1116","-8.9","0,1116","-1.1","0,0503","-6.1","0,0430","-6.1","0,0430","-6.7","0,0316","-11.1","0,0315","    3169.5","5","    3169.5","0","    412.6"," ,0","     1076"," ,0","     10.84","0","     18.60","0","      3.08","0","","","","","",""
"USC00053005","2006","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    432.7","","     432.7","0","        73","0","        26","0","         1","0","       46","","        16","0","         5","0","       149","0","        12","0","       161","0","        39","0","","","         1"," ","  -23.9","0,0218, ","   432"," ,0,1229, ","   310"," ,0,1220, ","  33.0"," ,0,1220, ","   37.8","0,0715,+","0.0","0,1013","-2.2","0,1017","-4.4","0,1018","-6.7","0,1101","-10.0","0,1127","-2.8","0,0426","-2.8","0,0426","-4.4","0,0323","-6.7","0,0322","-10.0","0,0321","    2949.1","1","    2949.1","0","    287.1"," ,0","     1617"," ,0","     10.89","0","     18.65","0","      3.14","0","","","","","",""
"USC00053005","2007","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    441.0","","     441.0","0","        82","0","        33","0","         2","0","       82","","        14","0","         7","0","       137","0","        29","0","       171","0","        36","0","","","","","  -22.2","0,0115, ","   356"," ,0,0102,+","   157"," ,0,1227, ","  55.6"," ,0,0802, ","   36.7","0,0625,+","0.0","0,1008","-5.0","0,1022","-5.0","0,1022","-7.2","0,1115","-12.2","0,1122","-5.6","0,0414","-5.6","0,0414","-5.6","0,0414","-7.8","0,0304","-11.1","0,0216","    3366.9","9","    3366.9","0","    347.8"," ,0","      989"," ,0","     10.49","0","     18.15","0","      2.82","0","","","","","",""
"USC00053005","2008","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00053005","2009","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    227.2","","     227.2","0","        91","0","        47","0","         5","0","       54","","        19","0","         5","0","       153","0","        20","0","       150","0","        11","0","         1"," ","         7"," ","  -26.1","0,1209, ","   381"," ,0,1029,+","   445"," ,0,1028, ","  53.3"," ,0,0721, ","   34.4","0,0724, ","-1.1","0,1002","-2.2","0,1007","-4.4","0,1009","-9.4","0,1010","-9.4","0,1010","-1.7","0,0419","-3.9","0,0407","-7.8","0,0406","-7.8","0,0406","-10.6","0,0328","    3117.3","3","    3117.3","0","    556.7"," ,0","     2048"," ,0","      9.78","0","     17.33","0","      2.24","0","","","","","",""
"USC00053005","2010","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    379.8","","     379.8","0","        87","0","        30","0","         1","0","       52","","        14","0","         2","0","       151","0","        11","0","       156","0","        35","0","         3"," ","         8"," ","  -23.3","0,0108,+","   178"," ,0,0106, ","   152"," ,0,0323, ","  29.0"," ,0,0422, ","   36.1","0,0818,+","0.0","0,1019","-6.1","0,1028","-6.1","0,1028","-8.3","0,1112","-12.2","0,1125","-0.6","0,0513","-3.9","0,0408","-6.7","0,0325","-6.7","0,0325","-12.2","0,0320","    3559.1","1","    3559.1","0","    354.5"," ,0","     1149"," ,0","     10.50","0","     17.99","0","      3.02","0","","","     14942","0","",""
"USC00053005","2011","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    406.2","","     406.2","7","        79","7","        36","7","         5","7","       47","","        10","7","        10","7","       145","7","        11","7","       149","7","        41","7","         6"," ","        13"," ","  -25.0","7,0202, ","   229"," ,7,1026, ","   246"," ,7,1026, ","  43.7"," ,7,0609, ","   36.7","7,0823, ","-2.2","7,1019","-2.2","7,1019","-11.1","7,1027","-11.1","7,1027","-11.1","7,1027","-2.2","7,0503","-2.2","7,0503","-5.0","7,0324","-7.2","7,0308","-10.6","7,0226","    3192.5","5","    3192.5","7","    452.5"," ,7","     1234"," ,7","     10.27","7","     18.03","7","      2.51","7","       191","7","     15308","7","      25.9","7"
"USC00053005","2012","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    498.8","","     498.8","7","        62","7","        25","7","         1","7","       28","","         7","7","         1","7","       133","7","         9","7","       186","7","        57","7","         1"," ","         5"," ","  -18.3","7,1229, ","   203"," ,7,0203, ","   231"," ,7,0203, ","  48.8"," ,7,0926, ","   38.9","7,0625, ","0.0","7,1005","-4.4","7,1007","-4.4","7,1007","-8.3","7,1111","-11.1","7,1112","-1.1","7,0408","-3.3","7,0321","-5.6","7,0310","-7.2","7,0309","-9.4","7,0302","    2866.1","1","    2866.1","7","    268.5"," ,7","      723"," ,7","     11.94","7","     20.13","7","      3.75","7","       253","7","","","      20.1","7"
"USC00053005","2013","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    425.1","","     425.1","7","        81","7","        41","7","         3","7","       49","","        20","7","         8","7","       173","7","        16","7","       143","7","        38","7","         4"," ","        12"," ","  -22.2","7,1205, ","   381"," ,7,0417, ","   325"," ,7,0501, ","  50.5"," ,7,0912, ","   36.7","7,0711, ","-3.3","7,1016","-3.3","7,1016","-6.7","7,1106","-6.7","7,1106","-10.0","7,1121","-3.3","7,0503","-3.3","7,0503","-8.3","7,0502","-8.3","7,0502","-12.2","7,0418","    3330.7","7","    3330.7","7","    478.1"," ,7","     2011"," ,7","      9.98","7","     17.59","7","      2.37","7","","","     16319","7","      83.6","7"
"USC00053005","2014","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    290.0","","     290.0","7","       102","7","        44","7","         1","7","       50","","        17","7","        12","7","       144","7","        25","7","       162","7","        21","7","         4"," ","        20"," ","  -26.7","7,1231, ","   203"," ,7,0202,+","   147"," ,7,0131, ","  50.0"," ,7,0511, ","   37.2","7,0707, ","-0.6","7,0913","-2.2","7,1029","-7.2","7,1110","-7.2","7,1110","-13.3","7,1111","-1.7","7,0513","-3.3","7,0415","-7.8","7,0414","-7.8","7,0414","-10.6","7,0303","    3320.0","0","    3320.0","7","    425.1"," ,7","     1342"," ,7","     10.25","7","     18.00","7","      2.51","7","       291","7","     16766","7","      18.3","7"
"USC00053005","2015","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    371.5","","     371.5","7","        99","7","        48","7","         3","7","       59","","        16","7","         3","7","       131","7","        23","7","       166","7","        32","7","         5"," ","        11"," ","  -19.4","7,0101, ","   203"," ,7,1215, ","   188"," ,7,1215, ","  41.1"," ,7,0417, ","   35.6","7,0815, ","0.0","7,1024","-5.6","7,1107","-5.6","7,1107","-8.3","7,1121","-8.9","7,1126","-2.2","7,0511","-2.2","7,0511","-4.4","7,0309","-6.7","7,0306","-16.1","7,0305","    3076.2","2","    3076.2","7","    496.0"," ,7","     1315"," ,7","     11.07","7","     18.59","7","      3.55","7","","","     13915","7","",""
"USC00053005","2016","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    387.6","","     387.6","7","        81","7","        30","7","         1","7","       61","","        10","7","         4","7","       128","7","        12","7","       174","7","        33","7","         3"," ","        16"," ","  -22.8","7,1218, ","   305"," ,7,0202, ","   340"," ,7,0323, ","  36.6"," ,7,0323, ","   37.2","7,0621, ","-2.8","7,1020","-2.8","7,1020","-7.2","7,1118","-7.2","7,1118","-9.4","7,1201","-3.9","7,0502","-3.9","7,0502","-7.2","7,0327","-7.2","7,0327","-10.6","7,0320","    3055.0","0","    3055.0","7","    296.2"," ,7","     1498"," ,7","     11.19","7","     19.05","7","      3.34","7","       240","7","     13161","7","      25.0","7"
"USC00053005","2017","40.57629","-105.08575","1525.2","FORT COLLINS, CO US","","","    352.7","","     352.7","7","        88","7","        39","7","         1","7","       26","","        13","7","         4","7","       131","7","        16","7","       164","7","        26","7","         1"," ","        17"," ","  -26.7","7,0106, ","   178"," ,7,0105, ","   147"," ,7,0518, ","  70.4"," ,7,0518, ","   37.8","7,0621, ","-0.6","7,1003","-4.4","7,1010","-4.4","7,1010","-10.6","7,1205","-10.6","7,1205","0.0","7,0520","-2.2","7,0430","-5.6","7,0303","-6.7","7,0302","-9.4","7,0227","    2838.0","0","    2838.0","7","    435.0"," ,7","      975"," ,7","     11.36","7","     19.12","7","      3.61","7","       276","7","     15500","7","      19.2","7"
