"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00236038","1973","39.59917","-91.41167","146.3","NEW LONDON, MO US","","","","","","","","","         3"," ","","","",""
"USC00236038","1974","39.59917","-91.41167","146.3","NEW LONDON, MO US","","","","","","","","","         1"," ","","","",""
"USC00236038","1975","39.59917","-91.41167","146.3","NEW LONDON, MO US","       105","6","        65","6","        12","6","","","","","  78.7"," ,6,0826, ","   1039.4"," ,6"
"USC00236038","1976","39.59917","-91.41167","146.3","NEW LONDON, MO US","        69","6","        50","6","         5","6","","","         1"," ","  55.4"," ,6,0304, ","    668.2"," ,6"
"USC00236038","1977","39.59917","-91.41167","146.3","NEW LONDON, MO US","       113","6","        68","6","        11","6","         5"," ","        31"," ","  80.3"," ,6,0829, ","   1041.2"," ,6"
"USC00236038","1978","39.59917","-91.41167","146.3","NEW LONDON, MO US","","","","","","","         3"," ","        26"," ","","","",""
"USC00236038","1979","39.59917","-91.41167","146.3","NEW LONDON, MO US","","","","","","","         1"," ","        15"," ","","","",""
"USC00236038","1981","39.59917","-91.41167","146.3","NEW LONDON, MO US","","","","","","","         4"," ","         2"," ","","","",""
"USC00236038","1984","39.59917","-91.41167","146.3","NEW LONDON, MO US","","","","","","","         3"," ","         1"," ","","","",""
"USC00236038","1990","39.59917","-91.41167","146.3","NEW LONDON, MO US","","","","","","","         3"," ","","","","","",""
