"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00024051","2016","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","","","","","","","","","","","","","","","","","         8"," ","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024051","2017","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","","","","","","","","","","","","","","","","","        87"," ","        13"," ","        40"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024051","2018","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","       3.3","W","    460.9","","     460.9","W","         7","W","       174","W","        15","W","       165","W","        67","W","        68"," ","        15"," ","        38"," ","  -27.7","W,0220, ","   40.0","W,0628, ","-1.6","W,1012","-3.2","W,1013","-9.3","W,1014","-9.3","W,1014","-9.3","W,1014","-2.1","W,0427","-4.3","W,0425","-6.6","W,0407","-8.2","W,0404","-9.3","W,0312","    3211.9","9","    3211.9","W","     10.06","W","     19.27","W","      0.85","W","       330","W","      20.1","W"
"USW00024051","2019","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","       3.1","W","    430.6","","     430.6","W","        12","W","       185","W","        28","W","       154","W","        55","W","        88"," ","        24"," ","        58"," ","  -27.1","W,0208, ","   39.4","W,0719, ","-3.2","W,1007","-3.2","W,1007","-7.1","W,1010","-7.1","W,1010","-10.5","W,1011","0.0","W,0522","-3.8","W,0414","-7.1","W,0411","-7.1","W,0411","-22.1","W,0305","    3641.4","4","    3641.4","W","      8.78","W","     17.48","W","      0.09","W","       340","W","      21.0","W"
"USW00024051","2020","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","","","","","","","","","","","","","","","","","        63"," ","        11"," ","        39"," ","","","","","","","","","","","","","","","","","","","","","","","","","    3560.4","4","    3560.4","W","","","","","","","","","",""
"USW00024051","2021","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","       3.2","W","","","","","","","","","","","","","","","        55"," ","         9"," ","        15"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       340","W","      23.3","W"
"USW00024051","2022","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","       3.2","W","    544.5","","     544.5","W","        26","W","       180","W","        30","W","       173","W","        76","W","        54"," ","        11"," ","        19"," ","  -31.6","W,1222, ","   41.1","W,0718, ","-0.5","W,1012","-2.7","W,1018","-5.5","W,1025","-8.2","W,1028","-12.7","W,1111","0.0","W,0521","-3.8","W,0426","-5.5","W,0425","-8.8","W,0414","-10.5","W,0413","    3478.2","2","    3478.2","W","      9.30","W","     18.73","W","     -0.13","W","       320","W","      21.0","W"
"USW00024051","2023","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","","","","","","","","","","","","","","","","","        99"," ","        23"," ","        41"," ","","","","","","","","","","","","","","","","","","","","","","","","","    3840.2","2","    3840.2","W","","","","","","","","","",""
"USW00024051","2024","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","","","    488.6","","     488.6","W","         7","W","       169","W","        12","W","       172","W","        72","W","        55"," ","        11"," ","        23"," ","  -33.8","W,0116, ","   38.3","W,0712,+","-2.7","W,1025","-2.7","W,1025","-7.1","W,1105","-7.1","W,1105","-9.3","W,1120","0.0","W,0511","-4.3","W,0421","-5.5","W,0409","-9.9","W,0326","-9.9","W,0326","","","","","     11.11","W","     20.21","W","      2.02","W","","","",""
"USW00024051","2025","40.43556","-104.63194","1431.6","GREELEY WELD CO AIRPORT, CO US","","","","","","","","","","","","","","","","","        26"," ","         7"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
