"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00041001","1906","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","        59"," ","","","",""
"USC00041001","1907","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","        15"," ","","","",""
"USC00041001","1908","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","         8"," ","","","",""
"USC00041001","1909","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","        27"," ","","","",""
"USC00041001","1910","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","         1"," ","","","",""
"USC00041001","1912","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","        46","6","        42","6","        12","6","","","  59.4"," ,6,0312, ","    745.7"," ,6"
"USC00041001","1913","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","         2"," ","","","",""
"USC00041001","1914","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","        36"," ","","","",""
"USC00041001","1915","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","         4"," ","","","",""
"USC00041001","1916","37.116667","-122.116667","143.3","BOULDER CREEK, CA US","","","","","","","         6"," ","","","",""
