"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00140883","1909","39.816667","-101.133333","882.1","BLAKEMAN, KS US","    562.0","","     562.0","6","        71","6","        46","6","         4","6","        20","6","       184","6","        34","6","       177","6","        61","6","","","  -27.2","6,1207, ","  44.5"," ,6,0711, ","   38.3","6,0827, ","-1.1","6,0923","-3.3","6,0924","-9.4","6,1012","-9.4","6,1012","-9.4","6,1012","-1.7","6,0509","-9.4","6,0501","-9.4","6,0501","-9.4","6,0501","-9.4","6,0501","","","","","    536.9"," ,6","     10.04","6","     18.42","6","      1.65","6"
"USC00140883","1910","39.816667","-101.133333","882.1","BLAKEMAN, KS US","    544.2","","     544.2","6","        51","6","        30","6","         2","6","         7","6","       172","6","        15","6","       201","6","        70","6","","","  -22.2","6,0106, ","  74.9"," ,6,0812, ","   42.2","6,0727, ","0.0","6,0927","-3.9","6,1006","-8.9","6,1021","-8.9","6,1021","-8.9","6,1021","0.0","6,0524","-4.4","6,0503","-4.4","6,0503","-6.7","6,0315","-10.6","6,0227","    3260.0","0","    3260.0","6","    289.6"," ,6","     11.47","6","     20.81","6","      2.13","6"
"USC00140883","1911","39.816667","-101.133333","882.1","BLAKEMAN, KS US","    679.4","","     679.4","6","","","","","","","        14","6","       171","6","        24","6","       176","6","        81","6","","","  -33.3","6,0103, ","","","   41.1","6,0629, ","-0.6","6,1004","-6.1","6,1020","-6.1","6,1020","-8.9","6,1031","-8.9","6,1031","-3.3","6,0502","-3.3","6,0502","-5.0","6,0419","-8.9","6,0414","-8.9","6,0414","    2918.7","7","    2918.7","6","","","     11.07","6","     20.13","6","      2.02","6"
"USC00140883","1912","39.816667","-101.133333","882.1","BLAKEMAN, KS US","    412.0","","     412.0","6","        80","6","        47","6","         3","6","        20","6","       182","6","        34","6","       155","6","        42","6","","","  -36.1","6,0112, ","  32.0"," ,6,0802, ","   38.9","6,0708, ","0.0","6,0918","-2.2","6,0925","-4.4","6,0930","-8.9","6,1022","-8.9","6,1022","-1.7","6,0516","-6.7","6,0418","-6.7","6,0418","-6.7","6,0418","-10.0","6,0324","    3905.6","6","    3905.6","6","    514.9"," ,6","      9.06","6","     16.88","6","      1.24","6"
"USC00140883","1913","39.816667","-101.133333","882.1","BLAKEMAN, KS US","    693.2","","     693.2","6","","","","","","","        14","6","       169","6","        39","6","       179","6","        79","6","","","  -26.7","6,0108, ","","","   42.2","6,0715, ","-1.7","6,0921","-2.8","6,0925","-4.4","6,0926","-7.8","6,1021","-10.6","6,1027","0.0","6,0427","-2.8","6,0426","-5.6","6,0413","-7.8","6,0412","-12.2","6,0327","    3467.7","7","    3467.7","6","","","     10.39","6","     19.05","6","      1.73","6"
"USC00140883","1914","39.816667","-101.133333","882.1","BLAKEMAN, KS US","","","","","        62","6","        35","6","         5","6","        18","6","       164","6","","","","","","","","","  -25.6","6,1216, ","  48.3"," ,6,0821, ","","","-1.1","6,1005","-3.9","6,1016","-5.0","6,1027","-9.4","6,1108","-9.4","6,1108","-1.7","6,0513","-4.4","6,0412","-4.4","6,0412","-6.7","6,0411","-8.9","6,0409","","","","","    468.0"," ,6","","","","","      2.24","6"
"USC00140883","1915","39.816667","-101.133333","882.1","BLAKEMAN, KS US","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00140883","1916","39.816667","-101.133333","882.1","BLAKEMAN, KS US","    579.7","","     579.7","6","        55","6","        33","6","         2","6","        28","6","       180","6","        35","6","       182","6","        72","6","","","  -26.1","6,0113, ","  31.8"," ,6,0604, ","   41.7","6,0803, ","0.0","6,0915","-5.6","6,0929","-5.6","6,0929","-12.8","6,1020","-12.8","6,1020","0.0","6,0517","-3.9","6,0511","-4.4","6,0503","-7.2","6,0427","-10.6","6,0315","    3262.7","7","    3262.7","6","    338.8"," ,6","     10.08","6","     19.36","6","      0.79","6"
"USC00140883","1917","39.816667","-101.133333","882.1","BLAKEMAN, KS US","    508.6","","     508.6","6","        59","6","        36","6","         2","6","        20","6","       185","6","        27","6","       164","6","        56","6","","","  -26.7","6,0201, ","  29.2"," ,6,0814, ","   42.8","6,0728, ","-6.7","6,1008","-6.7","6,1008","-6.7","6,1008","-6.7","6,1008","-9.4","6,1012","-0.6","6,0602","-2.8","6,0508","-8.3","6,0408","-8.3","6,0408","-12.2","6,0327","    3744.1","1","    3744.1","6","    386.7"," ,6","      9.98","6","     19.18","6","      0.77","6"
"USC00140883","1918","39.816667","-101.133333","882.1","BLAKEMAN, KS US","","","","","","","","","","","        22","6","       161","6","","","","","","","","","  -33.3","6,0111, ","","","","","-1.1","6,0920","-4.4","6,1027","-4.4","6,1027","-6.7","6,1110","-9.4","6,1119","-1.7","6,0510","-3.9","6,0430","-4.4","6,0407","-6.7","6,0406","-9.4","6,0323","    3141.6","6","    3141.6","6","","","","","","","      2.38","6"
"USC00140883","1919","39.816667","-101.133333","882.1","BLAKEMAN, KS US","","","","","        60","6","        39","6","         2","6","        15","6","       169","6","","","","","","","","","  -31.1","6,1209, ","  27.4"," ,6,0609, ","","","-1.7","6,0923","-2.2","6,1006","-5.0","6,1026","-9.4","6,1028","-9.4","6,1028","0.0","6,0522","-4.4","6,0417","-4.4","6,0417","-10.6","6,0308","-10.6","6,0308","","","","","    349.6"," ,6","","","","","      2.35","6"
