"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"COM00080110","1964","6.22","-75.591","1505.7","OLAYA HERRERA, CO","","","","","","","         0","S","         0","S","    8.9","S,1227,+","","","","","     15.63","S"
"COM00080110","1965","6.22","-75.591","1505.7","OLAYA HERRERA, CO","","","","","","","         0","S","         0","S","   10.0","S,0304,+","","","","","     15.69","S"
"COM00080110","1977","6.22","-75.591","1505.7","OLAYA HERRERA, CO","       178","S","       118","S","        10","S","         0","S","         0","S","   14.0","S,1231,+"," 256.0"," ,S,0531, ","   1837.7"," ,S","     16.93","S"
"COM00080110","1978","6.22","-75.591","1505.7","OLAYA HERRERA, CO","       173","S","       125","S","         9","S","","","","","","","  45.0"," ,S,0612, ","   1507.9"," ,S","",""
"COM00080110","1979","6.22","-75.591","1505.7","OLAYA HERRERA, CO","       189","S","       115","S","        14","S","","","","","","","  55.1"," ,S,1107, ","   1515.6"," ,S","",""
"COM00080110","1981","6.22","-75.591","1505.7","OLAYA HERRERA, CO","       185","S","       135","S","        10","S","","","","","","","  51.1"," ,S,0808, ","   1646.2"," ,S","",""
