"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093218","1964","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093218","1965","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","    342.6","","     342.6","X","        48","X","        34","X","         5","X","        0","","         0","X","         0","X","        57","X","         0","X","       208","X","        73","X","        19"," ","         2"," ","         2"," ","   -5.6","X,1220,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  67.3"," ,X,1116, ","   38.9","X,0810,+","0.0","X,1102","-2.2","X,1203","-4.4","X,1215","","","","","0.0","X,0506","-2.2","X,0224","-4.4","X,0101","","","","","","","    574.1"," ,X","        0"," ,X","     14.19","X","     23.32","X","      5.07","X","","","",""
"USW00093218","1966","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","         8"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093218","1967","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        24"," ","         6"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00093218","1968","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","    388.3","","     388.3","X","        34","X","        25","X","         0","X","        0","","         0","X","         0","X","        89","X","         0","X","       229","X","        90","X","        52"," ","        15"," ","         2"," ","   -9.4","X,1221, ","     0"," ,X,1231,+","     0","T,X,1219, ","  24.1"," ,X,1114, ","   40.6","X,0831, ","-1.7","X,1113","-3.9","X,1114","-5.0","X,1128","-6.7","X,1204","-9.4","X,1221","-1.1","X,0524","-2.2","X,0511","-4.4","X,0421","-7.2","X,0107","    1704.8","8","    1704.8","X","    299.4"," ,X","        0","T,X","     14.24","X","     24.63","X","      3.85","X","       225","X","      15.4","X"
"USW00093218","1969","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","    428.9","","     428.9","X","        50","X","        37","X","        12","X","        0","","         1","X","         0","X","        83","X","         0","X","       224","X","        90","X","        55"," ","         4"," ","         8"," ","   -6.7","X,1231, ","     0","T,X,0130,+","    43"," ,X,0130, ","  83.8"," ,X,0125, ","   42.8","X,0803, ","-1.7","X,1013","-4.4","X,1118","-4.4","X,1118","-6.7","X,1231","","","-1.7","X,0503","-2.2","X,0315","-4.4","X,0131","","","    2002.8","8","    2002.8","X","    762.1"," ,X","       43"," ,X","     14.24","X","     24.15","X","      4.33","X","       203","X","      33.4","X"
"USW00093218","1970","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","    479.5","","     479.5","X","        48","X","        34","X","         8","X","        0","","         0","X","         0","X","        87","X","         0","X","       226","X","       105","X","        68"," ","        14"," ","         2"," ","   -7.2","X,0104, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  87.1"," ,X,1128, ","   43.3","X,0704, ","-1.1","X,1007","-2.2","X,1028","","","","","","","-0.6","X,0511","-3.3","X,0429","-4.4","X,0415","-6.7","X,0105","    1782.2","2","    1782.2","X","    696.2"," ,X","        0"," ,X","     14.58","X","     24.85","X","      4.30","X","       203","X","      14.9","X"
"USW00093218","1971","36.0","-121.23333","317.0","JOLON FORT HUNTER LIGGETT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","        20"," ","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1998.9","9","    1998.9","X","","","","","","","","","","","","","",""
