"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"GQW00041406","1962","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3261.4","","    3261.4","Z","       241","X","       141","X","        32","X","","","","","         0","Z","         0","Z","         0","Z","       364","Z","        22","Z","","","","","","","   20.0","Z,1231, ","","","",""," 145.5"," ,X,0802, ","   33.3","Z,1011,+","       0.0","0","       0.0","Z","   2655.8"," ,X","","","","","     27.29","Z","     29.85","Z","     24.73","Z","","","","","","","","","","","","","","","","","",""
"GQW00041406","1963","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3105.8","","    3105.8","Z","       268","Z","       173","Z","        29","Z","        0","","         0","X","         0","X","         0","Z","         0","X","       365","X","         5","X","","","","","","","   21.1","Z,1208,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 148.1"," ,Z,0428, ","   34.4","X,0616, ","       0.0","0","       0.0","X","   2958.3"," ,Z","","","        0"," ,X","     26.84","Z","     29.88","X","     23.79","Z","","","","","","","","","","","","","","","","","",""
"GQW00041406","1964","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3273.5","","    3273.5","X","       263","Z","       159","Z","        22","Z","        0","","         0","X","         0","Z","         0","X","         0","Z","       366","Z","        68","Z","","","","","","","   21.1","X,0319,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  74.2"," ,Z,0516, ","   33.9","Z,0714,+","       0.0","0","       0.0","Z","   2172.1"," ,Z","","","        0"," ,X","     27.28","X","     30.62","Z","     23.94","X","","","","","","","","","","","","","","","","","",""
"GQW00041406","1965","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3137.7","","    3137.7","Z","       241","Z","       129","Z","        20","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","        17","Z","","","","","         3"," ","   18.9","Z,0314, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  82.6"," ,Z,0913, ","   33.3","Z,1029,+","       0.0","0","       0.0","Z","   1850.6"," ,Z","      60.3","X","        0"," ,X","     26.93","Z","     30.22","Z","     23.63","Z","   158472","X","","","","","","","       225","X","","","","","","","      13.0","X"
"GQW00041406","1966","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3332.4","","    3332.4","Z","       239","Z","       125","Z","        12","Z","        0","","         0","X","         0","X","         0","Z","         0","X","       365","X","        82","X","","","","","","","   19.4","Z,1016, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 152.7"," ,Z,0910, ","   33.9","X,1015,+","       0.0","0","       0.0","X","   1767.1"," ,Z","      56.7","X","        0"," ,X","     27.46","Z","     30.91","X","     24.01","Z","   150618","X","","","","","","","        90","X","","","","","","","      12.5","X"
"GQW00041406","1967","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3062.0","","    3062.0","Z","       272","Z","       191","Z","        29","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","         6","Z","","","","","","","   20.0","Z,1109,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 134.1"," ,Z,0912, ","   33.3","Z,1009, ","       0.0","0","       0.0","Z","   2892.6"," ,Z","","","        0"," ,X","     26.72","Z","     29.82","Z","     23.62","Z","","","","","","","","","       225","X","","","","","","","      17.9","X"
"GQW00041406","1968","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3218.7","","    3218.7","Z","       245","X","       149","X","        34","X","        0","","         0","X","         0","Z","         0","Z","         0","Z","       366","Z","         4","Z","","","","","","","   21.1","Z,1229,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  82.0"," ,X,0912, ","   32.2","Z,1005,+","       0.0","0","       0.0","Z","   2490.3"," ,X","      53.2","X","        0"," ,X","     27.13","Z","     30.17","Z","     24.08","Z","   141984","X","","","","","","","       270","X","","","","","","","      19.7","X"
"GQW00041406","1969","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3432.7","","    3432.7","Z","       263","Z","       153","Z","        24","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","       128","Z","","","","","        35"," ","   20.0","Z,0303,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 109.0"," ,Z,1016, ","   35.0","Z,0718,+","       0.0","0","       0.0","Z","   2083.7"," ,Z","      60.2","X","        0"," ,X","     27.73","Z","     31.02","Z","     24.44","Z","   160602","X","","","","","","","        90","X","","","","","","","      13.0","X"
"GQW00041406","1970","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3460.5","","    3460.5","Z","       258","Z","       138","Z","        14","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","        56","Z","","","","","        41"," ","   22.8","Z,0917,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  56.4"," ,Z,0819, ","   33.9","Z,0514, ","       0.0","0","       0.0","Z","   1711.6"," ,Z","      46.3","X","        0"," ,X","     27.81","Z","     30.58","Z","     25.05","Z","   123378","X","","","","","","","       135","X","","","","","","","      13.4","X"
"GQW00041406","1971","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","","","","","       283","X","       166","X","        17","X","        0","","         0","X","         0","Z","         0","Z","","","","","","","","","","","        25"," ","   22.2","Z,0302,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 169.7"," ,X,0503, ","","","       0.0","0","       0.0","Z","   2468.2"," ,X","","","        0"," ,X","","","","","     25.58","Z","","","","","","","","","        90","X","","","","","","","      21.0","X"
"GQW00041406","1972","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3199.0","","    3199.0","Z","       237","Z","       140","Z","        18","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       366","Z","         7","Z","","","","","        12"," ","   21.1","Z,1217,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 119.4"," ,Z,0917, ","   32.2","Z,1001,+","","","","","   1836.0"," ,Z","","","        0"," ,X","     27.08","Z","     29.93","Z","     24.22","Z","","","","","","","","","        45","X","","","","","","","      13.0","X"
"GQW00041406","1973","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3231.9","","    3231.9","Z","       250","Z","       122","Z","        13","Z","        0","","         0","X","         0","X","         0","Z","         0","X","       365","X","         4","X","","","","","","","   18.3","Z,0208, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  81.3"," ,Z,1005, ","   32.2","X,0806,+","       0.0","0","       0.0","X","   1504.5"," ,Z","      55.5","X","        0"," ,X","     27.18","Z","     29.91","X","     24.46","Z","   147600","X","","","","","","","        90","X","","","","","","","      13.0","X"
"GQW00041406","1974","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3304.1","","    3304.1","Z","       260","Z","       158","Z","        30","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","         8","Z","","","","","","","   21.7","Z,0320,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 145.0"," ,Z,0503, ","   34.4","Z,0627, ","       0.0","0","       0.0","Z","   2819.6"," ,Z","      59.6","X","        0"," ,X","     27.39","Z","     29.41","Z","     25.36","Z","   158520","X","","","","","","","       270","X","","","","","","","      14.3","X"
"GQW00041406","1975","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3191.8","","    3191.8","Z","       239","Z","       149","Z","        19","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       364","Z","         0","Z","","","","","","","   21.7","Z,1111, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  74.4"," ,Z,0726, ","   31.7","Z,0319, ","       0.0","0","       0.0","Z","   1838.7"," ,Z","      68.3","X","        0"," ,X","     27.10","Z","     28.97","Z","     25.22","Z","   182238","X","","","","","       135","X","       135","X","","","","","      27.2","X","      15.2","X"
"GQW00041406","1976","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3279.5","","    3279.5","Z","       255","Z","       169","Z","        38","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       366","Z","         7","Z","","","","","","","   21.1","Z,1109, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 469.6"," ,Z,0521, ","   32.8","Z,0902,+","       0.0","0","       0.0","Z","   3615.2"," ,Z","      54.8","X","        0"," ,X","     27.29","Z","     29.59","Z","     24.99","Z","   146382","X","","","","","       225","X","        45","X","","","","","      70.9","X","      34.0","X"
"GQW00041406","1977","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3348.9","","    3348.9","Z","       215","Z","       121","Z","        14","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","        12","Z","","","","","","","   22.2","Z,0206,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 120.1"," ,Z,1019, ","   32.8","Z,0924,+","       0.0","0","       0.0","Z","   1716.1"," ,Z","      59.0","X","        0"," ,X","     27.50","Z","     29.95","Z","     25.06","Z","   156720","X","","","","","       225","X","        45","X","","","","","      23.1","X","      14.8","X"
"GQW00041406","1978","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3228.9","","    3228.9","Z","       240","Z","       141","Z","        27","Z","        0","","         0","X","         0","X","         0","Z","         0","X","       365","X","         8","X","","","","","","","   20.0","Z,0220, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  82.0"," ,Z,0812, ","   32.8","X,0804,+","       0.0","0","       0.0","X","   2236.1"," ,Z","","","        0"," ,X","     27.17","Z","     29.65","X","     24.68","Z","   114042","X","","","","","       135","X","       135","X","","","","","      28.8","X","      17.0","X"
"GQW00041406","1979","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3338.4","","    3338.4","Z","       243","X","       126","X","        20","X","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","        65","Z","","","","","","","   22.2","Z,1227,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 117.6"," ,X,1010, ","   33.3","Z,0906,+","       0.0","0","       0.0","Z","   2093.6"," ,X","      44.8","X","        0"," ,X","     27.48","Z","     30.37","Z","     24.59","Z","   119022","X","","","","","       135","X","       135","X","","","","","      29.3","X","      19.2","X"
"GQW00041406","1980","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3399.0","","    3399.0","Z","       264","Z","       170","Z","        29","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       366","Z","        47","Z","","","","","","","   21.1","Z,0106, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 217.9"," ,Z,0226, ","   33.3","Z,0807,+","       0.0","0","       0.0","Z","   2789.9"," ,Z","      41.6","X","        0"," ,X","     27.62","Z","     30.60","Z","     24.63","Z","   110532","X","","","","","        45","X","        45","X","","","","","      32.4","X","      16.5","X"
"GQW00041406","1981","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3571.7","","    3571.7","Z","       254","X","       159","X","        28","X","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","        75","Z","","","","","","","   21.7","Z,0317, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 130.6"," ,X,0815, ","   33.9","Z,0930, ","       0.0","0","       0.0","Z","   2666.0"," ,X","      31.3","X","        0"," ,X","     28.11","Z","     31.10","Z","     25.13","Z","    82794","X","","","","","        45","X","       135","X","","","","","      25.7","X","      13.9","X"
"GQW00041406","1982","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3459.6","","    3459.6","Z","       262","X","       149","X","        25","X","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","        75","Z","","","","","","","   22.2","Z,1231,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  98.0"," ,X,0623, ","   33.9","Z,0421, ","       0.0","0","       0.0","Z","   2486.7"," ,X","      27.7","X","        0"," ,X","     27.81","Z","     30.97","Z","     24.65","Z","    73980","X","","","","","        90","X","        90","X","","","","","      23.1","X","      17.9","X"
"GQW00041406","1983","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","","","   3536.6","","    3536.6","Z","       209","Z","       123","Z","        13","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","       145","Z","","","","","","","   20.0","Z,0206, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  66.5"," ,Z,0921, ","   33.9","Z,0907,+","       0.0","0","       0.0","Z","   1552.5"," ,Z","      44.0","X","        0"," ,X","     28.02","Z","     31.45","Z","     24.58","Z","   116154","X","","","","","        45","X","       135","X","","","","","      18.0","X","      12.5","X"
"GQW00041406","1984","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","       3.7","X","   3661.2","","    3661.2","Z","       238","Z","       147","Z","        25","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       366","Z","       187","Z","","","","","        24"," ","   21.7","Z,0202, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  98.3"," ,Z,1113, ","   34.4","Z,0726,+","       0.0","0","       0.0","Z","   2201.7"," ,Z","","","        0"," ,X","     28.33","Z","     31.86","Z","     24.81","Z","    95630","X","","","","","        90","X","        90","X","","","","","      32.4","X","      26.8","X"
"GQW00041406","1985","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","       4.0","X","   3478.7","","    3478.7","X","       257","Z","       156","Z","        22","Z","        0","","         0","X","         0","Z","         0","X","         0","Z","       365","Z","        97","Z","","","","","        18"," ","   21.7","X,1218,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 109.2"," ,Z,0511, ","   33.9","Z,0705,+","       0.0","0","       0.0","Z","   2548.0"," ,Z","","","        0"," ,X","     27.87","X","     31.22","Z","     24.52","X","    69889","X","","","","","        90","X","        90","X","","","","","      20.6","X","      15.6","X"
"GQW00041406","1986","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","       4.4","X","   3411.6","","    3411.6","Z","       249","Z","       144","Z","        28","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","       100","Z","","","","","        16"," ","   21.1","Z,1227,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 203.5"," ,Z,1003, ","   33.9","Z,0810, ","       0.0","0","       0.0","Z","   2725.7"," ,Z","","","        0"," ,X","     27.68","Z","     31.15","Z","     24.21","Z","","","","","","","       225","X","       225","X","","","","","      23.6","X","      15.2","X"
"GQW00041406","1987","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","       4.3","X","   3508.5","","    3508.5","Z","       222","Z","       133","Z","        20","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","       143","Z","","","","","         5"," ","   21.1","Z,0121, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  95.3"," ,Z,0904, ","   34.4","Z,0604, ","       0.0","0","       0.0","Z","   1876.6"," ,Z","","","        0"," ,X","     27.94","Z","     31.52","Z","     24.36","Z","","","","","","","       315","X","       270","X","","","","","      24.7","X","      14.8","X"
"GQW00041406","1988","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","       4.2","X","   3573.6","","    3573.6","X","       255","Z","       144","Z","        17","Z","        0","","         0","X","         0","Z","         0","X","         0","Z","       366","Z","       170","Z","","","","","        13"," ","   21.1","X,0109, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  96.0"," ,Z,1028, ","   33.9","Z,0531, ","       0.0","0","       0.0","Z","   1955.4"," ,Z","","","        0"," ,X","     28.10","X","     31.71","Z","     24.47","X","    94532","X","","","","","       270","X","       270","X","","","","","      39.1","X","      28.6","X"
"GQW00041406","1989","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","       4.1","X","   3465.7","","    3465.7","Z","       254","X","       161","X","        29","X","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","       118","Z","","","","","        21"," ","   21.1","Z,0815,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 136.1"," ,X,0909, ","   34.4","Z,0109, ","       0.0","0","       0.0","Z","   2783.5"," ,X","","","        0"," ,X","     27.82","Z","     31.32","Z","     24.33","Z","    78632","X","","","","","        45","X","        45","X","","","","","      25.7","X","      21.0","X"
"GQW00041406","1990","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","       4.3","X","   3407.2","","    3407.2","Z","       273","Z","       165","Z","        22","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","       117","Z","","","","","        31"," ","   21.1","Z,0426,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 285.5"," ,Z,1221, ","   35.6","Z,0401, ","       0.0","0","       0.0","Z","   2724.5"," ,Z","","","        0"," ,X","     27.66","Z","     31.25","Z","     24.08","Z","    94653","X","","","","","        45","X","        45","X","","","","","      39.6","X","      29.9","X"
"GQW00041406","1991","13.48333","144.8","77.4","GUAM INTERNATIONAL AIRPORT, GU GQ","       4.2","X","   3363.4","","    3363.4","Z","       244","Z","       141","Z","        24","Z","        0","","         0","X","         0","Z","         0","Z","         0","Z","       365","Z","        79","Z","","","","","        26"," ","   21.1","Z,0324,+","     0"," ,X,1231,+","     0"," ,X,1231,+"," 111.8"," ,Z,0821, ","   33.9","Z,0808, ","       0.0","0","       0.0","Z","   2194.3"," ,Z","","","        0"," ,X","     27.54","Z","     31.05","Z","     24.03","Z","    64506","X","","","","","        90","X","","","","","","","      35.5","X","",""
