"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00261160","1966","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","","","","","","","","","","","         3"," ","","","","","","","","","",""
"USC00261160","1967","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","        41","0","        26","0","         0","0","        1","","         1","0","         1"," ","    51"," ,0,0124, ","    51"," ,0,0124, ","  14.7"," ,0,1119, ","    191.1"," ,0","       71"," ,0"
"USC00261160","1968","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","","","","","","","","","         7","0","         4"," ","","","   178"," ,0,0405, ","","","","","      517"," ,0"
"USC00261160","1969","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","        36","0","        26","0","         0","0","        5","","         6","0","         3"," ","   127"," ,0,0124, ","   127"," ,0,0124, ","  14.5"," ,0,1018, ","    182.2"," ,0","      380"," ,0"
"USC00261160","1970","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","        59","0","        20","0","         0","0","","","","","        19"," ","","","","","  24.1"," ,0,0613, ","    156.0"," ,0","",""
"USC00261160","1971","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","","","","","","","","","","","        12"," ","","","","","","","","","",""
"USC00261160","1972","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","","","","","","","","","","","         1"," ","","","","","","","","","",""
"USC00261160","1974","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","","","","","","","","","         0","0","","","","","    13"," ,0,1230, ","","","     79.1"," ,0","       13"," ,0"
"USC00261160","1975","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","        48","0","        24","0","         0","0","","","","","","","","","","","  15.5"," ,0,1011, ","    187.7"," ,0","",""
"USC00261160","1976","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","        25","0","        14","0","         0","0","        0","","         0","0","         1"," ","     0"," ,0,1231,+","     0","T,0,0328, ","  22.4"," ,0,0915, ","    144.0"," ,0","        0","T,0"
"USC00261160","1978","40.08333","-117.66667","1115.9","BRINKERHOFF RANCH, NV US","        46","0","        36","0","         0","0","","","","","","","","","","","  17.3"," ,0,0426, ","    248.0"," ,0","",""
