"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00453444","1913","46.56667","-119.58333","220.1","HANFORD A E C, WA US","    499.2","","     499.2","6","","","","","","","         6","6","       139","6","        39","6","       170","6","        66","6","","","  -22.2","6,0120, ","","","   43.3","6,0801,+","0.0","6,1005","-3.3","6,1016","-4.4","6,1120","-7.8","6,1208","","","-1.1","6,0502","-3.3","6,0428","-4.4","6,0407","-8.3","6,0326","-11.1","6,0214","    3114.7","7","    3114.7","6","","","     10.88","6","     18.70","6","      3.05","6"
"USC00453444","1914","46.56667","-119.58333","220.1","HANFORD A E C, WA US","    425.4","","     425.4","6","","","","","","","         2","6","       126","6","        22","6","       175","6","        64","6","","","  -19.4","6,1220, ","","","   41.1","6,0814,+","-0.6","6,1022","-2.2","6,1105","-4.4","6,1107","-8.3","6,1115","-11.7","6,1211","-0.6","6,0505","-2.8","6,0428","-4.4","6,0325","-7.2","6,0310","-10.0","6,0209","    2840.4","4","    2840.4","6","","","     11.30","6","     19.38","6","      3.23","6"
"USC00453444","1915","46.56667","-119.58333","220.1","HANFORD A E C, WA US","    422.7","","     422.7","6","        45","6","        25","6","         0","6","         2","6","       132","6","        20","6","       189","6","        56","6","","","  -19.4","6,0124, ","  18.0"," ,6,1111, ","   41.7","6,0721, ","-0.6","6,1006","-2.8","6,1007","-8.3","6,1106","-8.3","6,1106","-10.0","6,1113","-0.6","6,0424","-3.3","6,0421","-5.0","6,0311","-7.8","6,0215","-8.9","6,0130","    3079.9","9","    3079.9","6","    176.6"," ,6","     11.44","6","     19.45","6","      3.44","6"
"USC00453444","1916","46.56667","-119.58333","220.1","HANFORD A E C, WA US","","","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00453444","1917","46.56667","-119.58333","220.1","HANFORD A E C, WA US","","","","","","","","","","","","","","","","","","","","","         6"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00453444","1918","46.56667","-119.58333","220.1","HANFORD A E C, WA US","    584.6","","     584.6","6","","","","","","","         0","6","       111","6","        12","6","       177","6","        59","6","         3"," ","  -17.2","6,1231, ","","","   41.7","6,0717, ","0.0","6,1024","-3.3","6,1107","-5.6","6,1122","-7.2","6,1125","-9.4","6,1222","0.0","6,0417","-2.2","6,0414","-6.7","6,0402","-6.7","6,0402","-8.9","6,0305","    2609.7","7","    2609.7","6","","","     12.43","6","     19.61","6","      5.23","6"
"USC00453444","1919","46.56667","-119.58333","220.1","HANFORD A E C, WA US","","","","","        44","6","        25","6","         0","6","        13","6","       126","6","        27","6","       159","6","        53","6","         5"," ","  -32.8","6,1212, ","  11.4"," ,6,1103, ","   42.2","6,0715, ","-1.7","6,1008","-8.3","6,1024","-8.3","6,1024","-8.3","6,1024","-12.8","6,1126","0.0","6,0420","-2.2","6,0411","-4.4","6,0306","-8.3","6,0202","-9.4","6,0201","    2635.4","4","    2635.4","6","    160.4"," ,6","     10.86","6","     18.20","6","      3.52","6"
"USC00453444","1920","46.56667","-119.58333","220.1","HANFORD A E C, WA US","    496.4","","     496.4","6","","","","","","","         0","6","       109","6","        18","6","       153","6","        52","6","","","  -12.8","6,0112, ","","","   41.7","6,0715, ","0.0","6,1019","-5.0","6,1031","-5.0","6,1031","-6.7","6,1107","","","-0.6","6,0430","-3.9","6,0402","-7.2","6,0316","-7.2","6,0316","-11.7","6,0122","","","","","","","     11.44","6","     18.10","6","      4.79","6"
"USC00453444","1921","46.56667","-119.58333","220.1","HANFORD A E C, WA US","    523.8","","     523.8","6","        28","6","        16","6","         0","6","         0","6","       110","6","        16","6","       175","6","        55","6","","","  -13.9","6,1230, ","  22.4"," ,6,0213, ","   39.4","6,0623, ","-1.1","6,0911","-2.2","6,1022","-7.2","6,1118","-7.2","6,1118","-11.7","6,1119","0.0","6,0429","-2.8","6,0407","-4.4","6,0221","-7.8","6,0216","-8.9","6,0111","    2621.5","5","    2621.5","6","    138.5"," ,6","     12.12","6","     19.39","6","      4.86","6"
"USC00453444","1922","46.56667","-119.58333","220.1","HANFORD A E C, WA US","    660.5","","     660.5","6","        31","6","        14","6","         0","6","        13","6","       118","6","        45","6","       167","6","        67","6","         1"," ","  -26.1","6,1216, ","  19.3"," ,6,1230, ","   43.9","6,0703, ","-1.7","6,1027","-2.2","6,1028","-7.2","6,1102","-7.2","6,1102","-13.3","6,1207","-1.7","6,0508","-3.9","6,0411","-5.0","6,0324","-9.4","6,0227","-9.4","6,0227","    3186.1","1","    3186.1","6","    112.3"," ,6","     10.88","6","     17.97","6","      3.78","6"
