"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GQC00914278","1979","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","","","","","       233","0","       127","0","        31","0","        0","","         0","0","","","","","         0","0","       362","0","         2","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 152.4"," ,0,0922, ","   32.2","0,0905,+","","","","","   2421.4"," ,0","        0"," ,0","","","     30.40","0","",""
"GQC00914278","1980","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","","","","","       278","0","       179","0","        33","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 186.4"," ,0,0226, ","","","","","","","   3130.1"," ,0","        0"," ,0","","","","","",""
"GQC00914278","1981","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","","","","","       241","0","       160","0","        28","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 125.7"," ,0,1121, ","","","","","","","   2510.8"," ,0","        0"," ,0","","","","","",""
"GQC00914278","1982","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","   2774.8","","    2774.8","0","       241","0","       160","0","        24","0","","","         0","0","         0","0","         0","0","         0","0","       359","0","         1","0","   13.9","0,1129, ","","","     0"," ,0,1231,+","  99.1"," ,0,0623, ","   34.4","0,0730, ","","","","","   2258.6"," ,0","        0"," ,0","     26.19","0","     29.55","0","     22.83","0"
"GQC00914278","1983","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","","","","","       185","0","       117","0","        11","0","","","         0","0","         0","0","         0","0","","","","","","","   18.3","0,0128,+","","","     0"," ,0,1231,+","  76.2"," ,0,0922, ","","","       0.0","0","       0.0","0","   1375.7"," ,0","        0"," ,0","","","","","     23.13","0"
"GQC00914278","1984","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","   3180.4","","    3180.4","0","       215","0","       139","0","        23","0","","","         0","0","         0","0","         0","0","         0","0","       366","0","        17","0","   21.1","0,0106, ","","","     0"," ,0,1231,+"," 101.1"," ,0,0925, ","   33.3","0,0919, ","","","","","   2194.6"," ,0","        0"," ,0","     27.02","0","     30.88","0","     23.16","0"
"GQC00914278","1985","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","   3034.6","","    3034.6","0","       239","0","       132","0","        24","0","","","         0","0","         0","0","         0","0","         0","0","       363","0","        14","0","   20.0","0,1101, ","","","     0"," ,0,1231,+"," 101.6"," ,0,0928, ","   35.6","0,1125, ","       0.0","0","       0.0","0","   2005.1"," ,0","        0"," ,0","     26.71","0","     30.69","0","     22.74","0"
"GQC00914278","1986","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","   2915.8","","    2915.8","0","       238","0","       146","0","        27","0","        0","","         0","0","         0","0","         0","0","         0","0","       359","0","         2","0","   18.9","0,1124, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 149.1"," ,0,0705, ","   32.2","0,0728,+","       0.0","0","       0.0","0","   2677.2"," ,0","        0"," ,0","     26.47","0","     30.65","0","     22.29","0"
"GQC00914278","1987","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","   2820.9","","    2820.9","0","       226","0","       124","0","        14","0","","","         0","0","         0","0","         0","0","         0","0","       364","0","        22","0","   13.3","0,0531,+","","","     0"," ,0,1231,+","  78.0"," ,0,0711, ","   32.8","0,1018,+","       0.0","0","       0.0","0","   1595.3"," ,0","        0"," ,0","     26.08","0","     30.72","0","     21.43","0"
"GQC00914278","1988","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","       0.0","0","       0.0"," ","","","","","","","","","",""
"GQC00914278","1990","13.3114","144.7364","85.3","INARAJAN NASA, GU GQ","","","","","       245","0","       166","0","        29","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 165.1"," ,0,1122, ","","","","","","","   2421.5"," ,0","        0"," ,0","","","","","",""
