"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00348769","1959","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    972.7","","     972.7","0","        90","0","        65","0","        15","0","","","         1","0","         1","0","        82","0","         9","0","       198","0","        48","0","","","","","  -17.8","0,0104, ","","","    25"," ,0,0206, ","  84.1"," ,0,0601, ","   35.6","0,0807, ","","","-0.6","0,1105","-7.8","0,1106","-7.8","0,1106","-7.8","0,1106","-12.2","0,1117","-1.7","0,0322","-5.0","0,0307","-5.0","0,0307","-6.7","0,0207","-10.0","0,0206","    2077.6","6","    2077.6","0","   1132.6"," ,0","       25"," ,0","     15.08","0","     21.07","0","      9.10","0","     44294","0"
"USC00348769","1961","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    873.1","","     873.1","0","        90","0","        66","0","        11","0","        5","","         1","0","         0","0","        68","0","         6","0","       203","0","        40","0","","","","","  -15.0","0,0121, ","   127"," ,0,0207, ","    51"," ,0,0126, "," 101.9"," ,0,0715, ","   36.1","0,0809,+","","","0.0","0,1103","-12.2","0,1212","-12.2","0,1212","-12.2","0,1212","-12.2","0,1212","0.0","0,0309","-2.2","0,0225","-4.4","0,0205","-8.3","0,0130","-10.0","0,0129","    1962.0","0","    1962.0","0","   1136.5"," ,0","       51"," ,0","     15.13","0","     20.60","0","      9.65","0","     39508","0"
"USC00348769","1962","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1197.9","","    1197.9","0","        96","0","        55","0","        11","0","        5","","         1","0","         3","0","        69","0","        11","0","       199","0","        64","0","","","","","  -20.0","0,0111, ","    51"," ,0,0112,+","    41"," ,0,0109, ","  88.6"," ,0,1016, ","   41.1","0,0812, ","","","0.0","0,1104","-3.3","0,1206","-7.8","0,1211","-7.8","0,1211","-15.0","0,1212","-2.2","0,0402","-2.2","0,0402","-4.4","0,0314","-8.3","0,0302","-12.2","0,0301","    2098.8","8","    2098.8","0","    864.6"," ,0","       54"," ,0","     16.00","0","     21.62","0","     10.39","0","",""
"USC00348769","1963","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1372.4","","    1372.4","0","        67","0","        40","0","         8","0","        4","","         2","0","         3","0","        83","0","        19","0","       228","0","        84","0","","","","","  -17.8","0,0124,+","    76"," ,0,1224,+","    51"," ,0,1222, ","  46.0"," ,0,0904, ","   40.6","0,0829,+","","","-1.1","0,1113","-3.9","0,1114","-9.4","0,1212","-9.4","0,1212","-9.4","0,1212","-0.6","0,0307","-3.3","0,0306","-5.0","0,0226","-8.9","0,0223","-8.9","0,0223","    1995.6","6","    1995.6","0","    617.8"," ,0","       76"," ,0","     16.55","0","     22.60","0","     10.50","0","     36528","0"
"USC00348769","1964","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1157.7","","    1157.7","0","        82","0","        56","0","        11","0","        4","","         3","0","         0","0","        80","0","         5","0","       218","0","        67","0","","","","","  -16.1","0,0114,+","   152"," ,0,0310, ","   152"," ,0,0310, "," 102.6"," ,0,0927, ","   41.7","0,0805, ","","","-2.8","0,1120","-2.8","0,1120","-7.8","0,1121","-7.8","0,1121","-9.4","0,1130","-1.7","0,0331","-4.4","0,0330","-4.4","0,0330","-7.2","0,0310","-11.7","0,0115","    1932.3","3","    1932.3","0","   1042.7"," ,0","      241"," ,0","     16.33","0","     22.12","0","     10.54","0","     41605","0"
"USC00348769","1965","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1158.2","","    1158.2","0","        78","0","        55","0","        11","0","        4","","         3","0","         0","0","        63","0","        10","0","       214","0","        66","0","","","","","  -12.2","0,0225, ","    51"," ,0,0224,+","    51"," ,0,0224,+","  53.6"," ,0,0828, ","   38.3","0,0725, ","","","0.0","0,1127","-3.9","0,1130","","","","","","","0.0","0,0328","-3.9","0,0327","-5.0","0,0326","-6.7","0,0321","-9.4","0,0320","    1954.0","0","    1954.0","0","    888.3"," ,0","      127"," ,0","     16.61","0","     22.20","0","     11.01","0","     39313","0"
"USC00348769","1966","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    992.5","","     992.5","0","        82","0","        49","0","        12","0","       11","","         5","0","         0","0","        71","0","        11","0","       214","0","        44","0","","","","","  -17.2","0,0130, ","    51"," ,0,0222, ","    51"," ,0,0222, ","  61.0"," ,0,0209, ","   39.4","0,0716, ","","","-6.1","0,1102","-6.1","0,1102","-6.1","0,1102","-7.2","0,1211","-12.2","0,1224","-4.4","0,0325","-4.4","0,0325","-4.4","0,0325","-7.8","0,0204","-11.1","0,0203","    1755.4","4","    1755.4","0","    893.0"," ,0","      166"," ,0","     15.65","0","     21.32","0","      9.99","0","",""
"USC00348769","1967","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    923.8","","     923.8","0","        81","0","        61","0","        12","0","","","","","         0","0","        67","0","         2","0","       210","0","        29","0","","","","","  -12.2","0,0108, ","","","","","  72.4"," ,0,0506, ","   37.8","0,0808, ","","","-1.1","0,1104","-2.2","0,1105","-7.8","0,1222","-7.8","0,1222","","","0.0","0,0319","-7.8","0,0309","-7.8","0,0309","-7.8","0,0309","-8.9","0,0308","    1765.9","9","    1765.9","0","   1023.7"," ,0","","","     15.69","0","     21.36","0","     10.01","0","",""
"USC00348769","1968","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    913.8","","     913.8","0","        88","0","        69","0","        21","0","        3","","         3","0","         1","0","        87","0","         9","0","       198","0","        41","0","","","","","  -17.8","0,0107, ","   102"," ,0,0312, ","   152"," ,0,0312, ","  96.5"," ,0,0924, ","   37.2","0,0810,+","","","0.0","0,1109","-5.0","0,1112","-5.0","0,1112","-6.7","0,1208","-14.4","0,1231","0.0","0,0405","-3.9","0,0324","-5.0","0,0323","-6.7","0,0229","-11.7","0,0114","    2020.4","4","    2020.4","0","   1378.5"," ,0","      202"," ,0","     14.98","0","     20.45","0","      9.52","0","",""
"USC00348769","1969","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","","","","","        78","0","        57","0","        12","0","        3","","         4","0","         0","0","        67","0","","","","","","","","","","","  -14.4","0,0101, ","   127"," ,0,0215, ","   114"," ,0,0215, "," 121.7"," ,0,1011, ","","","","","-3.3","0,1114","-3.3","0,1114","-4.4","0,1115","-7.2","0,1231","","","0.0","0,0315","-3.9","0,0312","-5.0","0,0311","-6.7","0,0310","-11.1","0,0125","","","","","   1118.8"," ,0","      266"," ,0","","","","","     10.11","0","     22497","0"
"USC00348769","1970","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1151.4","","    1151.4","0","        80","0","        62","0","        12","0","       12","","         2","0","         1","0","        76","0","        13","0","       199","0","        77","0","","","","","  -17.8","0,0109, ","   102"," ,0,0110,+","   102"," ,0,0106, ","  85.1"," ,0,0923, ","   41.7","0,0818, ","","","0.0","0,1103","-3.9","0,1116","-5.0","0,1123","-9.4","0,1124","-9.4","0,1124","-1.7","0,0402","-2.8","0,0315","-4.4","0,0313","-7.2","0,0220","-11.1","0,0204","    2193.3","3","    2193.3","0","    954.4"," ,0","      140"," ,0","     15.47","0","     21.23","0","      9.71","0","",""
"USC00348769","1971","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    951.0","","     951.0","0","        85","0","        62","0","        12","0","","","         1","0","         0","0","        57","0","         7","0","       220","0","        44","0","","","","","  -16.7","0,0208, ","","","   102"," ,0,0207, ","  87.1"," ,0,1003, ","   37.8","0,0715, ","    1363.5","0","0.0","0,1123","","","","","","","","","0.0","0,0406","-2.8","0,0320","-6.1","0,0303","-7.8","0,0214","-14.4","0,0210","    2021.5","5","    2021.5","0","   1068.7"," ,0","      102"," ,0","     15.77","0","     21.41","0","     10.12","0","     25580","0"
"USC00348769","1972","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1108.3","","    1108.3","0","        77","0","        53","0","         8","0","","","","","         0","0","        64","0","        11","0","       205","0","        71","0","","","","","  -14.4","0,0115, ","","","","","  91.4"," ,0,1022, ","   38.9","0,0822,+","","","0.0","0,1119","-2.8","0,1123","-6.7","0,1205","-6.7","0,1205","-12.2","0,1206","0.0","0,0404","-5.0","0,0303","-5.0","0,0303","-6.7","0,0205","-12.2","0,0204","    1658.7","7","    1658.7","0","    804.1"," ,0","","","     15.65","0","     21.46","0","      9.83","0","     24729","0"
"USC00348769","1973","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    929.0","","     929.0","0","        97","0","        82","0","        25","0","","","","","         0","0","        63","0","        10","0","       210","0","        42","0","","","","","  -14.4","0,0112, ","","","","","  70.4"," ,0,0416, ","   35.6","0,0811, ","    1310.1","0","0.0","0,1128","-3.3","0,1206","-5.0","0,1207","-11.7","0,1220","-11.7","0,1220","-0.6","0,0410","-4.4","0,0218","-4.4","0,0218","-8.9","0,0210","-8.9","0,0210","    2163.7","7","    2163.7","0","   1784.7"," ,0","","","     15.69","0","     21.10","0","     10.27","0","     24631","0"
"USC00348769","1974","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    928.7","","     928.7","0","        79","0","        59","0","        16","0","","","","","         0","0","        61","0","        10","0","       218","0","        51","0","","","","","  -13.3","0,0102,+","","","",""," 104.6"," ,0,0810, ","   42.2","0,0723, ","    1411.7","0","0.0","0,1114","-6.1","0,1130","-6.1","0,1130","-7.2","0,1209","","","0.0","0,0326","-3.3","0,0325","-5.0","0,0324","-6.7","0,0322","-10.0","0,0113","    1718.3","3","    1718.3","0","   1340.3"," ,0","","","     15.73","0","     21.52","0","      9.94","0","     23870","0"
"USC00348769","1975","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1012.6","","    1012.6","0","        88","0","        70","0","        13","0","","","","","         0","0","        73","0","        10","0","       212","0","        58","0","","","","","  -12.8","0,1218, ","","","","","  73.7"," ,0,0222, ","   37.8","0,0814,+","    1432.8","0","-1.1","0,1113","-2.2","0,1122","-5.0","0,1123","-8.9","0,1127","-8.9","0,1127","-3.9","0,0404","-3.9","0,0404","-4.4","0,0403","-7.8","0,0315","-8.9","0,0210","    1965.9","9","    1965.9","0","   1196.1"," ,0","","","     15.46","0","     21.32","0","      9.61","0","     22583","0"
"USC00348769","1976","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","    845.9","","     845.9","0","        82","0","        62","0","        11","0","","","","","         0","0","        82","0","         5","0","       213","0","        47","0","","","","","  -16.1","0,0109,+","","","",""," 100.3"," ,0,0420, ","   38.3","0,0801,+","","","-2.8","0,1105","-2.8","0,1105","-5.0","0,1112","-8.9","0,1128","-8.9","0,1128","-2.8","0,0314","-2.8","0,0314","-6.1","0,0313","-6.7","0,0222","-10.6","0,0208","    1687.8","8","    1687.8","0","   1061.8"," ,0","","","     15.19","0","     21.46","0","      8.93","0","",""
"USC00348769","1977","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1259.8","","    1259.8","0","        66","0","        52","0","        14","0","","","","","         2","0","        71","0","        10","0","       214","0","        81","0","","","","","  -20.0","0,0110, ","","","","","  91.4"," ,0,0327, ","   42.8","0,0726, ","","","-0.6","0,1110","-5.0","0,1126","-5.0","0,1126","-8.9","0,1206","-8.9","0,1206","-0.6","0,0322","-2.2","0,0228","-4.4","0,0216","-9.4","0,0201","-9.4","0,0201","    2091.0","0","    2091.0","0","    967.7"," ,0","","","     16.52","0","     22.53","0","     10.51","0","",""
"USC00348769","1978","35.6","-95.05","234.7","TENKILLER FERRY DAM, OK US","   1275.9","","    1275.9","0","        79","0","        56","0","        10","0","","","","","         0","0","        88","0","        29","0","       216","0","        84","0","","","","","  -15.6","0,0117, ","","","","","  58.4"," ,0,0324, ","   40.0","0,0814, ","","","-2.2","0,1128","-2.2","0,1128","-7.8","0,1204","-7.8","0,1204","-10.6","0,1209","-0.6","0,0326","-4.4","0,0306","-4.4","0,0306","-11.7","0,0305","-11.7","0,0305","    2242.7","7","    2242.7","0","    848.3"," ,0","","","     15.51","0","     21.55","0","      9.47","0","",""
