"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00111655","2013","40.0084","-88.7267","209.7","CISCO, IL US","        93","7","        55","7","         8","7","","","","","        47"," ","        26"," ","","","","","  59.4"," ,7,0419, ","","","","","    843.1"," ,7","",""
"USC00111655","2014","40.0084","-88.7267","209.7","CISCO, IL US","       118","7","        75","7","        11","7","","","","","        48"," ","        35"," ","","","","","  76.7"," ,7,0712, ","","","","","   1185.1"," ,7","",""
"USC00111655","2015","40.0084","-88.7267","209.7","CISCO, IL US","       116","7","        72","7","         9","7","","","","","        58"," ","        30"," ","","","","","  72.1"," ,7,1227, ","","","","","   1063.4"," ,7","",""
"USC00111655","2016","40.0084","-88.7267","209.7","CISCO, IL US","","","","","","","","","","","        58"," ","        35"," ","","","","","","","","","","","","","",""
"USC00111655","2017","40.0084","-88.7267","209.7","CISCO, IL US","       103","7","        65","7","         7","7","       19","","         7","7","        58"," ","        30"," ","    76"," ,7,1231,+","    71"," ,7,0209, ","  51.3"," ,7,0712, ","","","","","    827.5"," ,7","      314"," ,7"
"USC00111655","2018","40.0084","-88.7267","209.7","CISCO, IL US","       119","7","        78","7","         9","7","       27","","         7","7","        60"," ","        26"," ","    76"," ,7,1115,+","    81"," ,7,1115, ","  59.4"," ,7,0221, ","","","","","    908.4"," ,7","      456"," ,7"
"USC00111655","2019","40.0084","-88.7267","209.7","CISCO, IL US","       126","7","        81","7","        11","7","       32","","         9","7","        57"," ","        28"," ","   229"," ,7,0114,+","   198"," ,7,0112, ","  61.2"," ,7,1027, ","","","","","   1160.2"," ,7","      597"," ,7"
"USC00111655","2020","40.0084","-88.7267","209.7","CISCO, IL US","       111","7","        69","7","        10","7","       11","","         4","7","        43"," ","        21"," ","    76"," ,7,0214,+","    79"," ,7,0213, ","  45.2"," ,7,0118, ","","","","","    975.6"," ,7","      320"," ,7"
"USC00111655","2021","40.0084","-88.7267","209.7","CISCO, IL US","       118","7","        81","7","        11","7","       38","","         9","7","        57"," ","        28"," ","   254"," ,7,0103, ","   249"," ,7,0103, ","  55.6"," ,7,0626, ","","","","","   1106.1"," ,7","      804"," ,7"
"USC00111655","2022","40.0084","-88.7267","209.7","CISCO, IL US","       114","7","        71","7","         7","7","       26","","         9","7","        40"," ","        26"," ","   254"," ,7,0205,+","   107"," ,7,0218, ","  62.0"," ,7,1026, ","","","","","    979.2"," ,7","      585"," ,7"
"USC00111655","2023","40.0084","-88.7267","209.7","CISCO, IL US","       107","7","        65","7","         8","7","        5","","         3","7","        41"," ","        26"," ","    51"," ,7,0127,+","   104"," ,7,0126, ","  56.1"," ,7,0509, ","","","","","    871.6"," ,7","      249"," ,7"
"USC00111655","2024","40.0084","-88.7267","209.7","CISCO, IL US","       115","7","        71","7","         8","7","       20","","         6","7","        44"," ","        33"," ","    76"," ,7,0218,+","    74"," ,7,0217, ","  79.5"," ,7,1105, ","","","","","   1071.3"," ,7","      353"," ,7"
"USC00111655","2025","40.0084","-88.7267","209.7","CISCO, IL US","","","","","","","","","","","         6"," ","         4"," ","","","","","","","","","","","","","",""
