"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00053500","1948","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00053500","1949","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","         3"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00053500","1950","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       105","0","        47","0","         0","0","","","","","        46","0","       285","0","        51","0","        83","0","         0","0","","","","","  -35.6","0,0203, ","","","","","  18.5"," ,0,1108, ","   26.7","0,0905,+","0.0","0,0804","-2.2","0,0905","-5.6","0,0930","-7.8","0,1007","-13.9","0,1103","-2.2","0,0731","-2.2","0,0731","-5.6","0,0609","-6.7","0,0519","-9.4","0,0430","","","","","    370.5"," ,0","","","      2.42","0","     11.41","0","     -6.56","0","",""
"USC00053500","1951","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.3","","       0.3","0","","","","","","","","","","","        55","0","       284","0","        74","0","        84","0","         0","0","","","","","  -40.6","0,0201, ","","","","","","","   28.3","0,0719, ","-1.1","0,0815","-2.2","0,0908","-5.6","0,0913","-7.2","0,0916","-10.0","0,1022","0.0","0,0726","-2.2","0,0624","-6.1","0,0511","-6.7","0,0504","-9.4","0,0502","    5900.6","6","    5900.6","0","    567.5"," ,0","","","      1.64","0","     10.25","0","     -6.96","0","",""
"USC00053500","1952","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.9","","       0.9","0","       113","0","        43","0","         0","0","","","","","        63","0","       263","0","        88","0","        79","0","         0","0","        23"," ","         5"," ","  -38.3","0,0103, ","","","","","  24.4"," ,0,0604, ","   27.8","0,0724, ","-1.7","0,0902","-2.2","0,0915","-7.2","0,1007","-7.2","0,1007","-12.2","0,1015","0.0","0,0721","-2.8","0,0617","-5.0","0,0511","-8.3","0,0424","-9.4","0,0419","    6142.5","5","    6142.5","0","    342.0"," ,0","","","      1.79","0","     10.40","0","     -6.81","0","",""
"USC00053500","1953","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       119","0","        45","0","         0","0","","","        24","0","        31","0","       246","0","        73","0","        72","0","         0","0","","","         2"," ","  -31.7","0,0222, ","","","   102"," ,0,0330,+","  20.8"," ,0,0711, ","   28.3","0,0708, ","0.0","0,0904","-3.3","0,0924","-4.4","0,0925","-6.7","0,1004","-9.4","0,1107","-0.6","0,0609","-3.9","0,0603","-4.4","0,0515","-7.2","0,0512","-11.1","0,0430","    5826.7","7","    5826.7","0","    332.3"," ,0","     1472"," ,0","      2.64","0","     10.27","0","     -4.99","0","",""
"USC00053500","1954","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.8","","       0.8","0","       111","0","        33","0","         0","0","","","","","        45","0","       238","0","        54","0","        90","0","         0","0","        38"," ","        13"," ","  -33.3","0,1228, ","","","","","  14.2"," ,0,0725, ","   31.1","0,0623, ","-0.6","0,0819","-2.8","0,0919","-4.4","0,0921","-6.7","0,1014","-8.9","0,1015","-1.7","0,0612","-2.2","0,0609","-5.0","0,0603","-7.2","0,0503","-10.0","0,0416","    5402.1","1","    5402.1","0","    288.6"," ,0","","","      3.64","0","     11.86","0","     -4.57","0","     64351","0"
"USC00053500","1955","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       118","0","        46","0","         0","0","","","","","        51","0","       258","0","        90","0","        90","0","         0","0","         8"," ","         4"," ","  -33.3","0,0221, ","","","","","  14.5"," ,0,1112, ","   28.3","0,0714, ","-0.6","0,0830","-3.3","0,0911","-5.0","0,0928","-10.0","0,1007","-10.0","0,1007","-0.6","0,0701","-2.8","0,0609","-5.6","0,0529","-7.2","0,0517","-11.1","0,0428","    5945.3","3","    5945.3","0","    321.2"," ,0","","","      1.74","0","      9.99","0","     -6.50","0","",""
"USC00053500","1956","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       127","0","        45","0","         0","0","","","","","        47","0","       247","0","        83","0","        99","0","         0","0","        45"," ","        16"," ","  -36.1","0,0202, ","","","","","  17.3"," ,0,0816, ","   26.7","0,0613, ","0.0","0,0808","-3.9","0,0901","-7.2","0,0923","-7.2","0,0923","-11.1","0,1020","-0.6","0,0622","-3.3","0,0517","-5.0","0,0502","-7.8","0,0421","-9.4","0,0420","    5689.8","8","    5689.8","0","    329.1"," ,0","","","      2.05","0","     10.50","0","     -6.40","0","     71456","0"
"USC00053500","1957","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       169","0","        61","0","         0","0","","","","","        44","0","       254","0","        72","0","        67","0","         0","0","        78"," ","        14"," ","  -33.3","0,0119, ","","","","","  24.4"," ,0,0509, ","   27.2","0,0802, ","-0.6","0,0902","-2.2","0,0911","-5.6","0,0922","-8.9","0,1026","-8.9","0,1026","0.0","0,0705","-2.2","0,0622","-5.6","0,0502","-7.2","0,0429","-12.8","0,0428","    5985.5","5","    5985.5","0","    476.8"," ,0","","","      2.19","0","      9.55","0","     -5.17","0","     85623","0"
"USC00053500","1958","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       136","0","        39","0","         0","0","      166","","","","        41","0","       243","0","        69","0","        86","0","         0","0","        70"," ","        10"," ","  -30.6","0,1230,+","   711"," ,0,0317, ","","","  15.5"," ,0,0822, ","   27.8","0,0808, ","-1.7","0,0915","-2.2","0,0921","-5.6","0,1001","-10.0","0,1022","-10.0","0,1022","0.0","0,0613","-2.2","0,0513","-4.4","0,0505","-8.9","0,0430","-8.9","0,0430","    5774.7","7","    5774.7","0","    302.7"," ,0","","","      2.66","0","     10.52","0","     -5.20","0","     53050","0"
"USC00053500","1959","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.8","","       0.8","0","       142","0","        46","0","         0","0","      164","","","","        50","0","       249","0","        71","0","        82","0","         0","0","        25"," ","        11"," ","  -30.6","0,0201, ","   711"," ,0,0319,+","","","  21.3"," ,0,0924, ","   26.7","0,0818,+","-2.2","0,0902","-2.2","0,0902","-6.7","0,0928","-6.7","0,0928","-10.0","0,0930","-1.1","0,0701","-2.2","0,0530","-6.1","0,0506","-13.9","0,0422","-13.9","0,0422","    5703.2","2","    5703.2","0","    398.5"," ,0","","","      2.11","0","      9.89","0","     -5.68","0","     55887","0"
"USC00053500","1960","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       129","0","        35","0","         0","0","      150","","        42","0","        38","0","       259","0","        79","0","        81","0","         0","0","        47"," ","        15"," ","  -32.2","0,0119,+","   660"," ,0,0306,+","   137"," ,0,1127, ","  19.8"," ,0,0505, ","   27.8","0,0720, ","0.0","0,0818","-2.2","0,0924","-4.4","0,1013","-6.7","0,1019","-8.9","0,1030","-1.7","0,0622","-2.2","0,0529","-5.6","0,0520","-7.8","0,0502","-8.9","0,0501","    5877.2","2","    5877.2","0","    278.5"," ,0","     2261"," ,0","      2.48","0","     10.37","0","     -5.41","0","",""
"USC00053500","1961","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       152","0","        50","0","         1","0","      181","","        45","0","        47","0","       253","0","        85","0","        73","0","         0","0","        44"," ","        15"," ","  -31.1","0,0128, ","   432"," ,0,0410,+","   254"," ,0,0922, ","  29.7"," ,0,0922, ","   26.1","0,0829,+","-1.7","0,0903","-3.3","0,0913","-8.3","0,0925","-8.3","0,0925","-8.9","0,1023","-0.6","0,0616","-2.2","0,0519","-5.6","0,0509","-7.2","0,0506","-11.7","0,0426","    5731.1","1","    5731.1","0","    464.4"," ,0","     3272"," ,0","      1.93","0","      9.69","0","     -5.83","0","",""
"USC00053500","1962","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       128","0","        40","0","         0","0","      161","","        41","0","        49","0","       265","0","        75","0","        67","0","         0","0","        43"," ","         8"," ","  -43.3","0,0110, ","   914"," ,0,0312,+","   178"," ,0,0429,+","  16.0"," ,0,0108, ","   26.7","0,0815, ","-1.7","0,0825","-4.4","0,0909","-4.4","0,0909","-8.3","0,1026","-10.6","0,1107","-0.6","0,0618","-3.3","0,0519","-4.4","0,0515","-10.6","0,0501","-10.6","0,0501","    6141.2","2","    6141.2","0","    300.2"," ,0","     2445"," ,0","      2.18","0","     10.38","0","     -6.03","0","",""
"USC00053500","1963","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       124","0","        41","0","         0","0","      122","","        29","0","        38","0","       240","0","        68","0","        84","0","         0","0","        28"," ","         7"," ","  -40.0","0,0113, ","   508"," ,0,0319, ","   127"," ,0,1229, ","  18.0"," ,0,0609, ","   28.3","0,0725,+","-2.8","0,0925","-2.8","0,0925","-5.0","0,1016","-7.8","0,1101","-13.9","0,1117","0.0","0,0617","-2.8","0,0527","-5.6","0,0513","-7.8","0,0425","-10.0","0,0423","    5638.1","1","    5638.1","0","    296.2"," ,0","     1730"," ,0","      3.23","0","     11.36","0","     -4.89","0","",""
"USC00053500","1964","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       137","0","        43","0","         0","0","      173","","        42","0","        67","0","       263","0","       108","0","        80","0","         0","0","","","","","  -36.7","0,0113, ","   711"," ,0,0406,+","   203"," ,0,0303, ","  18.8"," ,0,0919, ","   27.8","0,0722,+","-1.7","0,0821","-2.8","0,0828","-5.6","0,0927","-6.7","0,1005","-11.1","0,1019","0.0","0,0624","-5.0","0,0531","-5.0","0,0531","-7.2","0,0512","-10.6","0,0426","    5958.4","4","    5958.4","0","    336.8"," ,0","     2617"," ,0","      1.23","0","      9.53","0","     -7.07","0","",""
"USC00053500","1965","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","","","","","","","      169","","        46","0","        50","0","       255","0","        80","0","        55","0","         0","0","","","","","  -34.4","0,0303, ","   965"," ,0,0326, ","   254"," ,0,0128, ","","","   26.1","0,0811, ","0.0","0,0827","-3.3","0,0901","-4.4","0,0930","-6.7","0,1021","-8.9","0,1108","0.0","0,0613","-2.8","0,0529","-5.0","0,0528","-7.8","0,0428","-12.8","0,0414","    5930.6","6","    5930.6","0","","","     3142"," ,0","      2.01","0","      9.59","0","     -5.56","0","",""
"USC00053500","1966","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      1.1","","       1.1","0","       115","0","        34","0","         0","0","      156","","        22","0","        58","0","       247","0","        80","0","        80","0","         0","0","","","","","  -32.2","0,1229,+","   483"," ,0,1207, ","   305"," ,0,1206, ","  24.6"," ,0,1206, ","   27.8","0,0731,+","-1.1","0,0822","-7.2","0,1001","-7.2","0,1001","-7.2","0,1001","-10.0","0,1015","-0.6","0,0614","-2.2","0,0613","-5.0","0,0519","-11.1","0,0428","-11.1","0,0428","    5822.3","3","    5822.3","0","    277.2"," ,0","     1609"," ,0","      2.22","0","     10.45","0","     -6.01","0","",""
"USC00053500","1967","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       166","0","        61","0","         0","0","      171","","        55","0","        38","0","       247","0","        79","0","        64","0","         0","0","","","","","  -35.6","0,0108, ","   813"," ,0,0318,+","   152"," ,0,1121, ","  14.2"," ,0,0919, ","   26.7","0,0730,+","0.0","0,0905","-3.9","0,0913","-5.0","0,1008","-9.4","0,1016","-9.4","0,1016","-0.6","0,0624","-2.2","0,0601","-4.4","0,0517","-6.7","0,0514","-8.9","0,0502","    5720.1","1","    5720.1","0","    402.7"," ,0","     3258"," ,0","      2.23","0","     10.00","0","     -5.53","0","",""
"USC00053500","1968","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       126","0","        35","0","         0","0","","","","","        58","0","       269","0","        95","0","        66","0","         0","0","","","","","  -31.1","0,0112, ","","","","","  15.0"," ,0,0212, ","   26.7","0,0721, ","-2.8","0,0824","-2.8","0,0824","-6.1","0,0923","-10.6","0,1017","-10.6","0,1017","-2.2","0,0701","-2.2","0,0701","-6.1","0,0519","-7.8","0,0507","-11.7","0,0428","    6120.5","5","    6120.5","0","    257.4"," ,0","","","      1.17","0","      9.12","0","     -6.78","0","",""
"USC00053500","1969","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.6","","       0.6","0","       136","0","        54","0","         2","0","      189","","        45","0","        51","0","       241","0","        74","0","        73","0","         0","0","","","","","  -32.2","0,1229, ","   838"," ,0,0129, ","   457"," ,0,1003, ","  36.8"," ,0,1003, ","   28.3","0,0808, ","0.0","0,0918","-2.2","0,0926","-4.4","0,1005","-7.2","0,1006","-8.9","0,1012","-2.2","0,0627","-2.2","0,0627","-4.4","0,0602","-8.9","0,0428","-8.9","0,0428","    6054.5","5","    6054.5","0","    484.1"," ,0","     3047"," ,0","      2.13","0","      9.84","0","     -5.58","0","",""
"USC00053500","1970","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       137","0","        40","0","         0","0","","","","","        43","0","       265","0","        83","0","        65","0","         0","0","","","","","  -32.8","0,0106, ","","","","","  21.8"," ,0,1007, ","   27.2","0,0626, ","-1.1","0,0904","-2.8","0,0910","-7.8","0,0926","-7.8","0,0926","-10.0","0,1008","-0.6","0,0617","-3.3","0,0605","-4.4","0,0601","-7.8","0,0515","-10.6","0,0501","    6070.4","4","    6070.4","0","    330.0"," ,0","","","      1.62","0","      9.19","0","     -5.95","0","",""
"USC00053500","1971","40.18185","-105.87057","2526.8","GRAND LAKE 6 SSW, CO US","      0.0","","       0.0","0","       132","0","        43","0","         0","0","","","","","        45","0","       268","0","        81","0","        75","0","         0","0","","","","","  -37.8","0,0107, ","","","","","  15.2"," ,0,0908, ","   27.8","0,0713, ","0.0","0,0808","-3.3","0,0915","-5.0","0,0917","-8.9","0,0918","-8.9","0,0918","0.0","0,0730","-2.2","0,0605","-5.0","0,0520","-6.7","0,0501","-11.7","0,0428","    5905.1","1","    5905.1","0","    312.9"," ,0","","","      1.84","0","      9.58","0","     -5.91","0","",""
