"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"LAW00041077","1966","16.68333","105.55","158.2","MUONG PHALANE L 61, LA","        15"," ","        23"," "
"LAW00041077","1967","16.68333","105.55","158.2","MUONG PHALANE L 61, LA","        51"," ","        32"," "
