"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MUM00041246","1989","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","         4","S","         3","S","         2","S","","","","","","","","","","","","","  57.9"," ,S,1217, ","","","     97.0"," ,S","","","","","",""
"MUM00041246","1990","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","        11","S","         6","S","         2","S","","","","","","","","","","","",""," 125.0"," ,S,0821, ","","","    216.1"," ,S","","","","","",""
"MUM00041246","1991","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","         7","S","         4","S","         2","S","","","","","","","","","","","",""," 163.1"," ,S,0914, ","","","    216.9"," ,S","","","","","",""
"MUM00041246","1993","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","         6","S","         4","S","         0","S","","","","","","","","","","","","","  21.1"," ,S,1226, ","","","     51.0"," ,S","","","","","",""
"MUM00041246","1994","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","         4","S","         4","S","         2","S","","","","","","","","","","","",""," 125.0"," ,S,0622, ","","","    166.1"," ,S","","","","","",""
"MUM00041246","1995","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","        16","S","        11","S","         4","S","","","","","","","","","","","","","  79.0"," ,S,1211, ","","","    249.7"," ,S","","","","","",""
"MUM00041246","1996","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","        25","S","        14","S","         2","S","","","","","","","","","","","","","  34.0"," ,S,0311, ","","","    223.6"," ,S","","","","","",""
"MUM00041246","1998","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","        19","S","         8","S","         1","S","","","","","","","","","","","","","  72.9"," ,S,0222, ","","","    132.1"," ,S","","","","","",""
"MUM00041246","2001","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","","","","","","","         0","S","         0","S","","","","","","","    8.0","S,0201, ","","","","","","","","","","","     21.42","S"
"MUM00041246","2002","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","","","","","","","         0","S","         0","S","         0","S","       343","S","       165","S","    5.4","S,0207, ","","","   47.8","S,0621, ","","","     26.38","S","     31.30","S","     21.45","S"
"MUM00041246","2003","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","        16","S","         3","S","         1","S","","","","","         0","S","       354","S","       175","S","","","  52.3"," ,S,0414, ","   47.0","S,0521, ","     86.0"," ,S","","","     30.80","S","",""
"MUM00041246","2004","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","        15","S","         3","S","         0","S","","","","","         0","S","       343","S","       164","S","","","  18.8"," ,S,1227, ","   48.2","S,0525, ","     33.2"," ,S","","","     31.53","S","",""
"MUM00041246","2005","24.467","56.633","4.0","SOHAR MAJIS, MU","   2856.2","","    2856.2","S","","","","","","","         0","S","         0","S","         0","S","       354","S","       189","S","    9.8","S,0211, ","","","   45.9","S,0705, ","","","     26.99","S","     31.51","S","     22.46","S"
"MUM00041246","2006","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","","","","","","","","","","","         0","S","       332","S","       185","S","","","","","   47.6","S,0522, ","","","","","     31.41","S","",""
"MUM00041246","2007","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","","","","","","","","","","","         0","S","       348","S","       183","S","","","","","   43.1","S,0503, ","","","","","     31.48","S","",""
"MUM00041246","2008","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","","","","","","","","","","","         0","S","       353","S","       189","S","","","","","   47.9","S,0602, ","","","","","     31.22","S","",""
"MUM00041246","2009","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","","","","","","","","","","","         0","S","       351","S","       178","S","","","","","   50.8","S,0531, ","","","","","     32.12","S","",""
"MUM00041246","2010","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","","","","","","","","","","","         0","S","       350","S","       201","S","","","","","   44.6","S,0522, ","","","","","     32.17","S","",""
"MUM00041246","2014","24.467","56.633","4.0","SOHAR MAJIS, MU","","","","","","","","","","","         0","S","         0","S","         0","S","       356","S","       182","S","   12.5","S,0207, ","","","   42.5","S,0504, ","","","     27.60","S","     30.93","S","     24.26","S"
