"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00341168","1975","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1007.9","","    1007.9","0","        91","0","        71","0","        13","0","        0","","         0","0","         0","0","        74","0","         1","0","       229","0","        86","0","  -11.1","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  90.7"," ,0,0503, ","   38.3","0,0903, ","","","-3.3","0,1114","-3.3","0,1114","-7.8","0,1123","-7.8","0,1123","-9.4","0,1219","-1.1","0,0405","-2.8","0,0404","-5.6","0,0315","-10.0","0,0208","-10.0","0,0208","    1724.2","2","    1724.2","0","   1174.7"," ,0","        0"," ,0","     16.24","0","     23.34","0","      9.14","0","     15853","0"
"USC00341168","1976","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","    752.0","","     752.0","0","        80","0","        68","0","        16","0","        0","","         0","0","         0","0","        83","0","         1","0","       227","0","        53","0","  -13.9","0,0109,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 103.1"," ,0,1005, ","   38.9","0,0802, ","","","-0.6","0,1020","-3.9","0,1105","-5.0","0,1122","-11.7","0,1129","-11.7","0,1129","0.0","0,0331","-2.8","0,0224","-7.2","0,0209","-7.2","0,0209","-9.4","0,0127","    1583.6","6","    1583.6","0","   1262.5"," ,0","        0"," ,0","     15.40","0","     23.01","0","      7.78","0","",""
"USC00341168","1977","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1191.1","","    1191.1","0","        69","0","        61","0","        13","0","","","","","         0","0","        89","0","         5","0","       242","0","        94","0","  -16.1","0,0111,+","","","","","  91.9"," ,0,0328, ","   40.0","0,0726, ","","","0.0","0,1014","-2.2","0,1111","-5.6","0,1206","-8.3","0,1207","-9.4","0,1210","-0.6","0,0323","-2.2","0,0322","-5.6","0,0217","-6.7","0,0216","-8.9","0,0201","    1981.6","6","    1981.6","0","   1113.3"," ,0","","","     16.70","0","     24.03","0","      9.38","0","",""
"USC00341168","1978","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1116.1","","    1116.1","0","        80","0","        69","0","        14","0","","","","","         0","0","        90","0","         6","0","       229","0","        91","0","  -11.7","0,0219,+","","","",""," 147.3"," ,0,1116, ","   39.4","0,0814,+","","","-0.6","0,1109","-2.2","0,1128","-4.4","0,1205","-6.7","0,1209","-10.0","0,1210","-1.1","0,0327","-3.9","0,0317","-4.4","0,0310","-7.8","0,0305","-10.6","0,0222","    2001.0","0","    2001.0","0","   1191.2"," ,0","","","     15.69","0","     22.88","0","      8.51","0","",""
"USC00341168","1979","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","    876.8","","     876.8","0","        92","0","        78","0","        19","0","","","","","         0","0","        93","0","         6","0","       217","0","        68","0","  -15.0","0,0103,+","","","","","  92.2"," ,0,0330, ","   37.8","0,0630, ","","","-0.6","0,1104","-2.2","0,1113","-4.4","0,1129","-9.4","0,1130","-9.4","0,1130","0.0","0,0405","-2.2","0,0325","-6.7","0,0220","-6.7","0,0220","-8.9","0,0211","    1949.9","9","    1949.9","0","   1460.3"," ,0","","","     15.08","0","     21.93","0","      8.23","0","",""
"USC00341168","1980","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1169.8","","    1169.8","0","        71","0","        58","0","        13","0","","","","","         0","0","        95","0","         3","0","       226","0","       103","0","  -11.7","0,1221,+","","","",""," 207.3"," ,0,0928, ","   41.1","0,0719, ","","","-1.7","0,1025","-4.4","0,1119","-4.4","0,1119","-11.7","0,1221","-11.7","0,1221","-1.7","0,0415","-3.9","0,0318","-7.2","0,0304","-7.2","0,0304","-8.9","0,0303","    1913.3","3","    1913.3","0","   1154.9"," ,0","","","     16.10","0","     23.58","0","      8.61","0","",""
"USC00341168","1982","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","    907.1","","     907.1","0","        90","0","        72","0","        18","0","","","","","         0","0","        72","0","         4","0","       228","0","        74","0","  -16.7","0,0111, ","","","",""," 105.4"," ,0,1127, ","   37.8","0,0723,+","","","0.0","0,1023","-2.8","0,1105","-5.6","0,1212","-6.7","0,1213","","","-1.7","0,0411","-3.3","0,0308","-5.6","0,0215","-7.8","0,0211","-8.9","0,0210","    1861.5","5","    1861.5","0","   1421.4"," ,0","","","     15.89","0","     23.09","0","      8.68","0","",""
"USC00341168","1983","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1014.8","","    1014.8","0","        84","0","        65","0","        14","0","","","","","         0","0","        77","0","        10","0","       220","0","        86","0","  -16.7","0,1225, ","","","",""," 179.1"," ,0,0702, ","   38.9","0,0831, ","","","-1.7","0,1111","-2.2","0,1124","-6.1","0,1129","-6.7","0,1220","-12.8","0,1222","-1.7","0,0415","-4.4","0,0322","-4.4","0,0322","","","","","    1704.3","3","    1704.3","0","   1227.8"," ,0","","","     15.64","0","     22.64","0","      8.64","0","     26092","0"
"USC00341168","1984","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","    920.4","","     920.4","0","       105","0","        83","0","        29","0","","","         0","0","         0","0","        73","0","         2","0","       219","0","        81","0","  -12.8","0,0121, ","","","     0"," ,0,1231,+","  86.4"," ,0,0502, ","   40.0","0,0830, ","","","-0.6","0,1111","-2.2","0,1121","-4.4","0,1128","-7.8","0,1207","","","0.0","0,0405","-2.8","0,0309","-5.6","0,0301","-10.0","0,0207","-10.0","0,0207","    1849.3","3","    1849.3","0","   1835.1"," ,0","        0"," ,0","     16.19","0","     23.38","0","      9.02","0","",""
"USC00341168","1985","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1136.9","","    1136.9","0","        99","0","        71","0","        16","0","","","","","         0","0","        73","0","         5","0","       233","0","        98","0","  -16.7","0,0121, ","","","","","  73.7"," ,0,0330, ","   42.2","0,0902, ","","","0.0","0,1108","-3.9","0,1201","-7.2","0,1202","-7.2","0,1202","-10.6","0,1214","-2.2","0,0307","-2.2","0,0307","-5.0","0,0216","-7.8","0,0208","-11.7","0,0204","    1572.0","0","    1572.0","0","   1378.3"," ,0","","","     16.59","0","     23.82","0","      9.37","0","",""
"USC00341168","1986","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1094.3","","    1094.3","0","        89","0","        68","0","        15","0","","","","","         0","0","        65","0","         0","0","       249","0","        87","0","   -7.8","0,0215,+","","","","","  65.3"," ,0,0204, ","   42.2","0,0801, ","","","-5.6","0,1113","-5.6","0,1113","-5.6","0,1113","","","","","-1.7","0,0322","-2.2","0,0321","-6.1","0,0301","-7.8","0,0215","","","    1454.6","6","    1454.6","0","   1261.8"," ,0","","","     17.16","0","     24.11","0","     10.21","0","",""
"USC00341168","1987","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1127.2","","    1127.2","0","        91","0","        73","0","        15","0","","","         0","0","         0","0","        71","0","         0","0","       233","0","        93","0","   -8.3","0,0124, ","","","     0"," ,0,1231,+","  98.6"," ,0,0811, ","   39.4","0,0805, ","","","-2.8","0,1111","-2.8","0,1111","-6.1","0,1216","","","","","-2.2","0,0405","-2.2","0,0405","-4.4","0,0403","-8.3","0,0124","","","    1616.4","4","    1616.4","0","   1391.4"," ,0","        0"," ,0","     16.87","0","     24.25","0","      9.50","0","     21866","0"
"USC00341168","1988","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1749.6","6","    1749.6","0","","","","","","","","","","","",""
"USC00341168","1989","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","    863.4","","     863.4","0","        93","0","        77","0","        18","0","","","         0","0","         0","0","        86","0","        13","0","       231","0","        55","0","  -16.1","0,1223,+","","","     0"," ,0,1231,+","  72.9"," ,0,0603, ","   36.7","0,0901, ","","","-1.7","0,1018","-3.9","0,1019","-5.0","0,1116","-6.7","0,1203","-10.0","0,1212","-3.3","0,0411","-3.3","0,0411","-5.0","0,0308","-6.7","0,0223","-10.0","0,0207","","","","","   1316.2"," ,0","        0"," ,0","     15.55","0","     22.60","0","      8.50","0","",""
"USC00341168","1990","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1027.6","","    1027.6","0","        98","0","        80","0","        22","0","","","         0","0","         0","0","        51","0","         2","0","       230","0","        87","0","  -13.3","0,1225,+","","","     0","T,0,1231, ","  83.8"," ,0,0118, ","   39.4","0,0904,+","","","-0.6","0,1106","-2.2","0,1129","-4.4","0,1130","-7.8","0,1222","-9.4","0,1223","-1.1","0,0407","-2.8","0,0319","-5.0","0,0216","-6.7","0,0112","","","    1565.2","2","    1565.2","0","   1626.2"," ,0","        0","T,0","     16.97","0","     24.20","0","      9.75","0","     17482","0"
"USC00341168","1991","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","","","       101","0","        80","0","        19","0","        0","","         0","0","         0","0","        65","0","         2","0","       228","0","        86","0","   -8.3","0,0122, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 130.8"," ,0,1025, ","   38.9","0,0730, ","","","-0.6","0,1101","-2.8","0,1102","-5.0","0,1103","-7.2","0,1109","","","-1.7","0,0330","-2.2","0,0310","-4.4","0,0226","-6.7","0,0216","","","    1442.1","1","    1442.1","0","   1676.4"," ,0","        0"," ,0","     16.95","0","     23.76","0","     10.14","0","     17436","0"
"USC00341168","1992","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","    842.0","","     842.0","0","       103","0","        84","0","        22","0","        0","","         0","0","         0","0","        52","0","         0","0","       224","0","        48","0","  -11.1","0,0117,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 102.4"," ,0,0730, ","   35.0","0,0810,+","","","0.0","0,1104","-5.0","0,1127","-5.0","0,1127","","","","","-1.1","0,0403","-2.2","0,0401","-4.4","0,0311","-6.7","0,0121","-11.1","0,0117","","","","","   1882.9"," ,0","        0"," ,0","     16.42","0","     22.95","0","      9.89","0","     16208","0"
"USC00341168","1993","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","",""
"USC00341168","1994","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","","","     16505","0"
"USC00341168","1995","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","   1007.8","","    1007.8","0","","","","","","","","","","","         0","0","        83","0","         1","0","       254","0","        88","0","  -11.1","0,1210,+","","","","","","","   40.0","0,0729, ","","","-3.9","0,1103","-3.9","0,1103","-5.0","0,1112","-11.1","0,1209","-11.1","0,1209","-1.7","0,0310","-3.3","0,0309","-5.6","0,0212","","","","","    1487.5","5","    1487.5","0","","","","","     16.58","0","     24.57","0","      8.59","0","     18438","0"
"USC00341168","1996","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","    920.5","","     920.5","0","        89","0","        70","0","        24","0","        3","","         1","0","         2","0","       105","0","         9","0","       248","0","        88","0","  -17.8","0,0203,+","    51"," ,0,0201, ","    64"," ,0,0201, "," 106.2"," ,0,0730, ","   38.9","0,0703, ","","","0.0","0,1022","-2.2","0,1102","-5.0","0,1127","-7.2","0,1217","-11.7","0,1218","0.0","0,0430","-3.3","0,0407","-6.1","0,0321","-6.7","0,0310","-13.3","0,0309","    1867.3","3","    1867.3","0","   1672.9"," ,0","       64"," ,0","     15.55","0","     24.07","0","      7.03","0","",""
"USC00341168","1997","34.13333","-94.7","135.0","BROKEN BOW DAM, OK US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1747.1","1","    1747.1","0","","","","","","","","","","","",""
