"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044314","2003","47.167","115.633","907.0","MATAD, MG","       121","S","        89","S","         1","S","   32.7","S,0624, ","      8.00","S"
"MGM00044314","2006","47.167","115.633","907.0","MATAD, MG","       116","S","       112","S","         5","S","   35.2","S,0805, ","      8.87","S"
"MGM00044314","2007","47.167","115.633","907.0","MATAD, MG","       111","S","       129","S","        28","S","   40.1","S,0610, ","     10.98","S"
"MGM00044314","2008","47.167","115.633","907.0","MATAD, MG","       101","S","        93","S","         6","S","   39.0","S,0803, ","      9.05","S"
"MGM00044314","2009","47.167","115.633","907.0","MATAD, MG","       135","S","       112","S","         8","S","   34.6","S,0808, ","      7.98","S"
"MGM00044314","2011","47.167","115.633","907.0","MATAD, MG","       119","S","        95","S","         6","S","   36.5","S,0619, ","      7.80","S"
"MGM00044314","2012","47.167","115.633","907.0","MATAD, MG","       132","S","       102","S","         2","S","   36.2","S,0830, ","      6.75","S"
"MGM00044314","2013","47.167","115.633","907.0","MATAD, MG","       116","S","        97","S","         0","S","   31.5","S,0506, ","      7.43","S"
"MGM00044314","2014","47.167","115.633","907.0","MATAD, MG","       115","S","        96","S","         5","S","   34.5","S,0531, ","      9.22","S"
"MGM00044314","2015","47.167","115.633","907.0","MATAD, MG","       119","S","       120","S","         9","S","   35.1","S,0713,+","      9.06","S"
"MGM00044314","2016","47.167","115.633","907.0","MATAD, MG","       127","S","       100","S","        19","S","   40.7","S,0803, ","      7.61","S"
"MGM00044314","2017","47.167","115.633","907.0","MATAD, MG","       119","S","       112","S","        18","S","   37.9","S,0628, ","      8.78","S"
"MGM00044314","2018","47.167","115.633","907.0","MATAD, MG","       121","S","       120","S","         9","S","   36.4","S,0701, ","      8.37","S"
"MGM00044314","2019","47.167","115.633","907.0","MATAD, MG","       109","S","       102","S","         9","S","   36.5","S,0804, ","      9.13","S"
"MGM00044314","2020","47.167","115.633","907.0","MATAD, MG","       112","S","        99","S","         9","S","   35.8","S,0607, ","      8.72","S"
"MGM00044314","2022","47.167","115.633","907.0","MATAD, MG","       116","S","       105","S","         9","S","   35.4","S,0702, ","      8.49","S"
"MGM00044314","2023","47.167","115.633","907.0","MATAD, MG","       121","S","       100","S","        10","S","   38.5","S,0624, ","      8.53","S"
