"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCLE","2003","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","   1077.3","","    1077.3","U","         0","U","         5","U","         0","U","       193","U","        48","U","    0.0","U,1227,+","   37.8","U,0710, ","0.0","U,1122","","","0.0","U,0422","","","","","","","     17.09","U","     21.79","U","     12.39","U"
"USR0000CCLE","2004","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    770.1","","     770.1","U","         0","U","         4","U","         0","U","       190","U","        19","U","    0.0","U,1129,+","   35.6","U,0810,+","0.0","U,1121","","","0.0","U,0103","","","    1395.4","4","    1395.4","U","     16.24","U","     20.95","U","     11.52","U"
"USR0000CCLE","2005","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    696.5","","     696.5","U","         0","U","         2","U","         0","U","       185","U","        17","U","    0.0","U,0105,+","   37.2","U,0718, ","","","","","0.0","U,0105","","","    1752.0","0","    1752.0","U","     16.02","U","     20.52","U","     11.51","U"
"USR0000CCLE","2006","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    887.2","","     887.2","U","         0","U","        17","U","         0","U","       199","U","        40","U","   -3.3","U,0312, ","   39.4","U,0722, ","0.0","U,1216","","","0.0","U,0321","-3.3","U,0312","    1538.6","6","    1538.6","U","     16.51","U","     21.26","U","     11.76","U"
"USR0000CCLE","2007","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    865.4","","     865.4","U","         0","U","        12","U","         0","U","       214","U","        24","U","   -3.3","U,0113,+","   38.3","U,0902,+","0.0","U,1209","","","0.0","U,0301","-2.2","U,0114","    1304.7","7","    1304.7","U","     16.86","U","     21.93","U","     11.80","U"
"USR0000CCLE","2008","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    998.2","","     998.2","U","         0","U","        21","U","         0","U","       209","U","        34","U","   -1.7","U,1214, ","   36.1","U,0620, ","-1.7","U,1214","","","0.0","U,0331","","","    1511.8","8","    1511.8","U","     17.13","U","     21.89","U","     12.36","U"
"USR0000CCLE","2009","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","   1033.6","","    1033.6","U","         0","U","         9","U","         0","U","       211","U","        39","U","   -0.6","U,0214,+","   37.8","U,0718, ","","","","","0.0","U,0415","","","    1395.8","8","    1395.8","U","     17.84","U","     22.28","U","     13.39","U"
"USR0000CCLE","2010","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    773.4","","     773.4","U","         0","U","         9","U","         0","U","       185","U","        22","U","   -1.1","U,1231,+","   37.2","U,0825,+","0.0","U,1229","","","0.0","U,0422","","","    1229.5","5","    1229.5","U","     16.08","U","     20.53","U","     11.64","U"
"USR0000CCLE","2011","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    818.2","","     818.2","U","         0","U","        14","U","         0","U","       187","U","        28","U","   -3.3","U,0226, ","   36.7","U,0827, ","","","","","-1.1","U,0409","-2.2","U,0227","    1654.2","2","    1654.2","U","     16.17","U","     20.86","U","     11.49","U"
"USR0000CCLE","2012","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    941.7","","     941.7","U","         0","U","        14","U","         0","U","       211","U","        33","U","   -1.1","U,0318, ","   36.7","U,0812,+","0.0","U,1214","","","0.0","U,0325","","","    1323.6","6","    1323.6","U","     17.28","U","     21.92","U","     12.65","U"
"USR0000CCLE","2013","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    856.6","","     856.6","U","         0","U","        14","U","         0","U","       200","U","        23","U","   -2.8","U,0220,+","   38.3","U,0630, ","0.0","U,1207","","","-0.6","U,0221","-2.8","U,0220","    1328.5","5","    1328.5","U","     17.07","U","     21.51","U","     12.63","U"
"USR0000CCLE","2014","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    922.0","","     922.0","U","         0","U","         2","U","         0","U","       223","U","        20","U","   -2.2","U,1231, ","   35.0","U,0916,+","0.0","U,1230","-2.2","U,1231","","","","","    1021.4","4","    1021.4","U","     18.10","U","     22.46","U","     13.75","U"
"USR0000CCLE","2015","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    838.2","","     838.2","U","         0","U","         4","U","         0","U","       215","U","        23","U","   -0.6","U,1226,+","   35.6","U,0816,+","0.0","U,1225","","","-0.6","U,0101","","","    1065.5","5","    1065.5","U","     17.44","U","     21.73","U","     13.16","U"
"USR0000CCLE","2016","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    906.9","","     906.9","U","         0","U","         5","U","         0","U","       208","U","        26","U","   -1.1","U,1224, ","   37.8","U,0620, ","-1.1","U,1224","","","-0.6","U,0201","","","    1297.5","5","    1297.5","U","     17.48","U","     21.83","U","     13.14","U"
"USR0000CCLE","2017","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    983.7","","     983.7","U","         0","U","         5","U","         0","U","       200","U","        26","U","   -1.1","U,0123, ","   37.2","U,0830, ","","","","","-0.6","U,0306","","","    1369.7","7","    1369.7","U","     17.57","U","     21.63","U","     13.52","U"
"USR0000CCLE","2018","34.2711","-118.1525","914.4","CLEAR CREEK CALIFORNIA, CA US","    907.8","","     907.8","U","         0","U","         5","U","         0","U","       190","U","        25","U","   -2.2","U,0223, ","   39.4","U,0706, ","","","","","0.0","U,0304","-2.2","U,0223","    1180.2","2","    1180.2","U","     17.33","U","     21.48","U","     13.18","U"
