"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USW00023178","1948","32.86667","-116.41667","1893.1","MOUNT LAGUNA CAA AIRPORT, CA US","        19"," ","         2"," ","","","",""
"USW00023178","1949","32.86667","-116.41667","1893.1","MOUNT LAGUNA CAA AIRPORT, CA US","        80"," ","         2"," ","    3139.4","4","    3139.4","0"
