"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CLGA","1998","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","    1610.8","8","    1610.8","U","","","","","",""
"USR0000CLGA","2000","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    499.0","","     499.0","U","         0","U","         0","U","         0","U","       191","U","        38","U","    2.2","U,1111,+","   41.7","U,0614, ","","","","","","","    1337.3","3","    1337.3","U","     15.61","U","     21.38","U","      9.84","U"
"USR0000CLGA","2009","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    608.4","","     608.4","U","         0","U","         4","U","         0","U","       199","U","        41","U","   -0.6","U,1208, ","   40.0","U,0628, ","0.0","U,1207","","","0.0","U,0210","    1389.0","0","    1389.0","U","     15.92","U","     22.05","U","      9.78","U"
"USR0000CLGA","2011","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    438.4","","     438.4","U","         0","U","         5","U","         0","U","       156","U","        21","U","   -1.7","U,0226, ","   35.0","U,0928,+","","","","","-1.7","U,0226","    1847.9","9","    1847.9","U","     14.64","U","     19.86","U","      9.41","U"
"USR0000CLGA","2012","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    523.2","","     523.2","U","         0","U","         3","U","         0","U","       185","U","        24","U","   -1.1","U,0116, ","   37.2","U,1002, ","0.0","U,1219","","","0.0","U,0117","    1576.0","0","    1576.0","U","     15.33","U","     20.78","U","      9.88","U"
"USR0000CLGA","2013","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    458.9","","     458.9","U","         0","U","         8","U","         0","U","       196","U","        18","U","   -2.8","U,1209,+","   36.7","U,0704,+","-1.1","U,1205","-2.8","U,1208","-1.7","U,0114","    1486.2","2","    1486.2","U","     15.83","U","     21.58","U","     10.07","U"
"USR0000CLGA","2014","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    603.8","","     603.8","U","         0","U","         1","U","         0","U","       214","U","        29","U","    0.0","U,1231, ","   36.7","U,0725,+","0.0","U,1231","","","","","    1148.2","2","    1148.2","U","     16.96","U","     22.42","U","     11.49","U"
"USR0000CLGA","2015","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    545.3","","     545.3","U","         0","U","         1","U","         0","U","       212","U","        25","U","    0.0","U,1226, ","   38.3","U,0910, ","0.0","U,1226","","","","","    1065.4","4","    1065.4","U","     16.50","U","     22.10","U","     10.89","U"
"USR0000CLGA","2016","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    530.7","","     530.7","U","         0","U","         4","U","         0","U","       187","U","        28","U","   -0.6","U,1218, ","   37.2","U,0926, ","0.0","U,1217","","","0.0","U,0101","    1371.0","0","    1371.0","U","     15.92","U","     21.10","U","     10.74","U"
"USR0000CLGA","2017","37.2028","-121.9428","609.6","LOS GATOS CALIFORNIA, CA US","    666.0","","     666.0","U","         0","U","         2","U","         0","U","       185","U","        30","U","   -1.1","U,0106, ","   41.7","U,0902, ","","","","","-1.1","U,0106","    1599.3","3","    1599.3","U","     16.22","U","     21.45","U","     10.98","U"
