"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00040398","1956","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","        23","0","        11","0","         0","0","        0","","         0","0","         0","0","       250","0","       138","0","     0"," ,0,1231,+","     0"," ,0,1231,+","  20.3"," ,0,0125, ","   46.1","0,0629,+","     94.3"," ,0","        0"," ,0","     27.56","0"
"USC00040398","1958","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","        52","0","        29","0","         1","0","        0","","         0","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  42.2"," ,0,0317, ","","","    299.9"," ,0","        0"," ,0","",""
"USC00040398","1960","35.9","-120.05","159.1","AVENAL 9 SSE, CA US","","","","","","","        0","","         0","0","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","    163.2"," ,0","        0"," ,0","",""
