"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ET000063402","1955","7.667","36.833","1725.0","JIMMA, ET","    243.9","","     243.9","Q","       173","Q","       129","Q","        10","Q","         0","Q","         3","Q","         0","Q","       354","Q","         5","Q","    0.0","Q,1203,+"," 105.7"," ,Q,0326, ","   34.3","Q,0111, ","0.0","Q,1203","0.0","Q,0304","     187.5","5","     187.5","Q","   1627.7"," ,Q","     18.56","Q","     26.98","Q","     10.13","Q"
"ET000063402","1956","7.667","36.833","1725.0","JIMMA, ET","","","","","       168","Q","       122","Q","        13","Q","","","","","","","","","","","","","  94.7"," ,Q,0529, ","","","","","","","","","","","   1592.8"," ,Q","","","","","",""
"ET000063402","1957","7.667","36.833","1725.0","JIMMA, ET","","","","","       165","Q","       111","Q","        12","Q","","","","","","","","","","","","","  52.0"," ,Q,0501, ","","","","","","","","","","","   1453.9"," ,Q","","","","","",""
"ET000063402","1958","7.667","36.833","1725.0","JIMMA, ET","","","","","       169","Q","       132","Q","        17","Q","","","","","","","","","","","","","  47.2"," ,Q,0617, ","","","","","","","","","","","   1603.5"," ,Q","","","","","",""
"ET000063402","1959","7.667","36.833","1725.0","JIMMA, ET","","","","","       166","Q","       127","Q","         6","Q","","","","","         0","Q","       364","Q","         3","Q","","","  52.0"," ,Q,0424, ","   32.6","Q,0120, ","","","","","","","","","   1446.8"," ,Q","","","     27.95","Q","",""
"ET000063402","1964","7.667","36.833","1725.0","JIMMA, ET","","","","","       182","Q","       142","Q","        12","Q","","","","","         0","Q","       353","Q","         0","Q","","","  48.9"," ,Q,0924, ","   31.4","Q,0410, ","","","","","","","","","   1605.8"," ,Q","","","     26.24","Q","",""
"ET000063402","1965","7.667","36.833","1725.0","JIMMA, ET","    295.3","","     295.3","Q","       167","Q","       120","Q","         6","Q","         0","Q","         1","Q","         0","Q","       359","Q","         0","Q","    0.0","Q,0218, ","  38.6"," ,Q,0626, ","   31.6","Q,0312, ","","","0.0","Q,0218","     159.8","8","     159.8","Q","   1340.7"," ,Q","     18.81","Q","     26.69","Q","     10.94","Q"
"ET000063402","1966","7.667","36.833","1725.0","JIMMA, ET","    350.6","","     350.6","Q","       175","Q","       118","Q","         8","Q","         0","Q","         0","Q","         0","Q","       358","Q","         0","Q","    0.1","Q,1210, ","  35.2"," ,Q,0315, ","   30.4","Q,0127, ","","","","","      69.6","6","      69.6","Q","   1331.9"," ,Q","     18.94","Q","     26.51","Q","     11.37","Q"
"ET000063402","1967","7.667","36.833","1725.0","JIMMA, ET","","","","","       190","Q","       136","Q","        16","Q","","","","","         0","Q","       353","Q","         0","Q","","","  74.2"," ,Q,0906, ","   32.0","Q,0212, ","","","","","","","","","   1824.6"," ,Q","","","     26.08","Q","",""
"ET000063402","1968","7.667","36.833","1725.0","JIMMA, ET","","","","","       186","Q","       134","Q","         5","Q","","","","","         0","Q","       356","Q","         0","Q","","","  37.4"," ,Q,0808, ","   31.2","Q,0415, ","","","","","","","","","   1407.9"," ,Q","","","     26.24","Q","",""
"ET000063402","1969","7.667","36.833","1725.0","JIMMA, ET","","","","","       177","Q","       118","Q","         6","Q","","","","","         0","Q","       354","Q","         0","Q","","","  54.9"," ,Q,0326, ","   30.6","Q,0406, ","","","","","     130.5","5","     130.5","Q","   1283.3"," ,Q","","","     26.10","Q","",""
"ET000063402","1970","7.667","36.833","1725.0","JIMMA, ET","    348.0","","     348.0","Q","       178","Q","       127","Q","        11","Q","         0","Q","         1","Q","         0","Q","       360","Q","         0","Q","    0.0","Q,1130, ","  56.7"," ,Q,0222, ","   30.3","Q,0216, ","0.0","Q,1130","","","","","","","   1639.1"," ,Q","     18.74","Q","     26.19","Q","     11.29","Q"
"ET000063402","1971","7.667","36.833","1725.0","JIMMA, ET","    232.3","","     232.3","Q","       183","Q","       124","Q","         6","Q","         0","Q","         0","Q","         0","Q","       357","Q","         1","Q","    0.5","Q,1213,+","  54.8"," ,Q,0519, ","   32.2","Q,0308, ","","","","","     231.9","9","     231.9","Q","   1465.2"," ,Q","     18.39","Q","     25.98","Q","     10.79","Q"
"ET000063402","1972","7.667","36.833","1725.0","JIMMA, ET","    292.7","","     292.7","Q","       166","Q","       112","Q","         9","Q","         0","Q","         0","Q","         0","Q","       363","Q","         0","Q","    4.4","Q,0511, ","  39.0"," ,Q,0817, ","   30.2","Q,0305, ","","","","","     181.5","5","     181.5","Q","   1350.9"," ,Q","     18.91","Q","     26.32","Q","     11.51","Q"
"ET000063402","1973","7.667","36.833","1725.0","JIMMA, ET","","","","","       148","Q","        98","Q","        11","Q","","","","","         0","Q","       356","Q","        20","Q","","","  38.5"," ,Q,0416, ","   35.5","Q,0228, ","","","","","      76.9","9","      76.9","Q","   1240.1"," ,Q","","","     26.95","Q","",""
"ET000063402","1975","7.667","36.833","1725.0","JIMMA, ET","    305.4","","     305.4","Q","       173","Q","       111","Q","        12","Q","         0","Q","         2","Q","         0","Q","       348","Q","         0","Q","    0.0","Q,1130,+","  48.2"," ,Q,1210, ","   31.5","Q,0316,+","0.0","Q,1130","0.0","Q,0114","     238.5","5","     238.5","Q","   1414.4"," ,Q","     18.63","Q","     26.39","Q","     10.88","Q"
"ET000063402","1976","7.667","36.833","1725.0","JIMMA, ET","    271.2","","     271.2","Q","       196","Q","       129","Q","        15","Q","         0","Q","         0","Q","         0","Q","       357","Q","         1","Q","    0.2","Q,0113, ","  53.0"," ,Q,0628, ","   32.2","Q,0216, ","","","","","     208.0","0","     208.0","Q","   1758.1"," ,Q","     18.72","Q","     26.77","Q","     10.67","Q"
"ET000063402","1977","7.667","36.833","1725.0","JIMMA, ET","    430.6","","     430.6","Q","       184","Q","       131","Q","        11","Q","         0","Q","         0","Q","         0","Q","       363","Q","         2","Q","    3.4","Q,1230, ","  46.0"," ,Q,1026, ","   33.0","Q,0421, ","","","","","      79.8","8","      79.8","Q","   1491.1"," ,Q","     19.36","Q","     26.86","Q","     11.86","Q"
"ET000063402","1978","7.667","36.833","1725.0","JIMMA, ET","    359.1","","     359.1","Q","       171","Q","       128","Q","         8","Q","         0","Q","         3","Q","         0","Q","       352","Q","         2","Q","    0.0","Q,0130,+","  46.4"," ,Q,0928, ","   32.5","Q,0331, ","","","0.0","Q,0130","      98.6","6","      98.6","Q","   1441.8"," ,Q","     18.94","Q","     26.58","Q","     11.30","Q"
"ET000063402","1979","7.667","36.833","1725.0","JIMMA, ET","    375.4","","     375.4","Q","       177","Q","       108","Q","         7","Q","         0","Q","         0","Q","         0","Q","       363","Q","         0","Q","    2.5","Q,1117, ","  33.4"," ,Q,0627, ","   31.3","Q,0308, ","","","","","     125.7","7","     125.7","Q","   1219.7"," ,Q","     19.09","Q","     26.82","Q","     11.37","Q"
"ET000063402","1980","7.667","36.833","1725.0","JIMMA, ET","    434.5","","     434.5","Q","       174","Q","       112","Q","        10","Q","         0","Q","         0","Q","         0","Q","       360","Q","         1","Q","    1.2","Q,0103, ","  59.2"," ,Q,0405, ","   33.2","Q,0220, ","","","","","      83.6","6","      83.6","Q","   1344.2"," ,Q","     19.19","Q","     27.18","Q","     11.20","Q"
"ET000063402","1981","7.667","36.833","1725.0","JIMMA, ET","    400.7","","     400.7","Q","       158","Q","       108","Q","         9","Q","         0","Q","         4","Q","         0","Q","       358","Q","         5","Q","    0.0","Q,1214,+","  75.9"," ,Q,0516, ","   37.7","Q,0324, ","0.0","Q,1210","","","     134.6","6","     134.6","Q","   1337.3"," ,Q","     18.99","Q","     27.12","Q","     10.86","Q"
"ET000063402","1982","7.667","36.833","1725.0","JIMMA, ET","    343.6","","     343.6","Q","       181","Q","       124","Q","        14","Q","         0","Q","         0","Q","         0","Q","       363","Q","         2","Q","    2.3","Q,1231, ","  59.0"," ,Q,0425, ","   32.6","Q,0325, ","","","","","     143.5","5","     143.5","Q","   1613.2"," ,Q","     19.10","Q","     26.55","Q","     11.66","Q"
"ET000063402","1983","7.667","36.833","1725.0","JIMMA, ET","    486.6","","     486.6","Q","       198","Q","       136","Q","        13","Q","         0","Q","         0","Q","         0","Q","       361","Q","         0","Q","    0.5","Q,1216,+","  45.7"," ,Q,0513, ","   31.2","Q,0306, ","","","","","     116.4","4","     116.4","Q","   1614.4"," ,Q","     19.23","Q","     26.93","Q","     11.53","Q"
"ET000063402","1984","7.667","36.833","1725.0","JIMMA, ET","    341.0","","     341.0","Q","       169","Q","       124","Q","         6","Q","         0","Q","         2","Q","         0","Q","       362","Q","        11","Q","    0.0","Q,0212,+","  58.5"," ,Q,0905, ","   33.5","Q,0429, ","","","0.0","Q,0212","     176.6","6","     176.6","Q","   1294.0"," ,Q","     18.79","Q","     27.39","Q","     10.19","Q"
"ET000063402","1985","7.667","36.833","1725.0","JIMMA, ET","    344.5","","     344.5","Q","       178","Q","       116","Q","        10","Q","         0","Q","         0","Q","         0","Q","       358","Q","         3","Q","    0.5","Q,0121,+","  47.2"," ,Q,0711, ","   33.0","Q,0316, ","","","","","     134.4","4","     134.4","Q","   1311.3"," ,Q","     18.84","Q","     26.99","Q","     10.68","Q"
"ET000063402","1986","7.667","36.833","1725.0","JIMMA, ET","","","","","       176","Q","       121","Q","         7","Q","","","","","","","","","","","","","  45.3"," ,Q,0704, ","","","","","","","","","","","   1330.9"," ,Q","","","","","",""
"ET000063402","1987","7.667","36.833","1725.0","JIMMA, ET","    440.6","","     440.6","Q","       185","Q","       125","Q","         8","Q","         0","Q","         0","Q","         0","Q","       365","Q","         0","Q","    0.5","Q,0201, ","  52.9"," ,Q,0703, ","   31.6","Q,0214, ","","","","","","","","","   1438.7"," ,Q","     19.33","Q","     27.45","Q","     11.21","Q"
"ET000063402","1988","7.667","36.833","1725.0","JIMMA, ET","","","","","       171","Q","       113","Q","        12","Q","","","","","","","","","","","","","  59.3"," ,Q,1013, ","","","","","","","","","","","   1549.1"," ,Q","","","","","",""
