"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00021504","1959","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1710.0","","    1710.0","0","       306","0","       194","0","        23","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         3"," ","   15.0","0,1231,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 323.1"," ,0,1101, ","   31.7","0,0117, ","","","       0.0","0","       0.0","0","","","","","   2994.9"," ,0","","","        0"," ,0","     23.01","0","     27.08","0","     18.94","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00021504","1960","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1634.0","","    1634.0","0","       270","0","       204","0","        32","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         1","0","","","","","         8"," ","   12.8","0,0223, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 180.1"," ,0,0115, ","   32.2","0,1001, ","","","       0.0","0","       0.0","0","","","","","   3729.7"," ,0","","","        0"," ,0","     22.79","0","     27.04","0","     18.55","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00021504","1961","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1734.4","","    1734.4","0","       287","0","       200","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","","","        11"," ","   12.8","0,0124, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 219.2"," ,0,1028, ","   32.8","0,1019, ","","","       0.0","0","       0.0","0","","","","","   3041.1"," ,0","","","        0"," ,0","     23.08","0","     27.39","0","     18.77","0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00021504","1962","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1627.3","","    1627.3","0","       250","0","       156","0","        10","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","         1"," ","","","         4"," ","   11.7","0,0221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.1"," ,0,0312, ","   32.2","0,1018, ","    1713.3","0","       0.0","0","       0.0","0","","","","","   1816.5"," ,0","","","        0"," ,0","     22.79","0","     27.22","0","     18.35","0","","","","","","","","","","","","","     33157","0","","","","","","","","","",""
"USW00021504","1963","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1793.8","","    1793.8","0","       261","0","       177","0","        33","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         8"," ","   13.9","0,0115, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 192.0"," ,0,0415, ","   31.7","0,0820,+","    1735.8","0","       0.0","0","       0.0","0","","","","","   3169.6"," ,0","","","        0"," ,0","     23.25","0","     27.69","0","     18.81","0","","","","","","","","","","","","","     30302","0","","","","","","","","","",""
"USW00021504","1964","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1640.5","","    1640.5","0","       307","0","       242","0","        44","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         1","0","","","","","        18"," ","   15.6","0,1218,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 149.9"," ,0,0525, ","   32.2","0,1221, ","    1493.5","0","       0.0","0","       0.0","0","","","","","   4228.4"," ,0","","","        0"," ,0","     22.81","0","     27.02","0","     18.60","0","","","","","","","","","","","","","     30972","0","","","","","","","","","",""
"USW00021504","1965","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1647.0","","    1647.0","0","       264","0","       171","0","        32","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         1","0","         1"," ","","","        15"," ","   12.8","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 151.4"," ,0,0405, ","   32.8","0,1013, ","","","       0.0","0","       0.0","0","","","","","   3234.3"," ,0","      36.2","X","        0"," ,0","     22.83","0","     27.09","0","     18.57","0","    97068","X","       360","X","","","","","","","","","","","      18.3","X","","","","","","","",""
"USW00021504","1966","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1877.7","","    1877.7","0","       277","0","       194","0","        30","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","         3"," ","","","        11"," ","   15.0","0,0421,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 155.7"," ,0,1104, ","   34.4","0,0520, ","","","       0.0","0","       0.0","0","","","","","   3151.3"," ,0","      27.4","X","        0"," ,0","     23.46","0","     27.49","0","     19.43","0","    73428","X","","","","","","","","","","","","","","","","","","","","","",""
"USW00021504","1967","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   2133.6","","    2133.6","0","       266","0","       190","0","        41","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         2","0","","","","","        21"," ","   12.8","0,0221, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 226.8"," ,0,0808, ","   32.8","0,0518, ","    1582.0","0","       0.0","0","       0.0","0","     19.00","0","     29.09","0","   3912.6"," ,0","      37.3","X","        0"," ,0","     24.17","0","     28.26","0","     20.09","0","    98856","X","","","","","","","","","       135","X","     39801","0","","","","","","","","","      13.0","X"
"USW00021504","1968","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   2123.2","","    2123.2","0","       247","0","       178","0","        37","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         3","0","         1"," ","","","        15"," ","   15.6","0,1212,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 227.6"," ,0,0203, ","   33.3","0,0220, ","","","       0.0","0","       0.0","0","","","","","   3407.7"," ,0","      37.9","X","        0"," ,0","     24.14","0","     28.42","0","     19.85","0","   101040","X","","","","","","","       135","X","       135","X","","","","","","","","","      17.0","X","      13.4","X"
"USW00021504","1969","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1784.9","","    1784.9","0","       283","0","       194","0","        40","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","","","         5"," ","   12.2","0,0123, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 269.2"," ,0,0201, ","   32.2","0,0624, ","","","       0.0","0","       0.0","0","","","","","   4401.4"," ,0","      42.5","X","        0"," ,0","     23.22","0","     27.47","0","     18.97","0","   114600","X","","","","","","","       315","X","       315","X","","","","","","","","","      16.4","X","      10.7","X"
"USW00021504","1970","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1684.3","","    1684.3","0","       287","0","       217","0","        35","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         9"," ","   14.4","0,0214, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 237.0"," ,0,1202, ","   31.7","0,1001, ","","","       0.0","0","       0.0","0","","","","","   3912.0"," ,0","      39.5","X","        0"," ,0","     22.94","0","     27.45","0","     18.43","0","   105504","X","","","","","","","       315","X","       315","X","","","","","","","","","      15.9","X","      10.3","X"
"USW00021504","1971","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1696.9","","    1696.9","0","       273","0","       190","0","        37","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         2","0","","","","","        17"," ","   12.2","0,0318, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 245.4"," ,0,0423, ","   32.8","0,0814, ","","","       0.0","0","       0.0","0","","","","","   3574.8"," ,0","      35.7","X","        0"," ,0","     22.98","0","     27.54","0","     18.42","0","    95718","X","","","","","","","       180","X","       180","X","","","","","","","","","      20.0","X","      13.0","X"
"USW00021504","1972","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1769.9","","    1769.9","0","       265","0","       173","0","        22","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         3","0","","","","","        14"," ","   13.9","0,0310,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 109.0"," ,0,0124, ","   33.9","0,0323, ","","","       0.0","0","       0.0","0","","","","","   2512.4"," ,0","      33.6","X","        0"," ,0","     23.16","0","     27.47","0","     18.86","0","    90546","X","","","","","","","       180","X","       135","X","","","","","","","","","      19.5","X","      13.0","X"
"USW00021504","1973","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1838.6","","    1838.6","0","       290","0","       183","0","        23","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         6"," ","   14.4","0,0206,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 157.7"," ,0,1112, ","   31.7","0,1004, ","","","       0.0","0","       0.0","0","","","","","   2743.4"," ,0","      42.5","X","        0"," ,0","     23.36","0","     27.68","0","     19.04","0","   113124","X","","","","","","","       315","X","       315","X","","","","","","","","","      21.6","X","      13.4","X"
"USW00021504","1974","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1954.3","","    1954.3","0","       267","0","       181","0","        26","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","","","        16"," ","   15.0","0,1116,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 113.3"," ,0,1220, ","   32.2","0,1002, ","","","       0.0","0","       0.0","0","","","","","   2869.8"," ,0","      45.5","X","        0"," ,0","     23.68","0","     28.24","0","     19.12","0","   121374","X","","","","","","","       135","X","       135","X","","","","","","","","","      14.4","X","      11.6","X"
"USW00021504","1975","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1692.4","","    1692.4","0","       294","0","       193","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         7"," ","   13.9","0,1218, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 171.2"," ,0,0107, ","   31.1","0,0202, ","","","       0.0","0","       0.0","0","","","","","   2539.1"," ,0","      40.7","X","        0"," ,0","     22.97","0","     26.98","0","     18.95","0","   109254","X","","","","","","","       135","X","       135","X","","","","","","","","","      14.9","X","      11.6","X"
"USW00021504","1976","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1765.4","","    1765.4","0","       302","0","       205","0","        27","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         2","0","","","","","         8"," ","   15.0","0,0204,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 144.0"," ,0,1021, ","   32.8","0,1002, ","","","       0.0","0","       0.0","0","","","","","   2914.3"," ,0","      42.9","X","        0"," ,0","     23.15","0","     26.97","0","     19.34","0","   114816","X","","","","","","","","","        90","X","","","","","","","","","","","      11.6","X"
"USW00021504","1977","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   2103.5","","    2103.5","0","       265","0","       164","0","        18","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         4","0","","","","","         3"," ","   12.8","0,1223, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  97.5"," ,0,0227, ","   32.8","0,1206, ","","","       0.0","0","       0.0","0","","","","","   2296.3"," ,0","      45.2","X","        0"," ,0","     24.09","0","     28.80","0","     19.39","0","   119196","X","","","","","","","       315","X","       135","X","","","","","","","","","      15.4","X","      10.7","X"
"USW00021504","1978","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1939.9","","    1939.9","0","       282","0","       211","0","        28","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","        13"," ","   13.3","0,1224,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  81.0"," ,0,1120, ","   31.7","0,0420,+","","","       0.0","0","       0.0","0","","","","","   3026.5"," ,0","      44.1","X","        0"," ,0","     23.64","0","     27.76","0","     19.52","0","   117354","X","","","","","","","       135","X","       135","X","","","","","","","","","      14.4","X","      11.6","X"
"USW00021504","1979","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1720.6","","    1720.6","0","       272","0","       193","0","        31","0","        0","","         0","0","         0","0","         0","0","         0","0","       362","0","         4","0","","","","","         9"," ","   13.9","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 428.5"," ,0,0220, ","   32.8","0,1008,+","","","       0.0","0","       0.0","0","","","","","   4034.0"," ,0","      47.9","X","        0"," ,0","     23.04","0","     27.27","0","     18.81","0","   128064","X","","","","","","","       135","X","       135","X","","","","","","","","","      18.5","X","      11.6","X"
"USW00021504","1980","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1982.7","","    1982.7","0","       270","0","       183","0","        28","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         1","0","","","","","         2"," ","   12.2","0,0121,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 397.8"," ,0,0317, ","   33.9","0,1214, ","","","       0.0","0","       0.0","0","","","","","   3244.8"," ,0","      50.4","X","        0"," ,0","     23.75","0","     28.21","0","     19.29","0","   133524","X","       180","X","","","","","       180","X","","","","","      11.2","X","","","","","      18.5","X","",""
"USW00021504","1981","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1849.6","","    1849.6","0","       242","0","       151","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","","","         8"," ","   13.9","0,0207, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 203.2"," ,0,1225, ","   32.2","0,0920, ","","","       0.0","0","       0.0","0","","","","","   2286.1"," ,0","      50.9","X","        0"," ,0","     23.40","0","     27.51","0","     19.29","0","   135582","X","       330","X","","","","","       360","X","","","","","      11.2","X","","","","","      17.5","X","",""
"USW00021504","1982","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1780.0","","    1780.0","0","       281","0","       205","0","        40","0","        0","","         0","0","         0","0","         0","0","         0","0","       363","0","         0","0","","","","","        13"," ","   14.4","0,0225, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 233.7"," ,0,0331, ","   30.6","0,0819,+","","","       0.0","0","       0.0","0","","","","","   4327.5"," ,0","      38.1","X","        0"," ,0","     23.21","0","     26.79","0","     19.62","0","   101196","X","       170","X","","","","","","","","","","","      12.5","X","","","","","","","",""
"USW00021504","1983","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","","","   1691.0","","    1691.0","0","       252","0","       163","0","        12","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","         4"," ","   12.2","0,0303, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  64.0"," ,0,0415, ","   30.6","0,0307,+","","","       0.0","0","       0.0","0","","","","","   1729.9"," ,0","      48.7","X","        0"," ,0","     22.96","0","     27.02","0","     18.90","0","   128982","X","       340","X","","","","","       360","X","","","","","      13.0","X","","","","","      19.0","X","",""
"USW00021504","1984","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","       3.2","X","   1798.5","","    1798.5","0","       275","0","       184","0","        20","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         0","0","","","","","         7"," ","   15.6","0,1229,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  86.6"," ,0,0208, ","   30.6","0,1004, ","","","       0.0","0","       0.0","0","","","","","   2543.0"," ,0","","","        0"," ,0","     23.24","0","     27.25","0","     19.24","0","   134993","X","        50","X","","","","","        45","X","","","","","      11.2","X","","","","","      13.9","X","",""
"USW00021504","1985","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","       3.1","X","   1536.1","","    1536.1","0","       249","0","       175","0","        29","0","        0","","         0","0","         0","0","         0","0","         0","0","       364","0","         1","0","","","","","        12"," ","   13.9","0,0312,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 122.7"," ,0,0311, ","   32.2","0,1118, ","","","       0.2","2","       0.2","0","","","","","   2870.3"," ,0","","","        0"," ,0","     22.54","0","     26.29","0","     18.78","0","   104779","X","       350","X","","","","","       360","X","","","","","      12.5","X","","","","","      18.5","X","",""
"USW00021504","1986","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","       3.5","X","   2082.1","","    2082.1","0","       263","0","       193","0","        38","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","","","        20"," ","   15.0","0,1207,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 163.8"," ,0,0410, ","   32.2","0,0216, ","","","       0.0","0","       0.0","0","","","","","   4346.1"," ,0","","","        0"," ,0","     24.03","0","     28.22","0","     19.85","0","   107949","X","       270","X","","","","","","","","","","","      15.6","X","","","","","","","",""
"USW00021504","1987","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","       3.9","X","   1876.4","","    1876.4","0","       272","0","       194","0","        31","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         1","0","","","","","        15"," ","   13.3","0,0203,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 193.5"," ,0,1213, ","   32.2","0,0903, ","","","       0.0","0","       0.0","0","","","","","   3617.6"," ,0","","","        0"," ,0","     23.46","0","     27.42","0","     19.50","0","   110472","X","       350","X","","","","","       360","X","","","","","      15.6","X","","","","","      20.0","X","",""
"USW00021504","1988","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","       3.7","X","   1953.8","","    1953.8","0","       286","0","       205","0","        34","0","        0","","         0","0","         0","0","         0","0","         0","0","       366","0","         1","0","","","","","        27"," ","   15.6","0,0314,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 132.8"," ,0,1104, ","   32.2","0,0802, ","","","       0.0","0","       0.0","0","","","","","   3561.6"," ,0","","","        0"," ,0","     23.67","0","     27.71","0","     19.63","0","   113364","X","       360","X","","","","","       360","X","","","","","      13.4","X","","","","","      21.1","X","",""
"USW00021504","1989","19.71909","-155.04897","8.8","HILO INTERNATIONAL AIRPORT 87, HI US","       3.3","X","   1683.4","","    1683.4","0","       268","0","       205","0","        52","0","        0","","         0","0","         0","0","         0","0","         0","0","       365","0","         0","0","","","","","        29"," ","   14.4","0,1219,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 200.4"," ,0,0515, ","   30.6","0,1014,+","","","       0.0","0","       0.0","0","","","","","   4235.5"," ,0","","","        0"," ,0","     22.94","0","     26.93","0","     18.95","0","    98620","X","       360","X","","","","","       315","X","","","","","      13.0","X","","","","","      20.0","X","",""
