"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GME00130594","1941","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       189","E","       117","E","        10","E","","","","","","","","","","","","","","","","","  43.1"," ,E,1009, ","","","","","","","","","","","","","","","","","","","","","","","","","   1339.6"," ,E","","","","","",""
"GME00130594","1942","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       170","E","       104","E","         2","E","","","","","","","","","","","","","","","","","  37.2"," ,E,0722, ","","","","","","","","","","","","","","","","","","","","","","","","","   1030.7"," ,E","","","","","",""
"GME00130594","1943","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       197","E","       124","E","         6","E","","","","","","","","","","","","","","","","","  50.7"," ,E,0206, ","","","","","","","","","","","","","","","","","","","","","","","","","   1270.0"," ,E","","","","","",""
"GME00130594","1944","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       219","E","       140","E","        13","E","","","","","","","","","","","","","","","","","  50.2"," ,E,0721, ","","","","","","","","","","","","","","","","","","","","","","","","","   1672.7"," ,E","","","","","",""
"GME00130594","1947","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       161","E","       112","E","         7","E","","","","","","","","","","","","","","","","","  44.3"," ,E,1227, ","","","","","","","","","","","","","","","","","","","","","","","","","   1130.2"," ,E","","","","","",""
"GME00130594","1948","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       176","E","       119","E","        10","E","","","","","","","","","","","","","","","","","  45.5"," ,E,0701, ","","","","","","","","","","","","","","","","","","","","","","","","","   1380.2"," ,E","","","","","",""
"GME00130594","1949","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       167","E","        96","E","         7","E","","","","","","","","","","","","","","","","","  39.5"," ,E,1127, ","","","","","","","","","","","","","","","","","","","","","","","","","   1055.0"," ,E","","","","","",""
"GME00130594","1950","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       191","E","       127","E","         5","E","","","","","","","","","","","","","","","","","  38.5"," ,E,0224, ","","","","","","","","","","","","","","","","","","","","","","","","","   1212.9"," ,E","","","","","",""
"GME00130594","1951","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       199","E","       131","E","        11","E","","","","","","","","","","","","","","","","","  66.0"," ,E,0504, ","","","","","","","","","","","","","","","","","","","","","","","","","   1590.7"," ,E","","","","","",""
"GME00130594","1952","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       203","E","       127","E","        11","E","","","","","","","","","","","","","","","","","  61.8"," ,E,0102, ","","","","","","","","","","","","","","","","","","","","","","","","","   1477.4"," ,E","","","","","",""
"GME00130594","1953","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       177","E","       106","E","         3","E","","","","","","","","","","","","","","","","","  58.1"," ,E,0731, ","","","","","","","","","","","","","","","","","","","","","","","","","   1079.9"," ,E","","","","","",""
"GME00130594","1954","51.2064","7.2006","235.0","REMSCHEID, GM","","","","","       209","E","       141","E","        18","E","","","","","","","","","","","","","","","","","  74.6"," ,E,0529, ","","","","","","","","","","","","","","","","","","","","","","","","","   2001.1"," ,E","","","","","",""
