"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"CA006158398","1966","43.7667","-79.5167","186.0","TORONTO BLACK CREEK, ON CA","        13","C","   254"," ,C,0122, ","    666.5"," ,C","     1004"," ,C"
"CA006158398","1970","43.7667","-79.5167","186.0","TORONTO BLACK CREEK, ON CA","        20","C","   178"," ,C,1227, ","","","     1482"," ,C"
