"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"NHM00091557","1990","-17.699","168.32","21.3","PORT VILA BAUERFIELD, NH","       206","S","       117","S","        21","S","","","","","",""," 272.0"," ,S,0426, ","","","   2094.7"," ,S","",""
"NHM00091557","1991","-17.699","168.32","21.3","PORT VILA BAUERFIELD, NH","       175","S","        90","S","        14","S","","","","","",""," 118.1"," ,S,0213, ","","","   1340.7"," ,S","",""
"NHM00091557","1992","-17.699","168.32","21.3","PORT VILA BAUERFIELD, NH","       168","S","        92","S","        23","S","","","","","",""," 293.9"," ,S,0617, ","","","   2287.1"," ,S","",""
"NHM00091557","1995","-17.699","168.32","21.3","PORT VILA BAUERFIELD, NH","       180","S","        96","S","        18","S","         0","S","       337","S","        17","S"," 218.9"," ,S,0624, ","   33.5","S,0309, ","   1664.4"," ,S","     29.20","S"
"NHM00091557","1996","-17.699","168.32","21.3","PORT VILA BAUERFIELD, NH","","","","","","","         0","S","       330","S","        19","S","","","   33.3","S,0307, ","","","     29.51","S"
