"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00056985","1951","23.383","103.383","1302.0","MENGZI, CH","    897.3","","     897.3","s","       118","s","        71","s","         4","s","         0","s","         0","s","         0","s","       303","s","         6","s","    1.7","s,1226, ","  33.0"," ,s,0715, ","   33.8","s,0516, ","","","","","","","","","","","","","","","    729.9"," ,s","     19.44","s","     24.85","s","     14.03","s"
"CHM00056985","1952","23.383","103.383","1302.0","MENGZI, CH","   1020.0","","    1020.0","s","       108","s","        65","s","         5","s","         0","s","         0","s","         0","s","       311","s","         8","s","    0.8","s,0119,+","  53.1"," ,s,0714, ","   33.8","s,0504, ","","","","","","","","","","","     415.5","5","     415.5","s","    764.9"," ,s","     19.92","s","     25.50","s","     14.34","s"
"CHM00056985","1953","23.383","103.383","1302.0","MENGZI, CH","    934.1","","     934.1","s","       124","s","        67","s","         5","s","         0","s","         1","s","         0","s","       294","s","         2","s","    0.0","s,0127, ","  46.6"," ,s,0501, ","   32.3","s,0808,+","","","","","","","0.0","s,0127","","","     471.5","5","     471.5","s","    751.4"," ,s","     19.64","s","     24.85","s","     14.42","s"
"CHM00056985","1954","23.383","103.383","1302.0","MENGZI, CH","    961.6","","     961.6","s","       109","s","        62","s","         6","s","         0","s","         1","s","         0","s","       304","s","         3","s","   -4.4","s,1216, ","  51.7"," ,s,0811, ","   33.5","s,0426, ","-4.4","s,1216","-4.4","s,1216","-4.4","s,1216","","","","","     400.0","0","     400.0","s","    769.1"," ,s","     19.74","s","     24.78","s","     14.70","s"
"CHM00056985","1955","23.383","103.383","1302.0","MENGZI, CH","    928.8","","     928.8","s","       115","s","        69","s","         2","s","         0","s","         2","s","         0","s","       259","s","         5","s","   -1.2","s,1202, ","  33.2"," ,s,0805, ","   33.5","s,0510, ","-1.2","s,1202","","","","","","","","","     534.5","5","     534.5","s","    731.4"," ,s","     19.21","s","     23.98","s","     14.45","s"
"CHM00056985","1956","23.383","103.383","1302.0","MENGZI, CH","    988.0","","     988.0","s","       114","s","        66","s","         3","s","         0","s","         2","s","         0","s","       281","s","         8","s","   -1.2","s,0111, ","  41.7"," ,s,0529, ","   34.5","s,0419, ","","","","","","","-1.2","s,0111","","","     631.6","6","     631.6","s","    641.2"," ,s","     19.52","s","     24.39","s","     14.65","s"
"CHM00056985","1957","23.383","103.383","1302.0","MENGZI, CH","    944.9","","     944.9","s","       112","s","        65","s","         6","s","         0","s","         0","s","         0","s","       296","s","        17","s","    1.7","s,0213, ","  67.6"," ,s,0923, ","   33.9","s,0526, ","","","","","","","","","","","     519.4","4","     519.4","s","    958.3"," ,s","     19.78","s","     24.75","s","     14.81","s"
"CHM00056985","1958","23.383","103.383","1302.0","MENGZI, CH","   1064.9","","    1064.9","s","       103","s","        61","s","         4","s","         0","s","         0","s","         0","s","       283","s","        19","s","    3.0","s,0201, "," 111.8"," ,s,0713, ","   35.6","s,0601, ","","","","","","","","","","","     454.3","3","     454.3","s","    744.4"," ,s","     19.63","s","     24.66","s","     14.60","s"
"CHM00056985","1959","23.383","103.383","1302.0","MENGZI, CH","    957.6","","     957.6","s","       126","s","        71","s","         6","s","         0","s","         0","s","         0","s","       303","s","         7","s","    0.5","s,0302, ","  44.7"," ,s,0923, ","   33.6","s,0521, ","","","","","","","","","","","     626.8","8","     626.8","s","    843.7"," ,s","     19.55","s","     24.48","s","     14.61","s"
"CHM00056985","1960","23.383","103.383","1302.0","MENGZI, CH","   1022.4","","    1022.4","s","       103","s","        66","s","         5","s","         0","s","         0","s","         0","s","       284","s","        14","s","    0.7","s,0102, ","  57.0"," ,s,0828, ","   34.4","s,0501, ","","","","","","","","","","","     435.3","3","     435.3","s","    855.6"," ,s","     19.75","s","     24.65","s","     14.86","s"
