"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00362442","1975","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","","","","","","","","","","","        17"," ","","","","","",""
"USC00362442","1976","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","       117","0","        82","0","        11","0","","","","","        22"," ","","","  62.2"," ,0,1009, ","   1214.8"," ,0"
"USC00362442","1977","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","       142","0","        93","0","        13","0","       61","","","","        28"," ","   254"," ,0,0206,+","  58.7"," ,0,0322, ","   1299.4"," ,0"
"USC00362442","1978","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","","","","","","","","","","","        32"," ","","","","","",""
"USC00362442","1981","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","","","","","","","","","","","        15"," ","","","","","",""
"USC00362442","1982","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","       141","0","        75","0","        15","0","       64","","        69"," ","        27"," ","   254"," ,0,0127,+","  82.6"," ,0,0825, ","   1271.7"," ,0"
"USC00362442","1983","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","","","","","","","","","        58"," ","        11"," ","","","","","",""
"USC00362442","1984","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","","","","","","","","","        46"," ","        34"," ","","","","","",""
"USC00362442","1985","41.0","-75.16667","157.9","EAST STROUDSBURG UNIVERSITY, PA US","","","","","","","","","         7"," ","         4"," ","","","","","",""
