"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KSM00047133","1977","36.3","127.4","78.0","TAEJON, KS","        28","S","       166","S","        15","S","   35.0","S,0730,+","     18.13","S"
"KSM00047133","1978","36.3","127.4","78.0","TAEJON, KS","        14","S","       162","S","        22","S","   35.0","S,0727,+","     18.48","S"
"KSM00047133","1979","36.3","127.4","78.0","TAEJON, KS","        11","S","       164","S","         8","S","   33.0","S,0823,+","     18.13","S"
"KSM00047133","1981","36.3","127.4","78.0","TAEJON, KS","        26","S","       145","S","        11","S","   35.0","S,0726,+","     17.04","S"
"KSM00047133","1982","36.3","127.4","78.0","TAEJON, KS","        12","S","       169","S","        20","S","   35.3","S,0811, ","     18.63","S"
"KSM00047133","1983","36.3","127.4","78.0","TAEJON, KS","        21","S","       166","S","        22","S","   35.5","S,0805,+","     18.14","S"
"KSM00047133","1984","36.3","127.4","78.0","TAEJON, KS","        27","S","       172","S","        25","S","   35.8","S,0809, ","     17.60","S"
"KSM00047133","1986","36.3","127.4","78.0","TAEJON, KS","        23","S","       154","S","        11","S","   34.7","S,0802, ","     17.32","S"
"KSM00047133","1987","36.3","127.4","78.0","TAEJON, KS","         8","S","       171","S","         8","S","   33.5","S,0801, ","     18.14","S"
"KSM00047133","1988","36.3","127.4","78.0","TAEJON, KS","         8","S","       165","S","        21","S","   35.3","S,0810, ","     18.13","S"
"KSM00047133","1989","36.3","127.4","78.0","TAEJON, KS","         3","S","       175","S","        16","S","   34.4","S,0719, ","     18.66","S"
"KSM00047133","1990","36.3","127.4","78.0","TAEJON, KS","         7","S","       162","S","        27","S","   36.7","S,0807, ","     18.55","S"
"KSM00047133","1991","36.3","127.4","78.0","TAEJON, KS","        13","S","       162","S","         9","S","   33.8","S,0820, ","     18.18","S"
"KSM00047133","1992","36.3","127.4","78.0","TAEJON, KS","         1","S","       158","S","        18","S","   34.1","S,0706, ","     18.56","S"
"KSM00047133","1997","36.3","127.4","78.0","TAEJON, KS","         7","S","       164","S","        20","S","   35.5","S,0801, ","     18.84","S"
"KSM00047133","2001","36.3","127.4","78.0","TAEJON, KS","         7","S","       176","S","        19","S","   34.4","S,0804,+","     18.88","S"
"KSM00047133","2008","36.3","127.4","78.0","TAEJON, KS","         7","S","       169","S","         7","S","   33.4","S,0808, ","     18.29","S"
"KSM00047133","2009","36.3","127.4","78.0","TAEJON, KS","        14","S","       190","S","         3","S","   32.7","S,0815,+","     18.21","S"
"KSM00047133","2010","36.3","127.4","78.0","TAEJON, KS","        16","S","       159","S","        16","S","   33.9","S,0805, ","     17.71","S"
"KSM00047133","2011","36.3","127.4","78.0","TAEJON, KS","        22","S","       162","S","         5","S","   33.3","S,0805, ","     17.60","S"
"KSM00047133","2012","36.3","127.4","78.0","TAEJON, KS","        23","S","       178","S","        24","S","   36.9","S,0806,+","     17.70","S"
"KSM00047133","2013","36.3","127.4","78.0","TAEJON, KS","        12","S","       166","S","        23","S","   35.0","S,0822, ","     18.32","S"
"KSM00047133","2014","36.3","127.4","78.0","TAEJON, KS","         6","S","       186","S","         9","S","   34.9","S,0725, ","     18.85","S"
"KSM00047133","2015","36.3","127.4","78.0","TAEJON, KS","         1","S","       186","S","        19","S","   36.3","S,0807, ","     19.40","S"
