"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"UY000086565","1971","-34.483","-54.3","18.0","ROCHA, UY","","","","","","","","","","","         0","G","        16","G","         0","G","       193","G","         9","G","   -3.6","G,0618, ","","","   37.5","G,1216, ","-0.6","G,0504","-2.6","G,0505","-0.6","G,0826","-2.5","G,0825","    1359.9","9","    1359.9","G","","","     15.65","G","     21.53","G","      9.77","G"
"UY000086565","1979","-34.483","-54.3","18.0","ROCHA, UY","","","","","","","","","","","         0","G","        14","G","         0","G","       202","G","        13","G","   -2.8","G,0717, ","","","   34.2","G,0125, ","-1.6","G,0606","-2.2","G,0616","-0.8","G,0919","-2.4","G,0905","    1215.9","9","    1215.9","G","","","     16.15","G","     21.92","G","     10.38","G"
"UY000086565","1980","-34.483","-54.3","18.0","ROCHA, UY","    540.2","","     540.2","G","","","","","","","         0","G","         5","G","         0","G","       198","G","        11","G","   -1.5","G,0704,+","","","   38.8","G,0123, ","-0.2","G,0627","","","0.0","G,0812","","","    1153.1","1","    1153.1","G","","","     16.73","G","     21.86","G","     11.60","G"
"UY000086565","1981","-34.483","-54.3","18.0","ROCHA, UY","    453.9","","     453.9","G","","","","","","","         0","G","         7","G","         0","G","       193","G","         5","G","   -1.6","G,0725, ","","","   33.9","G,0118, ","-0.4","G,0620","","","-0.8","G,0922","","","    1182.9","9","    1182.9","G","","","     16.36","G","     21.33","G","     11.39","G"
"UY000086565","1982","-34.483","-54.3","18.0","ROCHA, UY","    466.5","","     466.5","G","","","","","","","         0","G","         0","G","         0","G","       194","G","        16","G","    0.2","G,0730, ","","","   36.2","G,1227, ","","","","","","","","","    1040.3","3","    1040.3","G","","","     16.77","G","     21.72","G","     11.82","G"
"UY000086565","1983","-34.483","-54.3","18.0","ROCHA, UY","    490.7","","     490.7","G","","","","","","","         0","G","        12","G","         0","G","       178","G","        12","G","   -1.8","G,0730, ","","","   34.0","G,0209, ","-0.6","G,0611","","","-1.0","G,0913","","","    1275.7","7","    1275.7","G","","","     16.21","G","     21.00","G","     11.43","G"
"UY000086565","1984","-34.483","-54.3","18.0","ROCHA, UY","    558.5","","     558.5","G","","","","","","","         0","G","         6","G","         0","G","       165","G","         4","G","   -2.6","G,0808, ","","","   33.2","G,1231, ","-0.2","G,0715","","","0.0","G,0828","-2.6","G,0808","    1274.8","8","    1274.8","G","","","     16.12","G","     20.65","G","     11.59","G"
"UY000086565","1985","-34.483","-54.3","18.0","ROCHA, UY","    356.5","","     356.5","G","","","","","","","         0","G","         4","G","         0","G","       187","G","        11","G","   -1.2","G,0902, ","","","   35.0","G,0306, ","0.0","G,0707","","","-1.2","G,0902","","","    1089.8","8","    1089.8","G","","","     16.52","G","     21.66","G","     11.38","G"
"UY000086565","1986","-34.483","-54.3","18.0","ROCHA, UY","    513.2","","     513.2","G","","","","","","","         0","G","         0","G","         0","G","       194","G","        12","G","    0.6","G,0812,+","","","   36.8","G,0108, ","","","","","","","","","    1086.2","2","    1086.2","G","","","     16.73","G","     21.60","G","     11.87","G"
"UY000086565","1987","-34.483","-54.3","18.0","ROCHA, UY","    541.9","","     541.9","G","","","","","","","         0","G","         2","G","         0","G","       196","G","        13","G","    0.0","G,0720,+","","","   36.2","G,1202, ","0.0","G,0527","","","","","","","    1237.2","2","    1237.2","G","","","     16.45","G","     21.56","G","     11.35","G"
