"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NLE00109283","1990","52.6831","6.9","13.0","SCHOONEBEEK, NL","        2","","    40"," ,E,1127,+"
"NLE00109283","1991","52.6831","6.9","13.0","SCHOONEBEEK, NL","        9","","    80"," ,E,0218,+"
"NLE00109283","1992","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    20"," ,E,0314, "
"NLE00109283","1993","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    20"," ,E,0228,+"
"NLE00109283","1994","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    10"," ,E,0225,+"
"NLE00109283","1995","52.6831","6.9","13.0","SCHOONEBEEK, NL","        1","","    40"," ,E,0315, "
"NLE00109283","1996","52.6831","6.9","13.0","SCHOONEBEEK, NL","        7","","    80"," ,E,1231,+"
"NLE00109283","1997","52.6831","6.9","13.0","SCHOONEBEEK, NL","        8","","    80"," ,E,0104,+"
"NLE00109283","1998","52.6831","6.9","13.0","SCHOONEBEEK, NL","        8","","   150"," ,E,1210,+"
"NLE00109283","1999","52.6831","6.9","13.0","SCHOONEBEEK, NL","        3","","    40"," ,E,0217,+"
"NLE00109283","2000","52.6831","6.9","13.0","SCHOONEBEEK, NL","        7","","    80"," ,E,1231,+"
"NLE00109283","2001","52.6831","6.9","13.0","SCHOONEBEEK, NL","        4","","    80"," ,E,0204, "
"NLE00109283","2002","52.6831","6.9","13.0","SCHOONEBEEK, NL","        3","","    80"," ,E,0101, "
"NLE00109283","2003","52.6831","6.9","13.0","SCHOONEBEEK, NL","        3","","    40"," ,E,0204,+"
"NLE00109283","2004","52.6831","6.9","13.0","SCHOONEBEEK, NL","        1","","    30"," ,E,0129, "
"NLE00109283","2005","52.6831","6.9","13.0","SCHOONEBEEK, NL","        7","","   290"," ,E,0303, "
"NLE00109283","2006","52.6831","6.9","13.0","SCHOONEBEEK, NL","        3","","   130"," ,E,0302, "
"NLE00109283","2007","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    10"," ,E,0209, "
"NLE00109283","2008","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    20"," ,E,0324, "
"NLE00109283","2011","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    10"," ,E,1220,+"
"NLE00109283","2012","52.6831","6.9","13.0","SCHOONEBEEK, NL","        1","","    30"," ,E,1206, "
"NLE00109283","2013","52.6831","6.9","13.0","SCHOONEBEEK, NL","        3","","    50"," ,E,0122, "
"NLE00109283","2014","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    10"," ,E,0127,+"
"NLE00109283","2017","52.6831","6.9","13.0","SCHOONEBEEK, NL","        2","","    70"," ,E,1212, "
"NLE00109283","2018","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    10"," ,E,1216,+"
"NLE00109283","2019","52.6831","6.9","13.0","SCHOONEBEEK, NL","        3","","    60"," ,E,0131, "
"NLE00109283","2020","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","     0"," ,E,1231,+"
"NLE00109283","2022","52.6831","6.9","13.0","SCHOONEBEEK, NL","        0","","    10"," ,E,1121,+"
"NLE00109283","2023","52.6831","6.9","13.0","SCHOONEBEEK, NL","        1","","    30"," ,E,0311, "
