"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023009","1949","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1040.5","","    1040.5","X","        43","X","        26","X","         3","X","        9","","         4","X","         2","X","        81","X","        13","X","       248","X","        89","X","        34"," ","","","        63"," ","  -18.9","X,0118, ","    76"," ,X,0119,+","   203"," ,X,0116, ","  82.3"," ,X,0820, ","   39.4","X,0721,+","0.0","X,1025","-3.9","X,1205","-7.2","X,1213","-7.2","X,1213","-10.0","X,1215","-2.2","X,0405","-2.2","X,0405","-4.4","X,0205","-7.8","X,0202","-12.2","X,0201","","","","","    377.1"," ,X","","","      418"," ,X","     16.01","X","     23.58","X","      8.43","X","","","","","","","       293","X","","","","","","","      28.6","X","",""
"USW00023009","1950","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","    989.1","","     989.1","X","        35","X","        26","X","         2","X","        0","","         0","X","         0","X","        69","X","         0","X","       270","X","        96","X","        11"," ","","","        50"," ","  -11.7","X,1206, ","     0"," ,X,1231,+","     0","T,X,1205,+","  37.1"," ,X,0629, ","   40.0","X,0823, ","-2.2","X,1104","-2.2","X,1104","-6.7","X,1110","-6.7","X,1110","-10.6","X,1111","-0.6","X,0319","-3.3","X,0314","-6.7","X,0313","-6.7","X,0313","","","    1450.5","5","    1450.5","X","    277.8"," ,X","","","        0","T,X","     17.29","X","     25.85","X","      8.73","X","","","","","","","       203","X","","","","","","","      26.8","X","",""
"USW00023009","1951","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1210.9","","    1210.9","X","        31","X","        18","X","         1","X","        3","","         3","X","         2","X","        96","X","         7","X","       238","X","       115","X","        12"," ","","","        22"," ","  -21.1","X,0201, ","    51"," ,X,1208, ","    76"," ,X,1207, ","  62.0"," ,X,0822, ","   43.3","X,0629, ","-2.2","X,1101","-2.2","X,1101","-5.6","X,1102","-7.2","X,1209","-11.1","X,1210","0.0","X,0413","-2.8","X,0412","-5.6","X,0319","-6.7","X,0304","-12.2","X,0215","    1699.1","1","    1699.1","X","    221.5"," ,X","","","      164"," ,X","     16.54","X","     24.88","X","      8.20","X","","","","","","","       180","X","","","","","","","      25.9","X","",""
"USW00023009","1952","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1106.7","","    1106.7","X","        29","X","        19","X","         1","X","        2","","         3","X","         0","X","        88","X","         2","X","       232","X","       109","X","        12"," ","","","        24"," ","   -8.3","X,1205,+","    25"," ,X,1124,+","    51"," ,X,0225,+","  33.3"," ,X,0811, ","   41.1","X,0623, ","0.0","X,1110","-2.8","X,1111","-4.4","X,1119","-7.2","X,1126","","","-0.6","X,0410","-6.7","X,0323","-6.7","X,0323","-6.7","X,0323","","","    1675.6","6","    1675.6","X","    158.5"," ,X","","","      127"," ,X","     16.43","X","     24.38","X","      8.47","X","","","","","","","       248","X","","","","","","","      25.5","X","",""
"USW00023009","1953","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1182.4","","    1182.4","X","        32","X","        21","X","         0","X","        2","","         2","X","         0","X","        75","X","         2","X","       247","X","       114","X","        10"," ","","","        29"," ","  -17.2","X,1224, ","    25"," ,X,1223,+","    51"," ,X,0223, ","  20.8"," ,X,0422, ","   41.7","X,0623, ","-1.1","X,1109","-2.8","X,1110","-7.2","X,1122","-7.2","X,1122","-8.9","X,1209","-0.6","X,0412","-4.4","X,0305","-4.4","X,0305","-8.9","X,0223","-8.9","X,0223","    1721.1","1","    1721.1","X","    143.3"," ,X","","","       86"," ,X","     16.88","X","     25.17","X","      8.58","X","","","","","","","       113","X","","","","","","","      26.8","X","",""
"USW00023009","1954","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1236.0","","    1236.0","X","        36","X","        18","X","         4","X","        2","","         3","X","         0","X","        68","X","         0","X","       250","X","       118","X","         8"," ","","","        23"," ","  -12.2","X,1229, ","   127"," ,X,1228, ","    81"," ,X,1227, ","  83.6"," ,X,1006, ","   41.7","X,0727, ","0.0","X,1125","-2.2","X,1202","-5.0","X,1213","-6.7","X,1217","-9.4","X,1228","0.0","X,0317","-4.4","X,0314","-4.4","X,0314","-8.9","X,0121","-8.9","X,0121","    1618.2","2","    1618.2","X","    331.5"," ,X","","","      188"," ,X","     17.64","X","     25.61","X","      9.67","X","","","","","","","       248","X","","","","","","","      26.8","X","",""
"USW00023009","1955","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1004.4","","    1004.4","X","        43","X","        23","X","         0","X","        0","","         1","X","         0","X","        85","X","         0","X","       252","X","        84","X","        15"," ","","","        34"," ","   -8.9","X,0211, ","     0","T,X,1108,+","    25"," ,X,0321, ","  25.1"," ,X,1001, ","   38.3","X,0625, ","0.0","X,1103","-2.8","X,1108","-5.6","X,1109","-7.2","X,1206","","","-5.0","X,0328","-5.0","X,0328","-5.0","X,0328","-7.2","X,0223","-8.9","X,0211","    1715.6","6","    1715.6","X","    245.1"," ,X","","","       35"," ,X","     16.37","X","     24.25","X","      8.49","X","","","","","","","       180","X","","","","","","","      25.7","X","",""
"USW00023009","1956","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1212.9","","    1212.9","X","        28","X","        12","X","         1","X","       12","","         4","X","         0","X","        90","X","         4","X","       241","X","       123","X","        11"," ","","","        33"," ","  -12.8","X,0210, ","   330"," ,X,0205, ","   152"," ,X,0202, ","  30.5"," ,X,0730, ","   39.4","X,0915,+","-4.4","X,1104","-4.4","X,1104","-4.4","X,1104","-7.2","X,1129","-9.4","X,1225","-2.8","X,0316","-2.8","X,0316","-4.4","X,0313","-8.3","X,0211","-12.8","X,0210","    1700.9","9","    1700.9","X","    115.7"," ,X","","","      322"," ,X","     16.79","X","     25.03","X","      8.55","X","","","","","","","       270","X","","","","","","","      27.8","X","",""
"USW00023009","1957","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1041.4","","    1041.4","X","        47","X","        20","X","         0","X","        1","","         1","X","         0","X","        54","X","         2","X","       219","X","        90","X","        40"," ","","","        36"," ","  -12.2","X,1123, ","    25"," ,X,1122, ","    25"," ,X,1122, ","  22.4"," ,X,0922, ","   41.7","X,0629, ","-3.3","X,1121","-3.3","X,1121","-8.3","X,1122","-8.3","X,1122","-12.2","X,1123","0.0","X,0412","-2.8","X,0307","-6.7","X,0202","-6.7","X,0202","-11.7","X,0118","    1616.0","0","    1616.0","X","    215.0"," ,X","","","       25"," ,X","     16.50","X","     23.59","X","      9.42","X","","","","","","","","","","","","","","","","","",""
"USW00023009","1958","33.30735","-104.50817","1104.6","ROSWELL INDUSTRIAL AIR PARK, NM US","","","   1168.6","","    1168.6","X","        65","X","        41","X","         3","X","        2","","         3","X","         0","X","        83","X","         0","X","       204","X","        96","X","        61"," ","","","        33"," ","  -10.6","X,1231, ","    51"," ,X,1230, ","    76"," ,X,1229, ","  85.6"," ,X,0927, ","   43.9","X,0714, ","-3.3","X,1118","-3.3","X,1118","-5.6","X,1128","-7.2","X,1129","-8.9","X,1230","-2.2","X,0319","-2.2","X,0319","-7.8","X,0212","-7.8","X,0212","","","    1946.5","5","    1946.5","X","    473.7"," ,X","","","      168"," ,X","     16.20","X","     23.15","X","      9.24","X","","","","","","","       338","X","","","","","","","      25.7","X","",""
