"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MJM00013363","1979","43.35","19.35","788.0","PLEVLJA, MJ","        13","S","        86","S","         0","S","   32.0","S,0803,+","     14.52","S"
"MJM00013363","2009","43.35","19.35","788.0","PLEVLJA, MJ","        20","S","       130","S","         8","S","   36.1","S,0724, ","     15.96","S"
