"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00489615","1893","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","    378.9","","     378.9","6","","","","","","","","","","","         8","6","       183","6","        16","6","       152","6","        49","6","","","","","  -26.7","6,0128, ","","","","","","","   44.4","6,0806, ","-2.2","6,0923","-2.2","6,0923","-4.4","6,1002","-11.1","6,1102","-11.1","6,1102","-1.1","6,0525","-4.4","6,0503","-4.4","6,0503","-6.7","6,0429","-9.4","6,0418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      9.39","6","     18.03","6","      0.75","6"
"USC00489615","1901","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2811.5","5","","","","","","","    2811.5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00489615","1906","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","    335.0","","     335.0","6","","","","","","","","","","","         9","6","       142","6","        21","6","       162","6","        29","6","","","","","  -29.4","6,0316, ","","","","","","","   38.9","6,0817, ","0.0","6,1004","-5.6","6,1022","-5.6","6,1022","-7.8","6,1023","-10.0","6,1116","-3.3","6,0505","-3.3","6,0505","-4.4","6,0414","-11.7","6,0322","-11.7","6,0322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     10.08","6","     17.72","6","      2.44","6"
"USC00489615","1912","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","        96","6","        59","6","         2","6","","","","","        19","6","       175","6","","","","","","","","","","","  -27.8","6,0103, ","","","","","  56.9"," ,6,0910, ","","","-0.6","6,0915","-5.0","6,0925","-5.0","6,0925","-13.9","6,1127","-13.9","6,1127","-0.6","6,0514","-5.6","6,0422","-5.6","6,0422","-6.7","6,0401","-12.2","6,0324","    3877.0","0","","","","","","","    3877.0","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    579.1"," ,6","","","","","","","      0.64","6"
"USC00489615","1913","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","        45","6","        37","6","         3","6","","","","","        34","6","       225","6","","","","","","","","","","","  -32.8","6,0107, ","","","","","  53.3"," ,6,1205, ","","","0.0","6,0912","-6.1","6,0917","-6.1","6,0917","-7.8","6,0920","-9.4","6,1019","-1.7","6,0731","-2.2","6,0522","-4.4","6,0515","-6.7","6,0504","-10.0","6,0424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    370.3"," ,6","","","","","","","     -4.09","6"
"USC00489615","1914","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","","","","","","","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00489615","1915","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","        71","0","        43","0","         3","0","","","        13","0","        11","6","       167","6","        19","6","       175","6","        17","6","         1"," ","        10"," ","  -33.9","6,0123, ","","","   178"," ,0,0213, ","  51.6"," ,0,0926, ","   36.1","6,0809, ","0.0","6,0930","-2.2","6,1006","-7.2","6,1007","-7.2","6,1007","-9.4","6,1113","-0.6","6,0613","-2.2","6,0521","-4.4","6,0504","-7.2","6,0330","-15.0","6,0327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    492.9"," ,0","      954"," ,0","      8.99","6","     17.66","6","      0.32","6"
"USC00489615","1916","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","        46","0","        27","0","         0","0","","","","","","","","","","","","","","","","","         2"," ","","","","","","","  20.8"," ,0,0521, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    205.9"," ,0","","","","","","","",""
"USC00489615","1918","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","       104","0","        49","0","         1","0","","","        18","0","","","","","","","","","","","         1"," ","         5"," ","","","","","   152"," ,0,0426, ","  35.3"," ,0,0716, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    438.3"," ,0","     1308"," ,0","","","","","",""
"USC00489615","1919","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","        74","0","        38","0","         1","0","","","        17","0","","","","","","","","","","","         7"," ","        19"," ","","","","","   191"," ,0,0406, ","  27.9"," ,0,0406, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    322.4"," ,0","     1461"," ,0","","","","","",""
"USC00489615","1920","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","        92","0","        47","0","         2","0","","","        17","0","","","","","","","","","","","         1"," ","        10"," ","","","","","   290"," ,0,0418,+","  38.1"," ,0,0417, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    433.9"," ,0","     1874"," ,0","","","","","",""
"USC00489615","1923","42.11011","-104.94912","1410.0","WHEATLAND 4 N, WY US","","","","","        56","0","        44","0","         7","0","","","        11","0","","","","","","","","","","","","","         7"," ","","","","","   142"," ,0,1024, ","  50.8"," ,0,1024,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    550.1"," ,0","      676"," ,0","","","","","",""
