"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN001190700","1907","18.333","84.133","6.0","KALINGAPATAM, IN","        66","I","        37","I","         7","I","","","","","","","","","","","","","  95.0"," ,I,0617, ","","","    643.5"," ,I","","","",""
"IN001190700","1908","18.333","84.133","6.0","KALINGAPATAM, IN","        79","I","        51","I","         8","I","","","","","","","","","","","","","  85.1"," ,I,0925, ","","","    720.6"," ,I","","","",""
"IN001190700","1909","18.333","84.133","6.0","KALINGAPATAM, IN","        98","I","        52","I","        10","I","","","","","","","","","","","",""," 221.7"," ,I,1205, ","","","   1023.4"," ,I","","","",""
"IN001190700","1910","18.333","84.133","6.0","KALINGAPATAM, IN","       108","I","        60","I","        13","I","","","","","","","","","","","",""," 114.0"," ,I,1107, ","","","   1344.7"," ,I","","","",""
"IN001190700","1911","18.333","84.133","6.0","KALINGAPATAM, IN","        94","I","        48","I","         9","I","","","","","","","","","","","",""," 310.6"," ,I,0924, ","","","    984.7"," ,I","","","",""
"IN001190700","1912","18.333","84.133","6.0","KALINGAPATAM, IN","        69","I","        53","I","        20","I","","","","","","","","","","","",""," 192.5"," ,I,0802, ","","","   1718.3"," ,I","","","",""
"IN001190700","1913","18.333","84.133","6.0","KALINGAPATAM, IN","        63","I","        41","I","         9","I","","","","","","","","","","","","","  88.1"," ,I,0717, ","","","    754.4"," ,I","","","",""
"IN001190700","1914","18.333","84.133","6.0","KALINGAPATAM, IN","        70","I","        53","I","        16","I","","","","","","","","","","","",""," 307.3"," ,I,0516, ","","","   1696.3"," ,I","","","",""
"IN001190700","1915","18.333","84.133","6.0","KALINGAPATAM, IN","        95","I","        66","I","        21","I","","","","","","","","","","","",""," 162.3"," ,I,1116, ","","","   1545.6"," ,I","","","",""
"IN001190700","1916","18.333","84.133","6.0","KALINGAPATAM, IN","        79","I","        54","I","        10","I","","","","","","","","","","","",""," 129.3"," ,I,1023, ","","","    870.1"," ,I","","","",""
"IN001190700","1917","18.333","84.133","6.0","KALINGAPATAM, IN","       107","I","        73","I","        15","I","","","","","","","","","","","",""," 132.8"," ,I,1028, ","","","   1412.2"," ,I","","","",""
"IN001190700","1918","18.333","84.133","6.0","KALINGAPATAM, IN","        81","I","        54","I","        15","I","","","","","","","","","","","","","  72.1"," ,I,1102, ","","","    929.3"," ,I","","","",""
"IN001190700","1919","18.333","84.133","6.0","KALINGAPATAM, IN","       104","I","        70","I","        14","I","","","","","","","","","","","",""," 143.0"," ,I,0826, ","","","   1438.0"," ,I","","","",""
"IN001190700","1920","18.333","84.133","6.0","KALINGAPATAM, IN","        75","I","        51","I","        10","I","","","","","","","","","","","","","  63.2"," ,I,1008, ","","","    853.1"," ,I","","","",""
"IN001190700","1921","18.333","84.133","6.0","KALINGAPATAM, IN","        70","I","        52","I","        14","I","","","","","","","","","","","",""," 155.4"," ,I,1011, ","","","   1138.4"," ,I","","","",""
"IN001190700","1922","18.333","84.133","6.0","KALINGAPATAM, IN","        59","I","        44","I","         6","I","","","","","","","","","","","","","  77.2"," ,I,0902, ","","","    611.7"," ,I","","","",""
"IN001190700","1923","18.333","84.133","6.0","KALINGAPATAM, IN","        69","I","        41","I","        11","I","","","","","","","","","","","",""," 280.4"," ,I,1118, ","","","   1045.4"," ,I","","","",""
"IN001190700","1924","18.333","84.133","6.0","KALINGAPATAM, IN","        62","I","        51","I","        16","I","","","","","","","","","","","",""," 103.4"," ,I,1107, ","","","   1094.5"," ,I","","","",""
"IN001190700","1925","18.333","84.133","6.0","KALINGAPATAM, IN","        68","I","        48","I","        14","I","","","","","","","","","","","","","  78.7"," ,I,0518, ","","","    917.6"," ,I","","","",""
"IN001190700","1926","18.333","84.133","6.0","KALINGAPATAM, IN","        67","I","        40","I","         5","I","","","","","","","","","","","",""," 116.8"," ,I,0916, ","","","    617.4"," ,I","","","",""
"IN001190700","1927","18.333","84.133","6.0","KALINGAPATAM, IN","        73","I","        54","I","        21","I","","","","","","","","","","","",""," 177.8"," ,I,0617, ","","","   1383.2"," ,I","","","",""
"IN001190700","1928","18.333","84.133","6.0","KALINGAPATAM, IN","        86","I","        57","I","        11","I","","","","","","","","","","","","","  97.5"," ,I,1021, ","","","   1032.4"," ,I","","","",""
"IN001190700","1929","18.333","84.133","6.0","KALINGAPATAM, IN","        74","I","        50","I","        12","I","","","","","","","","","","","",""," 121.4"," ,I,1017, ","","","   1132.0"," ,I","","","",""
"IN001190700","1930","18.333","84.133","6.0","KALINGAPATAM, IN","        86","I","        55","I","        12","I","","","","","","","","","","","",""," 125.7"," ,I,0630, ","","","   1166.3"," ,I","","","",""
"IN001190700","1932","18.333","84.133","6.0","KALINGAPATAM, IN","        72","I","        49","I","        12","I","","","","","","","","","","","","","  91.9"," ,I,1022, ","","","    916.5"," ,I","","","",""
"IN001190700","1933","18.333","84.133","6.0","KALINGAPATAM, IN","        74","I","        54","I","        15","I","","","","","","","","","","","",""," 106.7"," ,I,0615, ","","","   1136.5"," ,I","","","",""
